	Cux2_tdTpositive_cell_1	Cux2_tdTpositive_cell_4	Cux2_tdTpositive_cell_33	Cux2_tdTpositive_cell_42	Cux2_tdTpositive_cell_47	Cux2_tdTpositive_cell_64	Nr5a1_tdTpositive_cell_1	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_104	Rbp4_tdTpositive_cell_137	Rbp4_tdTpositive_cell_141	Rbp4_tdTpositive_cell_143	Rbp4_tdTpositive_cell_144	Rbp4_tdTpositive_cell_146	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_158	Rbp4_tdTpositive_cell_167	Rbp4_tdTpositive_cell_168	Rbp4_tdTpositive_cell_173	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_22	Rorb_tdTpositive_cell_1	Rorb_tdTpositive_cell_2	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_5	Rorb_tdTpositive_cell_6	Rorb_tdTpositive_cell_9	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_12	Rorb_tdTpositive_cell_14	Rorb_tdTpositive_cell_16	Rorb_tdTpositive_cell_18	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_20	Rorb_tdTpositive_cell_21	Rorb_tdTpositive_cell_22	Rorb_tdTpositive_cell_41	Rorb_tdTpositive_cell_42	Rorb_tdTpositive_cell_46	Rorb_tdTpositive_cell_49	Rorb_tdTpositive_cell_50	Rorb_tdTpositive_cell_51	Rorb_tdTpositive_cell_53	Scnn1a.Tg2_tdTpositive_cell_6	Scnn1a.Tg2_tdTpositive_cell_7	Scnn1a.Tg2_tdTpositive_cell_8	Scnn1a.Tg2_tdTpositive_cell_12	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
2310014F07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.25
2310015B20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.23
2310043L19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.14
Cx3cr1	1.66	0.13	1.6	2.01	1.09	0.38	0.98	0.26	2.02	1.15	0.68	0.47	0.74	1.09	0.73	1.02	1.22	0.86	0.77	0.68	0.89	1.35	2.85	1.67	3.97	7.85	1723.97	1.5	1.62	0.64	1.48	1.02	1.08	1.65	0.0	0.99	0.65	1.24	0.78	0.38	0.59	0.91	0.43	0.46	0.88	0.17	0.93	0.97	1.5	1.61	1.45	1.84	2.5	32.57	29.06
Ddr2	0.08	0.0	0.0	0.0	0.1	0.08	0.11	0.0	0.06	0.29	0.04	0.03	0.0	0.22	0.0	0.06	0.0	0.26	0.01	0.05	0.0	0.15	0.46	0.17	0.3	0.46	0.55	0.05	0.17	0.0	0.0	0.04	0.07	0.0	0.0	0.23	0.03	0.19	0.25	0.2	0.15	0.18	0.04	0.03	0.03	0.0	0.2	0.07	0.03	0.06	0.06	0.16	0.0	4.64	3.87
Dot1l	15.25	0.63	0.0	0.0	11.09	0.13	0.0	0.03	1.31	0.38	0.0	0.0	9.55	0.16	0.0	0.08	7.47	0.05	1.09	0.0	0.0	0.0	0.0	9.81	6.47	0.0	0.0	0.48	0.0	0.0	0.04	0.12	0.08	0.0	0.0	0.35	0.16	0.0	0.49	0.96	0.0	12.87	0.0	0.47	2.3	0.0	0.0	0.0	0.04	8.13	13.0	0.0	0.0	35.6	34.04
Fmo5	0.27	0.0	0.22	0.12	0.27	0.0	0.07	0.13	0.02	0.16	0.18	0.09	0.22	0.3	0.03	0.27	0.29	0.08	0.08	0.02	0.0	0.11	0.21	0.37	0.65	0.7	0.0	0.41	0.35	0.08	0.16	0.29	0.62	0.36	0.65	0.15	0.21	0.08	0.42	0.12	0.13	0.22	0.07	0.16	0.07	0.02	0.18	0.05	0.0	0.26	0.39	0.22	0.21	2.03	1.62
Mir690	11638.57	14975.11	13291.55	11921.34	15465.67	17639.29	14601.28	14235.98	39867.27	42000.18	13437.78	10381.17	18562.5	12067.91	16514.31	10837.67	15437.1	16086.48	11643.67	10946.95	13369.66	12845.95	37370.15	37614.4	44948.68	42282.55	35532.88	16696.03	14928.07	11463.56	14302.61	15205.23	14922.39	10997.04	13378.29	14258.36	13264.49	13320.96	48007.3	11555.04	12458.72	20787.5	11897.22	16172.66	12749.92	13652.88	11506.21	16254.06	15605.4	13992.77	15595.07	15234.85	17305.68	1.35	1.29
Pdk4	0.3	0.0	0.12	0.0	0.14	0.1	0.06	0.18	0.49	0.1	0.11	0.07	0.33	0.13	0.13	0.14	0.0	0.47	0.1	0.0	0.0	0.41	0.0	0.4	0.29	0.0	0.0	0.45	0.18	0.22	0.4	0.15	0.16	0.0	0.0	0.52	0.08	0.0	0.31	0.18	0.08	0.17	0.04	0.07	0.13	0.0	0.1	0.11	0.15	0.24	0.14	0.13	0.13	9.05	7.9
Slc24a6	1.06	0.62	0.75	0.96	1.41	0.84	2.31	0.32	1.57	1.56	0.34	1.18	1.45	0.5	0.39	1.24	1.18	1.46	0.73	0.77	0.95	1.23	1.03	2.56	4.91	1.79	0.77	1.71	2.47	0.36	0.97	0.67	1.09	2.88	0.0	2.44	1.67	2.07	2.29	1.91	0.34	2.07	0.58	0.55	0.36	0.53	1.09	0.83	0.81	1.41	2.53	1.62	2.97	4.75	5.08
Sox2ot	0.57	0.33	1.24	0.25	1.55	0.25	1.07	0.44	0.53	1.43	1.04	0.13	0.63	1.68	0.74	0.37	1.47	1.09	0.51	0.32	0.54	1.1	0.56	2.54	2.13	669.82	3.81	0.7	1.03	0.74	0.61	0.17	0.41	0.22	1.25	0.37	0.5	1.76	1.44	0.96	0.7	0.43	0.45	0.25	0.57	0.31	1.35	0.6	1.19	1.08	1.67	1.0	0.84	23.17	21.66
Steap2	0.05	0.04	0.48	0.06	0.39	0.1	0.02	0.0	0.23	0.17	0.0	0.04	0.07	0.08	0.0	0.05	0.24	0.17	0.22	0.05	0.04	0.25	0.31	0.43	0.62	0.4	0.23	0.26	0.13	0.2	0.44	0.03	0.14	0.28	0.25	0.49	0.15	0.11	0.08	0.33	0.39	0.1	0.11	0.06	0.01	0.06	0.13	0.06	0.24	0.2	0.32	0.18	0.32	3.33	3.04
Supt6h	55.06	7.01	0.55	9.01	14.11	47.03	0.54	3.48	12.08	26.24	0.0	1.43	36.14	16.79	2.08	14.09	8.33	12.78	25.63	0.07	9.29	38.17	0.0	0.11	80.14	4.93	0.0	6.71	60.65	9.46	1.51	18.13	25.14	0.0	8.54	24.22	26.5	6.61	22.08	0.0	2.46	9.48	9.79	11.05	5.01	0.1	12.03	8.39	21.95	44.83	47.18	10.33	15.0	82.51	87.27
Zdhhc9	2.58	0.14	0.4	0.21	0.17	0.0	13.72	0.66	0.08	14.78	0.0	0.0	8.43	10.64	16.27	3.56	0.0	46.22	0.0	8.69	0.0	0.87	0.19	6.5	5.32	0.26	0.14	0.46	3.1	0.0	0.26	0.82	2.69	0.0	0.93	4.25	0.62	0.73	28.81	0.64	1.73	2.27	2.44	14.59	3.3	0.0	44.87	0.95	0.17	11.77	3.94	1.45	1.28	47.74	47.8
