	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_68	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_22	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_109	Htr3a_tdTpositive_cell_111	Ndnf_tdTpositive_cell_9	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_71	Ntsr1_tdTpositive_cell_77	Ntsr1_tdTnegative_cell_31	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_132	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_155	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_181	Rbp4_tdTpositive_cell_186	Rbp4_tdTpositive_cell_189	Slc17a6_tdTpositive_cell_1	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_33	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Clec16a	1.09	0.0	0.0	0.0	0.0	45.96	0.0	0.0	17.09	1.9	30.77	0.49	0.0	11.43	1.18	24.13	23.88	0.15	21.74	0.0	7.84	0.0	0.0	0.0	44.39	24.24	6.63	0.05	26.68	0.31	0.0	0.05	19.96	0.0	0.0	5.64	0.0	0.0	0.0	0.67	0.0	0.0	1.61	39.06	7.03	0.0	0.08	59.51	0.06	4.5	29.68	2.25	0.08	0.7	0.4	28.52	0.58	5.17	102.07	18.08	5.87	33.55	20.63	0.0	23.86	4.35	16.45	27.11	0.16	19.98	0.77	1.38	7.73	0.8	0.0	0.0	14.53	0.0	19.67	7.19	16.62	14.1	14.05	17.79	9.81	16.82	6.92	8.01	23.13	15.68	12.91	2.86	0.0	11.64	5.16	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	41.91	40.8	43.19
Cml1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.98	0.0	0.0	94.08	154.34	0.0	0.0	0.0	117.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.49	0.0	0.0	0.0	131.62	0.0	97.62	0.0	0.0	108.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.31	73.6	0.0	86.31	38.11	0.0	0.4	3.66	0.0	0.0	20.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.68	20.97	17.2	7.68	15.62	13.26	17.69	40.03	13.44	40.0	9.8	13.07	11.41	0.0	0.76	54.2	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	59.44	16.31	15.72	19.17
Cntd1	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	2.75	1.88	0.0	0.32	8.68	1.9	0.45	0.49	8.72	0.39	2.02	1.43	1.02	0.0	0.0	0.61	0.63	0.62	0.34	0.89	0.37	1.32	0.0	1.33	0.85	0.0	0.0	0.87	1.05	0.71	0.0	0.0	0.18	0.26	0.0	0.0	0.0	0.0	1.22	0.27	0.56	1.85	1.94	1.77	1.68	0.0	1.47	0.56	0.0	1.14	0.0	1.94	2.26	1.64	1.12	1.63	0.33	0.87	2.56	0.26	0.0	1.52	0.45	0.31	0.64	1.1	0.76	0.85	0.15	3.98	1.36	1.26	0.93	0.17	1.38	0.98	1.16	1.7	0.4	4.82	1.16	0.77	0.58	1.38	0.19	0.65	0.0	0.17	0.0	12.92	0.0	0.46	8.84	0.38	0.0	1.47	1.55	1.48
Cpt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	5.75	4.91
Cyb5r4	25.69	16.17	0.0	0.0	0.0	41.41	39.72	0.25	4.51	0.42	0.0	0.24	90.79	0.14	3.47	0.46	98.98	18.68	0.0	0.0	0.0	0.0	0.0	0.44	99.13	0.06	0.0	0.95	4.16	27.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.99	0.51	0.0	4.42	35.86	0.12	0.16	0.0	0.0	0.0	0.0	0.26	0.2	0.0	0.0	0.76	0.0	8.71	0.0	0.0	0.14	0.12	28.56	34.9	0.45	1.05	0.25	0.0	13.41	18.15	0.0	38.35	0.12	0.0	0.0	12.67	0.0	0.0	23.2	0.0	0.0	0.68	9.68	27.52	20.8	26.24	13.02	17.48	13.06	8.08	8.43	15.22	9.96	15.2	57.25	0.0	0.11	20.1	0.0	0.0	0.09	0.0	0.0	0.0	0.0	15.19	37.55	36.4	35.47
D030056L22Rik	0.0	0.0	0.0	0.0	18.98	1.77	0.0	22.15	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	84.82	1.26	0.0	0.0	8.65	0.0	0.0	13.3	0.55	0.0	85.66	0.09	85.35	0.0	0.0	1.97	10.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.45	0.0	0.0	0.0	3.64	0.0	0.32	0.0	6.56	0.0	0.0	0.0	0.09	0.0	61.08	0.0	0.0	23.56	42.01	2.68	0.25	0.0	0.0	14.82	0.0	2.79	0.0	0.78	0.0	0.0	0.0	53.95	0.0	0.0	0.0	0.0	2.65	8.69	4.37	13.42	7.61	13.07	13.34	9.79	17.05	18.43	4.09	3.43	6.91	25.31	0.0	7.26	0.0	0.0	0.0	0.0	0.0	0.0	131.04	115.01	42.68	35.91	35.93	33.53
Dhrs13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.96	0.0	0.0	49.27	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	42.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	0.0	8.39	0.0	0.0	0.87	2.0	2.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	7.73	7.59
Dis3	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	24.87	8.71	2.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	3.73	71.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84	0.0	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.2	5.19	49.64	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.1	0.0	3.92	0.0	3.85	0.46	5.51	0.0	0.0	3.03	2.85	1.02	0.0	0.0	0.0	0.0	0.0	0.0	3.1	37.33	27.75	0.0	0.0	8.93	10.13	9.6	11.02
Dsn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.42	87.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.27	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	55.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	5.46	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.72	3.15	0.44	0.13	0.0	0.13	0.0	0.11	0.0	0.0	5.25	1.67	3.97	0.0	0.0	0.0	0.0	23.77	0.0	0.0	0.0	0.0	0.0	26.2	0.0	4.16	3.47	3.58
Dtnbp1	115.97	127.27	0.0	0.0	1.22	0.0	0.0	0.0	0.0	6.39	0.0	0.0	0.0	0.0	23.98	0.0	176.38	0.0	1.48	0.0	0.0	0.0	236.27	0.0	0.23	4.06	8.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.36	78.06	0.0	247.45	0.0	24.78	16.77	0.0	0.0	19.93	41.23	62.52	0.31	41.98	0.0	75.46	47.94	2.73	31.99	0.0	0.63	71.53	0.0	17.11	0.0	0.0	0.0	0.0	18.05	5.6	0.79	9.67	1.06	15.72	10.99	2.82	0.19	12.83	4.43	4.57	5.43	55.24	132.3	130.17	10.38	0.0	0.0	0.0	180.2	0.0	0.24	0.0	33.34	64.4	73.11	65.35
Elf2	0.0	107.54	68.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.84	3.06	2.13	0.0	0.0	0.0	0.0	0.0	0.0	62.63	0.0	4.59	0.0	2.76	0.0	7.1	0.0	15.0	0.0	0.0	0.0	30.21	0.0	0.14	0.0	4.68	0.0	0.16	0.0	4.47	0.0	0.0	0.06	1.97	0.0	5.15	0.0	9.42	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	57.93	1.73	1.33	0.0	44.4	0.0	0.0	22.04	0.0	0.0	0.0	0.0	0.0	0.13	0.25	0.64	7.07	4.93	2.57	0.0	1.11	1.11	3.9	0.51	3.25	2.41	0.0	0.0	0.0	0.0	15.1	29.7	0.0	22.54	0.0	0.0	4.48	23.31	23.24	21.29
Eps8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	32.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	2.59	0.0	0.0	0.0	0.0	0.0	0.71	2.82	0.47	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.23	19.04	18.3
Fam193b	0.0	0.23	0.0	0.0	0.0	0.0	0.22	2.22	0.0	2.04	3.04	9.27	0.0	0.12	6.21	0.0	47.25	0.0	0.0	0.0	0.0	0.0	45.97	0.0	0.27	33.34	0.3	0.19	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.07	0.0	0.0	0.0	1.82	0.0	0.0	2.65	0.0	1.52	0.0	0.05	0.16	0.0	0.14	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.55	21.9	0.0	0.0	1.24	3.48	1.06	1.09	0.08	0.19	0.0	0.0	0.0	0.53	0.0	7.79	0.0	0.0	8.64	1.67	4.28	1.97	3.06	1.03	6.98	0.0	0.32	0.12	1.49	3.11	2.28	43.08	0.0	0.0	0.0	0.95	0.8	0.09	0.0	0.0	0.0	0.0	8.63	58.96	63.6	65.02
Fam20b	29.61	0.09	0.02	0.0	79.37	36.01	12.75	0.0	47.75	0.0	17.7	2.3	0.0	0.0	20.87	0.05	88.94	11.09	4.15	2.97	0.0	0.0	0.03	10.02	0.86	0.13	0.8	0.08	0.0	1.08	0.0	0.1	0.0	0.0	0.0	0.06	0.0	0.01	0.19	1.31	0.82	0.0	0.17	4.92	5.24	0.1	0.0	1.6	0.08	64.6	0.0	0.11	0.0	0.15	0.04	67.16	24.2	0.0	2.92	25.72	11.53	2.53	58.34	25.08	31.05	21.81	4.75	24.86	0.95	38.6	26.52	0.15	3.81	0.72	5.6	0.98	17.56	0.19	12.44	7.97	17.5	3.22	20.46	7.1	8.38	21.81	21.02	3.15	11.21	16.05	14.99	25.94	0.0	6.25	21.03	1.81	0.0	0.15	0.0	0.0	0.0	17.88	86.34	66.59	62.85	61.86
Fbxo6	99.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.4	0.0	163.43	0.0	25.17	8.21	38.9	0.26	410.47	0.0	39.4	0.0	0.0	0.0	0.0	47.08	0.0	0.0	136.13	0.0	0.0	0.0	0.3	0.0	0.0	230.1	0.0	0.11	0.0	124.08	158.0	212.15	3.9	0.0	0.0	88.45	0.0	18.84	75.65	0.88	0.15	11.24	67.98	0.0	99.17	97.72	65.98	104.08	0.0	0.0	0.0	28.72	0.0	0.0	27.68	27.89	0.0	7.95	63.86	0.84	0.0	28.66	0.69	0.0	0.0	0.0	0.0	0.0	102.34	0.0	18.22	54.58	19.12	36.92	54.62	21.37	76.5	42.2	70.9	44.38	31.33	45.79	45.33	42.95	101.34	0.25	0.0	0.0	0.0	0.0	0.0	0.0	250.83	0.2	0.0	24.52	27.24	24.35
Ftsj2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	93.18	0.0	0.0	0.0	0.0	102.25	0.0	40.67	0.0	0.0	0.0	0.24	0.0	0.0	0.0	2.76	0.0	0.0	113.79	0.0	0.0	0.0	0.0	0.0	1.6	0.0	100.44	0.0	0.0	0.0	2.19	0.0	0.0	73.01	174.43	0.0	2.19	0.74	0.0	0.0	0.0	0.0	0.0	0.0	88.66	72.91	0.0	0.23	0.0	42.52	0.0	0.28	0.0	0.0	3.47	0.0	24.84	0.0	0.0	79.91	0.0	0.0	0.0	0.0	158.74	0.0	0.0	0.0	21.76	19.16	24.19	4.54	2.76	13.39	7.84	16.75	19.98	13.08	3.89	15.21	0.0	0.0	40.39	0.0	89.06	127.64	0.0	0.0	0.0	0.0	0.17	0.0	14.26	13.3	14.86
Fundc1	0.36	0.0	0.0	0.0	68.54	71.99	0.0	0.0	106.82	0.0	62.46	115.93	0.0	66.19	0.0	0.0	303.84	7.97	94.88	165.67	1.67	0.0	28.46	65.14	0.0	99.05	77.65	244.89	37.03	0.0	0.18	97.65	0.0	0.17	311.28	0.0	63.14	96.73	0.7	116.2	298.67	6.86	21.73	0.22	92.67	120.17	0.5	135.43	0.9	3.81	0.34	33.53	261.91	239.75	0.0	67.57	288.16	298.58	56.56	92.46	99.0	119.3	0.0	51.95	87.11	85.97	0.0	93.72	48.13	0.8	51.82	14.17	43.21	0.44	86.12	0.0	57.51	0.0	67.96	24.26	48.83	29.9	52.09	79.31	73.92	97.05	65.26	87.02	106.67	71.39	91.79	0.0	0.0	101.4	46.87	9.49	20.16	0.0	0.0	0.23	16.83	21.74	6.06	51.03	46.3	44.05
Fxyd5	0.0	33.18	2433.2	0.0	0.0	0.0	0.0	5.28	3.19	0.0	0.0	111.3	0.0	0.0	2.12	0.0	196.85	6.59	1.29	0.0	0.0	1025.85	0.35	0.0	0.0	43.28	18.14	68.24	0.0	0.0	0.0	76.71	0.0	0.0	0.35	0.0	0.0	50.78	0.0	0.39	0.0	52.83	129.13	0.0	3.06	0.0	0.0	47.91	72.78	0.54	38.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.47	0.0	0.0	0.0	13.76	0.0	13.21	0.0	0.14	3.11	0.0	9.9	0.0	0.0	31.8	0.0	0.0	0.0	0.0	10.16	23.06	36.95	42.62	2.07	9.2	22.29	12.13	17.41	24.04	11.59	15.11	14.89	0.0	0.0	0.0	0.0	55.86	72.96	0.0	0.0	0.0	18.65	0.0	0.0	23.87	23.16	19.87
Ganab	0.0	0.65	0.0	0.12	30.14	42.9	0.89	0.33	23.07	55.35	38.78	15.39	0.11	17.61	0.0	0.0	245.04	0.74	97.66	50.24	0.42	0.0	0.0	0.2	74.91	99.53	0.29	67.44	0.0	2.72	0.09	0.0	72.86	0.0	0.0	21.07	0.0	0.11	19.08	20.55	0.0	22.42	2.72	35.04	50.31	0.0	14.61	11.46	89.88	0.41	0.34	18.37	0.0	0.0	40.44	75.42	0.0	0.0	83.45	0.32	0.81	45.75	5.73	0.0	73.16	12.52	0.15	3.84	8.69	0.8	14.41	80.51	28.12	0.0	0.0	0.0	0.08	0.0	31.85	21.84	17.39	26.1	9.43	31.64	22.33	22.82	34.91	12.83	28.49	21.54	29.1	0.0	56.84	57.56	1.19	0.79	0.0	0.0	2.49	62.52	0.0	19.54	0.0	77.53	79.53	77.78
Ggh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.66	0.0	0.0	0.0	0.25	0.0	3.21	0.0	0.0	81.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	517.14	0.0	0.0	0.0	0.0	109.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.32	0.0	0.41	78.78	0.0	0.0	0.0	0.0	50.23	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.58	0.0	0.11	0.0	0.0	216.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.69	12.72	0.0	19.54	26.35	11.81	0.44	0.0	32.02	0.0	3.23	13.55	4.82	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.29	16.43	16.06
Gm13845	0.0	11.56	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.89	0.0	0.0	0.42	0.0	0.0	0.0	0.84	0.0	24.06	3.87	15.54	70.88	0.0	0.0	3.13	6.69	3.2	0.0	0.0	0.26	0.0	0.0	0.0	16.32	0.0	166.59	0.0	0.0	0.0	0.0	2.23	0.19	1.71	0.0	1.42	0.0	0.0	0.0	49.48	0.0	0.0	0.0	5.34	0.0	0.42	0.0	5.74	86.93	0.0	0.0	0.61	1.65	75.2	0.27	0.0	0.63	3.64	2.04	0.56	0.0	0.0	34.93	23.99	23.16	31.71	12.78	0.32	17.06	5.58	2.4	21.58	13.23	19.33	25.51	0.0	0.0	173.23	0.0	0.0	0.0	0.0	0.26	0.0	7.89	238.44	0.0	5.25	5.54	5.42
Gm2002	0.0	0.0	0.0	0.0	0.0	0.39	0.65	0.12	3.95	0.11	0.0	0.12	0.24	0.07	0.0	0.0	0.0	2.85	0.0	11.45	0.0	0.0	0.0	0.0	0.0	0.35	8.3	0.15	0.31	0.0	0.0	0.6	0.09	0.2	0.14	0.89	0.43	0.29	0.11	5.79	0.0	3.08	21.65	0.0	0.46	0.84	0.0	0.74	0.0	0.0	0.0	0.08	0.0	0.0	12.97	0.44	0.0	0.07	0.0	0.2	0.0	0.48	0.0	0.1	0.12	1.5	0.24	0.08	0.0	0.22	0.22	0.0	0.27	0.24	0.0	0.0	0.0	0.0	0.61	0.21	1.13	2.82	5.81	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	2.41	0.0	0.06	0.13	0.07	0.17	27.58	0.0	0.0	0.36	0.28	0.2	1.73	1.86	1.4
Gm8909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0
Gtf2ird1	0.0	5.11	0.0	0.0	6.86	42.11	0.0	4.42	5.76	38.41	2.72	0.0	0.0	22.16	25.36	0.07	47.26	0.0	0.0	0.11	2.89	0.0	0.0	0.0	2.92	0.0	17.89	0.0	2.41	0.0	0.0	0.0	0.08	0.0	0.0	0.04	0.0	0.05	0.75	0.0	14.69	89.91	1.53	0.0	1.86	0.0	58.17	4.16	0.44	22.47	2.25	0.0	0.0	0.98	2.12	2.57	15.59	0.0	0.52	0.06	0.0	19.85	0.0	0.0	0.14	7.33	3.18	13.24	0.08	15.87	0.5	0.0	0.0	11.49	0.0	0.0	0.0	0.0	5.89	4.63	7.7	4.96	2.65	6.45	7.61	5.75	7.75	4.55	7.08	4.93	8.21	0.0	0.92	0.0	0.02	0.0	0.0	0.0	24.49	0.0	0.0	0.0	0.0	19.5	21.47	19.34
Gxylt1	0.0	6.77	0.0	0.07	0.13	0.0	0.81	1.67	0.43	0.08	0.05	0.18	0.31	1.12	0.0	0.46	32.93	13.84	1.05	0.07	0.11	0.0	0.24	0.0	13.13	0.21	0.1	53.12	0.39	35.21	0.05	16.06	0.46	0.0	0.1	12.18	0.0	0.23	0.24	0.07	0.0	0.64	0.08	3.24	0.15	0.03	41.77	16.11	0.06	18.38	0.08	20.16	0.11	0.02	0.24	0.15	7.41	0.0	8.29	0.1	10.68	0.18	10.27	0.48	2.34	0.36	43.24	2.98	0.65	0.05	0.0	20.2	0.0	0.0	5.82	0.09	0.19	1.77	1.03	5.31	3.82	3.04	3.68	3.44	1.04	1.29	2.31	9.92	4.79	3.38	4.14	0.05	0.12	0.04	0.08	0.05	0.13	0.0	0.0	0.08	0.05	5.23	0.0	9.29	8.33	8.27
Hes7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	2.27	1.63
Hmgn5	0.0	0.0	0.0	0.0	2.46	17.37	9.87	10.62	0.0	0.0	0.0	0.0	0.0	64.08	0.0	43.38	100.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	102.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.43	0.0	43.86	1.43	0.0	0.0	0.0	0.0	0.0	0.23	26.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.54	0.0	20.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	9.75	6.7	1.97	19.05	8.05	11.34	0.0	9.94	6.79	6.01	12.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64	7.31	9.35
