	Calb2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_23	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_113	Nos1_tdTpositive_cell_38	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_4	Ntsr1_tdTpositive_cell_7	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_19	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Ntsr1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_71	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_172	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ehbp1l1	2.97	1.69	2.2	2.28	2.17	39.72	20.27	0.84	1.95	1.9	2.09	24.74	3.36	1.78	1.6	3.73	65.06	3.53	15.65	1.21	5.38	5.96	1.1	8.66	3.09	20.19	0.71	2.08	2.54	2.95	0.76	4.53	71.98	3.38	20.99	3.08	64.37	3.32	3.78	3.38	5.67	9.84	2.69	0.52	2.63	16.79	3.97	14.74	1.24	3.47	3.16	4.25	34.03	39.58	14.83	8.96	2.3	10.45	6.29	10.14	13.84	3.2	3.81	7.61	4.77	4.55	5.98	38.85	14.19	2.91	3.67	0.84	2.52	1.25	0.34	2.75	2.42	2.58	16.25	17.76	17.77
Enah	0.0	0.0	5.52	0.0	0.0	4.45	2.12	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	7.33	0.0	0.0	9.5	0.0	22.06	2.46	0.0	0.07	0.0	0.0	0.0	0.0	0.06	0.0	1.88	0.0	0.0	0.0	0.0	26.42	65.92	0.0	0.91	0.0	0.0	5.34	0.0	0.0	0.0	5.98	0.0	0.08	0.0	3.12	60.02	0.0	2.33	0.0	0.13	5.27	0.31	6.57	2.99	4.11	1.23	2.8	8.87	0.85	3.92	6.09	1.98	0.0	0.0	19.01	0.0	1.41	5.28	31.67	37.35	0.0	0.0	41.32	49.84	46.77	51.64
Evi5l	0.0	0.0	0.0	8.45	0.34	0.0	0.0	0.0	29.39	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.37	0.0	0.21	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	0.0	15.53	0.0	30.55	0.83	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.52	5.43	0.0	1.56	1.78	0.76	0.34	6.68	0.39	1.97	4.54	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.66	60.99	66.1
Fam123b	0.0	0.17	0.08	13.68	0.0	0.07	0.0	0.04	0.08	0.11	0.0	0.07	0.04	0.0	0.08	14.07	0.0	6.17	0.04	0.08	0.0	0.0	0.0	0.03	0.08	0.09	0.12	0.03	0.03	19.76	0.0	0.0	0.12	1.14	0.04	14.59	31.03	0.13	0.0	0.07	0.0	0.0	11.1	0.04	0.04	0.01	0.0	1.91	0.17	18.52	0.13	0.1	0.1	15.56	19.74	1.65	7.75	2.42	5.94	0.0	1.84	0.06	1.98	1.48	1.97	1.37	1.9	7.5	0.0	0.09	0.12	4.59	0.05	0.07	0.03	0.0	0.06	0.1	4.02	3.74	4.17
Fam178a	22.58	10.54	4.46	24.23	12.43	4.84	24.21	0.0	4.52	33.23	15.72	38.19	48.41	43.7	24.45	29.34	0.0	45.0	26.67	20.36	17.15	29.83	0.05	7.2	8.56	57.87	9.75	14.85	9.89	21.52	11.69	53.25	0.05	15.5	0.65	36.96	131.74	34.36	26.25	14.92	14.49	11.15	45.4	0.35	25.47	3.4	5.4	31.27	5.59	21.33	10.06	30.2	19.61	26.86	234.77	19.76	14.8	13.22	8.03	17.58	11.81	16.1	17.75	11.14	18.59	18.54	17.49	10.73	16.02	12.12	1.77	0.88	17.35	7.81	37.45	8.82	12.75	47.15	26.42	23.14	26.23
Fbln2	21.63	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.15	0.04	0.15	0.0	0.0	0.09	0.0	1.9	0.0	0.0	0.0	0.22	0.0	0.0	0.1	34.62	0.0	0.1	66.48	0.0	34.24	0.0	22.16	0.18	0.13	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.0	0.36	0.0	0.07	0.12	0.0	0.0	56.9	0.1	1.54	0.41	1.58	1.78	7.84	0.52	6.14	3.84	0.72	3.7	2.61	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	9.08	0.0	4.29	5.63	4.86	5.69
Fitm2	0.0	1.99	0.67	0.0	1.3	17.56	0.86	0.0	0.2	0.0	0.0	0.0	24.05	0.0	11.79	0.22	0.2	0.0	0.0	55.48	0.0	0.21	0.0	0.2	0.19	0.22	0.0	0.36	0.0	0.61	0.19	1.21	0.77	0.0	0.31	0.78	63.26	0.25	0.04	1.07	0.18	0.36	29.19	0.25	0.52	0.0	0.21	0.18	0.37	0.32	0.0	0.0	1.0	0.79	0.0	2.19	1.11	5.51	9.62	13.51	5.66	9.72	2.59	11.96	1.49	3.36	6.04	0.4	0.24	1.0	0.22	0.18	0.0	0.0	0.33	0.0	0.0	101.66	23.58	19.8	20.63
Gabpa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.51	0.0	0.0	0.0	9.64	0.0	0.37	45.37	0.0	0.0	0.0	0.07	35.4	0.0	0.0	0.0	0.0	32.56	0.0	0.0	11.99	0.0	0.0	101.82	0.13	0.0	0.0	51.67	82.68	0.0	30.75	0.0	0.13	0.0	6.03	0.0	0.0	19.03	0.0	4.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51	8.1	4.34	2.62	2.92	7.63	4.2	8.43	1.92	4.86	4.1	3.45	0.0	3.24	0.0	0.0	0.96	0.17	0.0	0.05	17.15	0.0	0.0	12.75	12.03	13.9
Ganc	0.09	17.55	3.42	0.0	0.11	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	14.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	18.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	4.22	0.0	13.52	0.11	0.0	1.53	0.0	0.54	2.42	2.35	4.49	6.63	0.75	5.9	2.68	2.85	3.03	0.0	0.0	0.0	0.0	0.0	0.0	6.73	0.0	0.0	0.0	0.0	6.25	4.81	5.11
Gfra1	0.0	156.15	0.0	0.0	30.63	32.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.43	0.0	0.0	42.56	17.72	0.0	0.0	0.0	0.0	27.26	70.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.0	0.0	2.21	0.0	24.2	0.0	0.0	10.61	0.0	0.0	2.1	1.87	4.81	1.48	6.12	0.0	10.23	1.83	2.49	4.36	8.05	0.0	0.0	3.99	0.0	0.0	0.0	20.49	0.0	0.0	0.0	0.0	28.74	27.62	32.44
Gm13251	2.59	0.0	0.0	0.15	0.0	0.0	0.0	4.37	0.0	0.0	0.0	0.63	0.78	0.12	1.46	0.22	0.0	0.36	0.0	0.0	0.0	0.16	0.0	2.59	0.88	0.0	0.3	0.0	0.0	1.94	0.48	24.2	0.0	0.45	0.57	0.0	9.84	0.0	0.0	0.17	0.05	0.12	0.0	0.5	0.0	0.55	0.09	1.05	2.58	0.0	35.27	0.0	0.0	0.0	0.0	1.03	1.33	0.43	1.15	1.13	4.4	0.97	0.0	0.2	3.76	1.02	0.79	0.09	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	2.06	2.71	2.99
Gm2002	0.0	0.0	0.65	0.0	0.1	3.95	0.12	0.14	0.07	2.85	0.19	0.0	0.1	0.16	0.35	8.3	0.27	21.12	0.17	18.81	0.19	1.22	0.0	0.6	0.09	0.15	0.22	0.43	0.29	5.79	0.0	3.08	21.65	19.08	0.46	0.0	0.51	0.21	0.17	0.0	0.02	0.0	6.04	0.12	0.0	0.2	0.1	1.5	0.08	0.31	0.27	0.24	0.0	0.0	0.0	0.61	0.21	2.82	5.81	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	2.41	0.0	0.07	27.58	0.0	0.0	0.36	0.28	0.0	0.2	9.22	1.73	1.86	1.4
Gm996	0.0	1.2	0.0	0.12	16.68	0.0	0.0	0.0	0.0	1.43	3.18	0.12	0.0	0.0	25.66	1.45	0.0	0.0	36.97	0.0	0.0	1.38	0.0	0.0	0.07	0.0	1.08	0.06	0.05	13.53	36.76	0.0	0.07	0.0	0.0	5.57	15.07	0.08	1.23	0.0	0.03	0.0	0.0	0.0	14.57	0.31	0.0	4.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	2.1	0.3	0.73	0.43	2.22	0.18	2.84	1.78	0.29	4.04	2.69	2.87	0.0	0.0	0.29	0.06	0.0	0.0	0.0	0.0	0.0	9.44	0.05	78.71	86.88	83.34
Icmt	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	15.45	0.0	0.0	5.73	0.0	21.37	0.0	0.0	0.0	0.0	0.34	0.0	0.0	2.03	0.0	0.0	24.96	0.0	0.0	19.97	0.0	0.0	0.0	0.0	0.0	0.08	21.11	0.1	70.38	9.95	0.0	1.52	0.0	0.0	0.0	0.0	0.0	15.7	0.0	0.98	0.06	0.0	0.0	0.0	0.0	0.1	0.0	1.28	3.52	3.52	3.32	6.62	5.98	0.0	2.38	0.0	6.4	2.83	2.37	0.0	0.0	0.0	0.0	0.0	0.0	6.77	1.69	0.0	0.6	0.0	42.99	43.1	42.01
Il11ra2	0.0	0.0	0.65	0.0	0.1	3.95	0.12	0.14	0.07	2.85	0.19	0.0	0.1	0.16	0.35	8.3	0.27	21.12	0.17	18.81	0.19	1.22	0.0	0.6	0.09	0.15	0.22	0.43	0.29	5.79	0.0	3.08	21.65	19.08	0.46	0.0	0.51	0.21	0.17	0.0	0.02	0.0	6.04	0.12	0.0	0.2	0.1	1.5	0.08	0.31	0.27	0.24	0.0	0.0	0.0	0.61	0.21	2.82	5.81	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	2.41	0.0	0.07	27.58	0.0	0.0	0.36	0.28	0.0	0.2	9.22	1.73	1.86	1.4
Ints8	0.26	11.81	3.45	0.0	1.82	14.47	39.67	0.0	0.0	0.0	0.0	0.0	38.19	0.25	0.0	70.0	0.37	35.38	0.1	0.0	0.62	0.0	6.23	0.0	0.0	0.0	6.01	0.0	0.87	13.42	0.47	0.0	1.73	10.01	0.14	0.28	81.83	0.0	0.0	8.95	28.59	26.18	27.85	0.0	56.67	9.09	0.58	17.0	4.8	11.96	260.46	0.0	12.39	0.75	11.18	4.01	8.08	21.99	2.02	5.84	8.52	3.63	1.41	3.15	8.43	11.39	6.51	0.0	0.0	27.09	46.89	0.0	0.23	0.18	0.0	0.11	50.61	0.22	19.24	17.86	17.22
Kdm4d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	5.44	0.18	75.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.0	9.22	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.25	4.74	0.0	0.0	0.0	0.0	2.35	1.03	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	1.75	1.49
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kis2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kti12	0.0	0.0	0.0	0.0	2.37	0.0	1.21	0.0	3.64	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.97	0.0	6.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74	0.0	0.0	0.0	0.0	0.0	0.51	0.0	9.3	0.0	0.45	0.23	0.84	0.0	0.0	0.0	0.0	0.0	11.13	0.0	33.24	0.0	0.0	16.21	19.5	17.33
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lsg1	0.0	0.0	0.0	21.87	21.72	16.87	1.08	0.0	10.0	0.0	0.0	15.1	0.0	0.0	0.0	61.91	23.37	0.0	65.4	0.15	0.0	0.0	0.15	0.0	70.19	0.07	0.0	0.0	0.0	0.0	0.0	0.0	74.46	0.0	0.0	0.0	170.61	67.8	0.0	0.0	12.4	0.0	0.0	0.0	30.16	0.0	0.0	10.16	0.0	29.27	0.0	19.47	0.27	14.29	0.0	18.58	34.67	30.6	42.44	35.33	18.9	16.54	19.17	10.43	23.3	23.12	26.05	0.42	102.82	0.0	46.25	0.0	55.3	81.3	0.0	0.0	0.0	1.17	13.88	14.17	14.15
Map4k3	157.46	45.85	12.32	0.0	6.2	43.75	1.16	196.52	44.27	5.12	63.27	7.49	3.39	46.39	92.3	3.47	85.72	90.06	43.29	50.65	18.15	46.98	0.0	0.15	0.0	0.0	16.3	0.0	0.0	78.26	0.0	46.68	25.8	3.27	0.0	95.76	161.58	98.75	0.0	65.62	35.69	0.0	4.36	57.66	33.93	5.23	0.08	42.16	62.64	0.29	92.49	0.0	1.92	2.44	0.1	38.29	17.46	21.17	11.8	28.21	21.06	26.2	4.17	13.63	27.7	15.42	25.8	0.0	0.0	0.16	34.42	13.03	0.0	83.55	0.0	0.0	0.0	13.13	49.13	46.2	46.93
Mdc1	0.61	1.98	4.21	1.1	1.31	13.57	2.08	0.83	1.45	1.43	2.99	1.83	1.29	0.38	1.29	1.33	0.63	0.4	1.77	3.24	6.61	2.77	2.47	0.97	2.25	0.63	0.89	0.31	0.72	0.89	0.67	3.16	0.9	0.51	2.3	1.19	61.13	0.88	0.57	1.36	0.64	0.66	2.25	0.69	0.95	2.02	1.37	1.56	1.69	1.51	0.97	1.91	0.72	2.95	2.3	1.16	3.24	1.22	2.04	5.95	1.31	1.17	1.27	2.37	1.29	2.03	1.49	1.59	0.68	2.3	0.66	1.23	0.38	0.24	0.42	0.41	1.04	1.76	8.22	9.1	8.61
Mfap3l	0.0	0.0	0.0	0.0	0.0	2.44	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	7.27	46.53	0.0	0.0	0.0	0.0	0.0	0.05	0.06	2.36	16.69	0.03	0.0	0.0	0.0	0.06	0.0	0.07	1.64	0.0	2.96	0.0	111.62	0.37	0.0	1.4	0.0	3.47	0.0	0.0	27.32	2.27	0.0	0.49	0.0	21.57	0.0	0.0	24.9	0.2	0.12	1.42	6.34	6.9	0.0	0.04	4.46	0.53	2.19	0.03	3.68	7.4	4.01	0.0	55.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.11	25.45	20.18	25.68
Mid2	0.0	36.38	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	1.5	0.0	0.0	3.37	0.0	0.0	0.06	31.45	0.0	5.08	0.0	23.02	0.38	0.0	0.0	0.0	0.0	25.4	0.0	49.37	0.11	0.0	0.0	49.09	49.43	32.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	49.58	0.0	0.0	0.0	0.0	2.37	3.47	2.93	0.0	1.4	11.65	3.02	1.73	2.58	9.82	3.45	6.21	0.0	0.0	0.0	0.0	1.17	0.0	0.76	40.92	0.0	0.0	0.0	13.84	14.46	13.11
Mir1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.39	0.0	0.0	0.0	0.0	0.0	0.0	95.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.67	0.32
Mro	0.16	0.24	0.0	0.26	34.79	2.76	4.26	0.79	0.27	56.54	7.89	0.0	0.0	0.36	20.62	51.0	1.4	0.0	18.6	158.32	0.22	62.68	476.36	0.15	0.43	22.89	0.16	0.0	7.21	0.14	1.1	1.41	0.0	5.18	0.23	0.47	153.54	3.76	0.13	0.0	24.96	0.0	0.0	0.12	27.62	0.38	0.31	0.17	0.14	65.89	0.8	0.0	3.46	0.0	0.1	5.7	13.96	10.27	8.76	7.43	10.4	8.4	16.2	6.62	6.98	11.06	9.24	0.45	0.0	2.27	0.26	0.11	0.0	0.0	0.0	0.0	0.22	0.2	14.71	13.14	12.3
Myocd	0.0	0.0	3.72	10.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.21	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	26.31	0.1	0.07	0.08
Naa15	0.36	111.73	27.93	0.0	13.3	3.14	4.06	0.05	0.52	0.23	0.0	3.05	0.16	0.0	9.9	0.03	32.96	62.31	0.0	2.33	43.83	0.11	0.0	0.0	9.67	6.47	0.0	0.0	0.28	0.0	0.0	31.8	4.8	10.56	33.67	29.43	89.65	27.06	35.15	3.9	28.13	5.41	9.68	52.55	3.36	0.04	61.68	15.89	2.67	60.28	76.72	0.27	3.7	10.63	48.78	7.14	9.81	8.49	8.71	10.07	9.12	5.99	10.61	8.62	16.26	8.6	9.8	2.04	23.87	0.11	0.09	42.53	0.0	16.94	46.27	0.13	24.8	34.07	26.29	21.24	26.15
Nars2	0.0	0.0	0.0	0.0	9.75	0.0	0.33	0.0	0.0	0.19	0.08	0.0	0.0	0.0	0.0	19.14	0.0	0.0	0.09	0.0	46.29	10.99	0.0	0.75	0.0	0.0	32.19	0.0	0.06	0.1	0.0	17.56	0.0	0.0	0.0	7.22	46.86	0.1	0.0	15.18	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.55	0.0	0.0	0.0	27.89	0.0	0.0	0.0	2.07	4.55	0.38	0.45	1.91	7.9	0.68	5.56	9.48	7.98	2.92	3.77	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.82	0.12	1.42	9.12	9.34	9.59
Ndrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21	0.0	0.0	5.29	0.0	8.03	0.0	0.0	0.31	0.0	6.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.55	70.13	72.3
Ninl	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93	2.56	0.0	0.0	0.0	0.0	0.0	21.04	0.0	33.49	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.74	1.01	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	2.91	5.78	0.99	5.13	2.66	0.0	0.15	2.03	0.67	0.34	0.0	0.0	0.0	0.0	0.0	0.0	7.45	0.42	0.0	0.0	6.03	4.29	5.06	5.68
Noxo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	46.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	2.84	0.3	0.0	0.0	5.91	0.22	0.0	1.07	0.15	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	2.0	2.15
Nppc	0.0	0.0	0.0	0.0	0.0	9.31	0.0	0.0	0.0	0.0	5.52	0.0	0.0	0.0	44.48	0.0	0.0	0.0	45.0	0.0	0.0	5.2	0.0	0.0	21.71	0.0	0.0	0.0	0.0	0.0	0.0	91.44	1.63	0.0	0.0	0.0	438.19	63.31	29.6	64.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	41.22	0.0	0.0	0.0	127.51	23.27	0.8	8.48	30.64	31.48	25.22	59.76	28.27	29.53	37.09	14.95	22.27	19.16	14.8	0.0	0.27	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68	8.21	8.5
Obsl1	0.0	0.0	0.0	0.0	5.6	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	65.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.77	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	0.0	10.98	11.24	11.27
