	Calb2_tdTpositive_cell_7	Calb2_tdTpositive_cell_29	Calb2_tdTpositive_cell_56	Chat_tdTpositive_cell_2	Chrna2_tdTpositive_cell_72	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_8	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_118	Cux2_tdTpositive_cell_119	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_10	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_77	Htr3a_tdTpositive_cell_5	Htr3a_tdTpositive_cell_17	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_102	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_17	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_31	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_48	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_67	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_16	Ntsr1_tdTnegative_cell_38	Pvalb_tdTpositive_cell_81	Rbp4_tdTpositive_cell_126	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_5	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_13	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_36	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_56	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_6	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Dock3	13.15	2.18	2.45	41.85	20.38	0.0	0.0	0.0	0.0	0.0	20.12	52.74	39.73	0.0	0.0	0.0	0.0	0.0	2.04	0.0	5.23	27.48	47.19	6.82	0.0	0.0	0.0	0.0	0.0	0.0	16.66	0.0	0.0	0.0	9.05	2.12	0.73	12.32	80.9	1.09	0.0	8.2	0.07	0.0	42.8	0.0	0.04	20.05	19.33	59.8	21.91	0.0	0.0	0.0	1.16	14.06	0.0	8.25	0.04	0.0	0.08	4.35	4.31	0.0	12.5	0.0	0.0	0.0	0.0	1.85	0.46	2.1	0.11	14.59	22.42	8.55	112.39	109.71	116.14
Dpf1	135.13	89.41	3.22	8.67	42.97	0.0	0.0	0.0	0.0	0.0	16.65	60.25	3.21	0.0	0.0	0.0	0.0	0.0	8.72	2.04	4.34	0.1	6.6	14.46	5.91	0.0	0.0	0.0	0.0	0.0	8.8	0.0	0.0	0.0	9.37	2.41	9.3	11.92	1.21	6.12	0.0	18.19	0.0	0.0	0.0	0.0	0.0	6.0	9.43	21.64	24.66	0.0	0.14	0.0	0.13	2.9	0.0	0.0	0.0	0.0	1.02	19.58	9.59	0.0	7.47	0.0	0.0	0.0	0.0	30.69	2.35	4.39	0.23	14.26	54.91	31.38	47.74	50.08	44.62
Dusp7	3.83	0.0	95.07	0.0	0.0	0.0	0.0	0.0	155.94	0.0	1.16	21.31	16.71	0.28	0.0	106.52	452.93	0.0	0.0	2.35	0.0	0.0	0.1	5.46	0.0	0.0	6.09	0.0	31.49	0.0	5.14	0.0	0.0	97.56	0.0	0.11	0.0	60.37	69.57	0.0	0.0	0.0	14.31	0.79	0.0	0.0	0.72	0.0	6.65	4.52	15.82	111.83	0.39	0.0	0.0	458.66	0.0	0.0	0.0	71.31	0.0	9.53	60.8	0.0	0.0	0.0	0.0	3.93	0.0	0.0	0.0	0.17	0.0	8.55	46.27	1.76	56.88	61.62	57.76
Eef1a1	4619.86	3545.68	5328.51	4371.74	3460.99	6805.15	4528.29	3923.7	4166.03	3865.61	3245.06	3988.23	3875.84	4449.55	3869.81	5054.05	3036.83	3250.31	4365.27	4621.1	3247.79	3825.75	3795.46	5190.07	4362.52	4982.99	3578.07	4501.23	3524.26	4571.22	3127.71	5867.65	4252.45	4922.85	3482.29	4168.67	3973.6	3412.91	3822.14	3136.61	4045.68	3886.95	3852.78	3011.11	4426.79	3734.15	3973.6	3942.9	2626.36	3025.16	1414.19	6530.33	6325.27	6426.01	4865.3	1265.8	4636.21	4761.96	6939.54	4219.77	6235.39	4244.58	3685.24	4898.61	4457.02	4425.19	6373.79	3685.59	3639.38	3710.32	4233.42	3431.32	4404.36	1492.5	3000.85	2871.5	2300.97	2375.68	2219.79
Eml5	14.84	12.38	2.17	6.11	32.83	0.0	0.0	0.0	0.0	0.0	0.83	49.69	67.59	0.0	0.0	0.0	0.0	0.0	20.38	0.0	0.0	1.41	0.04	0.0	0.03	0.0	0.0	0.0	0.0	0.0	64.79	0.0	0.0	0.0	10.56	42.65	1.49	0.08	33.59	0.04	0.0	6.46	0.0	0.0	1.06	0.0	13.35	16.19	10.07	40.11	24.58	0.54	0.0	0.0	17.72	35.86	0.0	0.0	0.07	0.0	11.2	0.09	2.46	3.46	0.0	0.0	0.0	0.0	0.0	0.04	0.0	48.72	10.02	15.29	9.59	0.02	32.58	26.15	37.17
Epb4.1l1	1.13	6.34	0.0	10.8	7.02	0.0	0.0	0.0	0.0	0.0	22.05	32.21	80.44	0.0	0.0	0.0	0.0	0.0	0.0	2.87	5.22	69.1	38.65	8.28	39.11	0.0	0.0	0.0	0.0	0.0	4.25	0.0	0.0	4.55	33.49	0.05	4.5	3.98	49.2	3.25	0.0	17.46	2.17	0.0	0.0	0.0	0.0	16.54	2.43	6.41	9.05	0.08	0.0	0.0	19.89	284.12	0.0	0.0	0.0	0.0	0.0	2.18	15.94	0.0	0.16	0.0	0.0	0.0	0.0	0.0	14.25	2.81	0.25	14.82	7.2	3.66	226.35	219.82	236.74
Evi5l	0.0	0.0	0.0	0.0	13.35	36.64	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	26.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	4.23	0.0	0.0	0.0	525.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54	0.0	15.52	69.66	60.99	66.1
Fam177a	83.71	7.98	5.6	1.2	9.16	0.8	2.05	2.8	1.44	0.11	1.11	10.37	19.57	6.05	0.81	6.39	0.31	86.64	23.72	24.47	1.72	1.23	0.52	0.86	5.32	5.44	0.15	14.64	3.42	6.26	7.95	0.0	1.56	0.0	0.97	27.29	5.51	30.94	8.73	5.27	31.78	8.65	35.44	129.08	93.42	2.7	8.13	18.6	8.81	5.46	16.78	15.74	7.99	0.28	80.21	429.48	72.59	20.71	0.4	2.34	3.03	52.58	2.67	26.83	1.9	41.46	52.38	6.42	1.88	6.92	9.06	55.59	11.55	14.19	20.73	28.58	17.56	16.4	17.92
Fam19a5	0.16	64.81	0.0	39.8	0.46	0.0	0.0	0.0	0.0	0.0	0.0	7.37	34.52	0.0	0.17	0.0	0.0	0.0	217.28	46.42	84.96	0.56	59.2	0.0	42.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.39	6.1	59.13	3.22	14.77	86.65	0.0	0.0	0.82	1.33	1.17	3.68	0.59	12.16	0.1	0.14	0.0	56.92	526.54	0.0	0.0	0.15	0.0	0.0	0.2	0.21	2.41	0.0	0.0	0.0	0.24	0.0	0.0	3.96	0.24	1.35	1.48	30.74	0.15	89.06	100.67	99.37
Fam82a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.38	0.0	7.26	0.13	0.0	0.0	0.33	1358.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41	0.04	50.16	7.06	5.77	7.69
Fat4	33.59	0.16	0.0	0.36	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.37	0.99	0.0	0.0	0.0	0.0	0.46	0.0	0.0	2.68	0.0	0.0	73.63	0.29	1.68	0.0	0.17	3.94	1.03	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.44	0.0	0.06	0.0	0.0	225.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	4.5	3.45	4.21
Fbxw5	221.4	0.0	0.0	0.0	89.94	0.0	66.11	0.0	0.0	0.0	91.37	10.04	130.72	0.0	0.2	0.0	0.0	36.8	0.0	129.69	24.34	0.0	4.12	0.0	289.68	0.0	0.0	0.0	0.0	0.0	186.62	0.0	490.12	5.43	0.41	1.45	3.23	0.0	123.89	0.0	0.0	0.47	0.0	0.0	292.9	0.0	0.0	0.0	79.82	52.31	28.74	0.51	0.41	0.0	0.13	1013.99	0.0	582.12	0.0	0.0	38.94	0.2	79.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.24	0.67	83.88	173.26	57.35	80.62	85.26	86.89
Fgfr1op2	337.67	10.34	0.0	0.0	104.02	0.0	0.0	0.0	0.0	0.0	0.0	11.25	2.97	0.0	0.0	0.0	57.69	0.0	0.0	27.49	0.0	139.03	0.0	0.0	118.14	55.95	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.5	147.46	147.65	30.38	0.0	178.41	70.12	0.06	36.77	156.72	222.89	24.35	0.22	221.13	0.24	86.03	28.85	45.66	0.22	0.11	0.0	0.1	1033.2	0.0	169.19	0.0	0.0	0.0	0.17	85.3	0.0	0.0	0.0	0.0	0.0	0.0	115.25	0.0	2.15	0.18	59.46	62.38	27.28	100.83	95.67	92.32
Fip1l1	158.65	0.0	0.0	0.0	0.9	0.0	26.54	0.0	0.0	0.0	0.63	0.02	49.81	0.0	0.0	0.0	0.0	0.0	56.28	0.0	0.13	0.0	0.0	0.0	0.0	172.38	0.0	0.0	0.0	0.0	0.0	0.0	391.58	0.0	0.0	0.0	0.19	0.0	0.0	3.5	0.05	0.0	24.9	0.0	8.67	0.0	0.0	0.0	28.92	29.66	9.22	0.0	0.11	0.0	192.25	614.79	0.25	0.0	86.69	0.0	774.78	231.2	0.11	0.0	7.03	37.48	0.0	0.0	0.0	0.0	0.0	155.14	0.13	7.61	15.69	0.42	42.16	37.99	41.82
Fubp3	24.2	74.66	0.0	122.77	34.97	178.92	188.17	0.0	0.0	105.6	12.01	21.49	20.83	112.4	0.0	0.0	0.0	0.0	0.0	78.58	47.75	0.0	27.88	0.0	0.0	0.13	0.0	0.0	0.0	0.0	90.85	0.0	104.69	68.21	16.34	0.0	3.37	24.28	0.0	30.87	106.35	2.21	129.66	0.0	52.05	0.0	137.94	18.45	37.32	33.07	62.85	0.0	0.09	0.0	20.53	682.92	104.73	67.14	0.0	0.18	222.05	82.01	0.13	68.2	40.29	0.0	0.0	0.0	77.68	0.0	0.0	0.0	0.14	23.33	4.63	0.05	25.78	26.76	27.35
Gabra2	1.17	0.24	0.0	47.02	0.27	0.0	0.3	0.0	0.67	0.14	0.52	80.87	258.21	0.24	0.21	0.11	0.0	0.69	212.02	0.15	0.29	10.94	0.4	0.32	0.43	0.76	0.0	0.71	1.18	0.0	125.17	0.0	0.16	0.2	186.83	0.3	120.76	0.15	0.15	64.25	0.23	175.82	0.0	0.22	0.22	1.23	0.07	0.23	102.13	169.9	23.37	0.37	0.28	0.18	0.78	1340.72	0.0	0.69	0.15	0.17	0.0	0.2	0.35	0.24	0.51	0.0	0.0	0.38	0.0	0.0	0.0	0.3	0.15	16.1	33.68	0.25	32.89	21.54	34.82
Galnt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0	0.35	0.13	0.0	0.0	82.38	358.96	0.0	0.0	0.0	0.18	19.45	0.0	0.0	0.0	34.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	1.23	1.35
Gcfc1	0.15	67.68	28.77	76.44	27.24	0.0	0.0	0.0	174.39	0.0	89.11	0.14	84.01	30.68	0.12	112.56	0.0	0.0	0.0	157.48	101.07	0.0	6.32	3.83	0.0	0.0	0.0	0.0	0.0	0.0	25.73	0.0	0.0	0.0	39.23	68.99	36.35	20.66	0.0	24.28	0.0	14.11	0.17	0.0	214.72	0.0	25.37	87.61	22.72	72.35	65.67	0.62	0.25	0.0	214.79	924.52	0.0	0.0	0.0	324.36	0.0	0.0	66.88	0.15	15.06	0.0	0.0	0.16	0.0	4.21	0.0	0.15	0.18	39.8	35.55	9.29	36.23	32.35	37.67
Gm128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.06	0.28
Gm13306	0.0	0.0	0.0	0.0	4.38	0.0	0.0	0.0	0.0	0.0	107.45	6.93	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	19.92	0.0	0.0	0.0	0.0	0.0	12.08	0.0	0.0	0.0	0.0	0.0	0.0	3.43	6.85	0.77	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.43	25.58	0.47	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.52	2.83	27.11	30.63	28.29	22.96
Gm14430	0.0	7.86	0.0	0.26	1.66	0.0	0.0	0.0	0.0	0.0	13.87	10.69	0.0	0.07	1.53	0.0	0.0	0.0	0.13	0.0	0.0	15.78	56.93	1.31	2.67	0.0	0.0	0.0	0.12	0.03	11.98	0.0	0.0	0.0	0.27	0.19	0.37	0.0	0.0	6.27	0.0	2.37	27.71	0.0	0.0	0.0	0.23	6.42	13.7	22.98	6.69	0.0	0.04	61.94	0.72	0.0	0.03	0.0	0.12	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.41	0.0	0.14	0.0	0.0	3.47	5.97	6.2	0.0	7.67	5.07	7.49
Gm14434	0.0	7.86	0.0	0.26	1.66	0.0	0.0	0.0	0.0	0.0	13.87	10.69	0.0	0.07	1.53	0.0	0.0	0.0	0.13	0.0	0.0	15.78	56.93	1.31	2.67	0.0	0.0	0.0	0.12	0.03	11.98	0.0	0.0	0.0	0.27	0.19	0.37	0.0	0.0	6.27	0.0	2.37	27.71	0.0	0.0	0.0	0.23	6.42	13.7	22.98	6.69	0.0	0.04	61.94	0.72	0.0	0.03	0.0	0.12	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.41	0.0	0.14	0.0	0.0	3.47	5.97	6.2	0.0	7.67	5.07	7.49
Gm2506	0.0	0.0	0.0	0.0	4.38	0.0	0.0	0.0	0.0	0.0	107.45	6.93	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	19.92	0.0	0.0	0.0	0.0	0.0	12.08	0.0	0.0	0.0	0.0	0.0	0.0	3.43	6.85	0.77	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.43	25.58	0.47	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.52	2.83	27.11	30.63	28.29	22.96
Gm4724	0.0	7.86	0.0	0.26	1.66	0.0	0.0	0.0	0.0	0.0	13.87	10.69	0.0	0.07	1.53	0.0	0.0	0.0	0.13	0.0	0.0	15.78	56.93	1.31	2.67	0.0	0.0	0.0	0.12	0.03	11.98	0.0	0.0	0.0	0.27	0.19	0.37	0.0	0.0	6.27	0.0	2.37	27.71	0.0	0.0	0.0	0.23	6.42	13.7	22.98	6.69	0.0	0.04	61.94	0.72	0.0	0.03	0.0	0.12	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.41	0.0	0.14	0.0	0.0	3.47	5.97	6.2	0.0	7.67	5.07	7.49
Hdac1	0.1	0.0	9.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	23.42	0.0	0.0	9.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	140.82	0.0	620.32	0.0	0.0	0.0	42.2	361.22	0.0	173.39	7.69	174.33	0.0	4.2	55.64	0.0	10.7	540.99	0.0	0.0	1.6	0.0	36.02	0.0	0.0	22.12	0.12	0.33	0.0	664.8	1316.26	0.0	77.3	0.0	0.0	1.98	0.0	126.02	619.32	0.0	0.0	0.0	0.0	490.09	0.0	0.0	0.0	0.0	35.04	65.99	3.71	32.01	35.32	30.19
Hsd3b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.71	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	73.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.23	0.3
Ift172	0.0	0.0	0.0	3.49	1.56	0.0	0.0	0.0	0.0	0.0	42.47	37.05	6.69	0.0	0.0	0.0	0.0	63.3	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.35	3.57	0.0	0.0	0.0	0.17	8.62	3.55	0.38	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	4.16	0.0	45.53	0.0	14.22	0.09	0.06	0.0	0.0	197.23	0.05	0.0	0.0	0.0	0.14	0.09	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.21	0.0	0.0	6.3	49.52	0.03	36.37	33.52	36.9
Iqce	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.84	0.01	5.58	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	28.97	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.15	0.0	0.0	11.25	0.0	0.0	0.0	12.56	0.0	0.0	27.56	6.42	0.32	0.07	0.0	0.54	521.89	0.0	0.1	0.0	0.0	0.18	0.0	5.36	0.13	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	0.05	0.44	17.59	18.54	18.74
Kif7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.71	0.0	0.0	0.0	0.0	14.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	10.84	36.06	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	15.09	0.0	0.0	0.0	0.0	0.56	0.0	4.48	0.0	0.98	0.0	0.0	1.92	2.02	2.53
Krcc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.31	130.18	0.0	0.0	0.0	234.8	0.0	4.06	0.0	20.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	360.54	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	21.2	0.75	0.0	107.04	0.0	154.06	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.17	817.81	79.39	207.75	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	17.45	15.68	17.78
Lhfpl4	26.29	1.89	3.74	3.15	3.19	0.95	1.18	0.94	0.36	1.24	2.97	2.74	19.08	0.72	0.28	4.48	0.24	2.0	58.02	0.19	5.01	0.04	3.7	0.58	0.65	1.5	0.51	0.55	1.0	0.73	2.65	0.0	0.4	0.4	0.86	0.61	17.03	0.64	91.1	38.1	0.43	5.56	51.03	0.25	0.24	11.83	5.15	1.55	6.49	1.9	6.91	1.32	1.31	1.01	218.84	602.35	0.34	58.12	1.81	1.2	3.67	1.31	82.35	9.37	6.8	0.14	0.0	0.87	0.09	2.43	2.44	1.8	1.03	6.24	5.02	0.65	70.47	72.39	74.47
Lrch1	0.0	0.0	0.0	13.73	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.01	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.05	0.21	0.0	0.06	441.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.13	0.0	0.0	9.83	20.02	0.0	4.28	0.01	0.0	9.59	8.87	9.4
Man1a2	12.89	25.56	61.51	0.0	65.47	2.26	0.0	0.0	0.0	0.0	9.45	48.04	33.58	166.56	118.61	0.0	16.03	13.59	0.06	0.21	59.89	87.99	1.48	226.74	0.0	125.65	0.0	0.15	0.0	2.19	0.11	14.97	23.58	0.0	0.03	9.2	5.79	40.98	63.71	0.0	0.0	0.08	71.51	0.0	0.0	1.16	4.98	0.0	35.13	24.4	19.07	0.12	0.24	3.59	0.0	802.2	0.0	0.0	6.54	39.52	25.17	4.11	5.04	0.0	12.12	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.13	7.18	2.63	5.48	59.13	50.4	56.69
Med18	0.81	4.06	7.52	0.59	0.0	0.0	0.93	0.0	0.0	25.19	4.13	0.15	6.77	0.0	0.63	0.0	3.02	0.28	0.32	0.29	0.27	0.13	2.13	0.0	0.0	1.45	0.0	493.56	7.55	90.22	0.0	0.0	14.7	0.12	61.61	0.0	0.56	0.41	1.53	0.0	0.1	1.69	0.39	0.0	0.63	3.94	1.17	2.39	1.38	4.47	8.04	0.43	0.0	0.48	1.43	866.48	1.5	0.0	1.03	5.68	0.0	0.28	0.2	0.68	0.0	0.0	0.0	4.73	0.0	0.27	19.03	0.33	281.45	4.72	0.06	0.0	3.22	4.5	4.11
Metrnl	0.65	1.8	0.73	1.01	0.11	0.0	0.68	0.0	1.18	0.0	1.05	0.35	37.17	0.04	0.76	0.2	0.71	0.25	1.2	0.0	0.76	0.51	2.29	0.0	0.43	1.55	0.92	0.59	0.27	0.13	0.86	0.0	0.0	0.0	0.38	0.88	0.0	0.21	0.29	0.0	0.75	0.31	0.11	0.0	0.4	0.25	1.64	0.28	0.0	0.43	8.36	0.57	0.4	0.73	7.84	481.45	0.21	0.0	0.88	2.07	0.64	0.2	2.06	0.0	0.9	0.0	0.0	0.49	0.16	1.06	1.57	0.34	0.76	3.27	0.07	0.03	6.05	5.43	5.13
Mettl11a	0.16	0.0	175.15	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.37	110.83	0.0	0.0	0.0	0.0	0.0	6.16	128.58	0.0	0.19	168.1	0.0	131.72	0.0	0.0	0.0	0.0	0.0	124.76	0.0	0.0	0.0	0.0	0.0	40.4	0.0	163.44	53.98	442.13	106.19	205.9	0.0	7.05	0.0	0.0	177.4	21.9	0.0	63.15	0.0	0.27	0.0	0.0	1239.4	0.0	700.03	0.0	0.0	0.65	144.36	0.55	0.48	0.0	0.0	516.39	0.0	0.0	0.0	0.0	0.0	0.44	97.63	16.54	87.83	31.18	34.27	35.59
Miat	0.89	26.64	64.49	26.24	19.12	0.0	0.0	0.0	0.0	0.0	3.21	56.02	41.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.91	14.19	0.1	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.9	0.0	2.64	0.11	0.05	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	6.69	21.34	9.53	37.76	0.05	0.11	0.0	0.1	283.61	0.0	0.0	0.0	0.0	107.01	0.05	25.11	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	23.69	0.0	8.32	49.57	31.1	196.73	185.46	213.96
Mier3	251.57	118.34	0.0	40.73	0.0	0.0	0.0	0.12	0.0	571.97	86.61	222.34	268.94	0.0	0.0	0.0	341.18	0.0	377.25	0.0	81.52	0.0	216.12	279.9	0.0	262.98	0.0	0.23	1.59	0.0	134.02	0.0	0.0	137.49	3.7	138.38	30.17	1.48	11.3	16.94	0.0	52.66	89.4	0.0	0.0	0.0	0.0	92.45	0.13	0.05	92.24	0.22	11.16	0.0	648.19	740.3	0.42	0.16	0.26	272.43	0.15	103.67	126.07	0.0	0.0	184.51	0.0	0.0	0.0	0.08	0.4	122.96	120.78	71.65	30.61	0.03	12.32	10.87	11.71
