	Calb2_tdTpositive_cell_48	Calb2_tdTpositive_cell_53	Chat_tdTpositive_cell_1	Chrna2_tdTpositive_cell_4	Ctgf_tdTpositive_cell_18	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_3	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_11	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_16	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_1	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Nos1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_21	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_45	PvalbF.Gad2_tdTpositive_cell_33	Rbp4_tdTpositive_cell_81	Rbp4_tdTpositive_cell_115	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm16523	0.54	0.4	0.31	0.13	17.86	0.1	0.2	0.0	0.31	11.33	0.1	0.96	0.51	0.0	0.82	0.34	0.15	0.06	0.44	0.0	0.21	0.0	0.27	0.37	0.41	0.42	1.74	0.82	0.14	0.69	0.13	17.56	29.63	0.25	0.36	0.73	0.94	0.17	0.0	565.6	0.77	0.53	0.12	1.5	0.32	0.04	0.22	0.51	0.25	17.75	0.17	0.24	0.18	0.0	0.0	1.16	0.31	0.17	0.0	0.38	4.07	8.34	3.22	0.0	6.7	4.75	0.06	4.67	6.66	1.32	4.16	3.2	0.07	0.11	0.1
Gm2002	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.21	1.13	2.82	5.81	2.35	3.62	0.0	0.41	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	146.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	86.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	0.0	11.59	100.24	5.36	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.11	0.0	0.0	9.5	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.03	114.56	132.22	177.66	125.27	74.98	103.08	54.7	62.2	61.27	76.52	71.98	30.63	28.29	22.96
Gm2897	0.0	0.0	0.0	87.98	3.29	0.0	0.0	10.01	121.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12	0.7	1.93	5.5	58.97	0.0	0.0	43.68	476.91	7.33	0.0	0.0	32.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96	0.0	27.99	10.49	0.0	22.53	67.99	0.26	0.0	1.25	3.02	0.57	7.25	4.87	1.3	5.39	3.33	0.54	1.93	9.06	8.36	10.84
Gm3264	0.0	0.0	0.0	16.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.34	7.76	576.45	0.0	0.0	0.0	1344.32	0.0	0.0	0.0	0.0	0.0	0.75	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.85	349.0	0.0	594.66	655.79	0.0	0.0	0.0	0.0	11.4	27.77	8.23	0.0	6.09	4.39	2.27	0.0	6.91	3.53	4.07
Gm5796	0.0	0.0	0.0	28.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.88	0.0	0.0	0.0	0.0	0.0	0.0	11.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.95	0.0	0.89	4.57	19.42	0.0	0.0	0.0	466.35	52.49	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	158.01	0.0	51.04	152.17	1.73	0.0	68.46	0.0	0.0	0.0	0.82	0.68	1.89	1.96	2.78	3.89	1.19	0.0	0.0	0.85	0.98	3.45
Gm6329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
Gng10	0.0	0.0	0.0	230.6	250.92	0.0	563.32	0.0	1633.43	0.0	0.0	1.25	1102.47	0.0	0.0	0.0	0.0	0.0	35.12	11.11	76.65	634.16	0.0	0.0	469.06	0.0	0.0	822.71	1779.68	501.9	0.56	65.95	95.38	0.0	163.03	0.0	0.0	0.0	1597.0	2654.82	2012.67	1576.18	27.58	553.99	0.0	0.0	567.43	0.0	0.24	0.68	0.26	0.0	452.04	253.86	0.0	387.47	1273.07	704.61	575.8	55.73	150.27	218.21	184.56	240.83	229.92	135.54	112.17	173.9	204.16	141.57	103.05	146.88	66.87	72.96	73.76
Grwd1	0.0	0.0	0.0	0.0	66.62	0.0	0.0	0.0	0.0	39.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.8	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	15.66	0.0	0.0	0.0	0.0	561.05	0.37	0.0	0.0	0.0	0.0	0.0	0.22	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.81	0.0	0.0	0.0	12.25	45.99	41.75	18.16	38.2	39.01	16.45	24.93	18.35	43.4	33.06	19.72	17.54	17.82	16.54
Hapln2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.42	0.0	0.0	2.1	0.0	0.33	0.06	0.0	0.0	0.0	0.2	0.0	0.0	0.35	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.51	18.9	20.68
Hist1h2ao	0.0	0.0	5.27	1.37	11.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	1.33	0.0	8.38	0.0	16.93	0.0	0.0	99.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	2.58	2.99	0.0	0.0	2.32	0.0	0.0	0.0	2.57	2.81	0.0	0.0	0.0
Homez	0.12	0.0	1.77	1.04	0.46	2.67	0.47	0.07	2.98	0.07	0.73	2.6	0.08	0.0	1.11	1.4	3.34	0.7	1.38	0.38	2.19	0.81	1.16	6.26	2.55	0.41	0.89	0.08	0.96	0.0	1.5	12.81	0.54	0.82	7.49	3.71	0.63	0.47	0.22	338.7	0.58	1.26	0.31	0.53	2.39	0.83	0.88	1.35	0.34	2.98	0.41	3.03	0.88	118.78	0.13	0.14	3.1	2.26	1.52	0.22	6.53	3.39	0.59	0.66	1.16	0.86	0.39	0.71	6.38	2.12	0.33	2.49	7.39	7.26	6.69
Htra3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.89	0.0	0.0	0.0	0.0	2.17	0.0	0.12	0.0	0.0	94.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	4.25	3.19
Hyi	0.0	0.0	0.0	29.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.24	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	768.63	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	5.01	0.0	0.0	2.23	0.0	1.3	13.37	11.03	13.15
Igfbpl1	0.0	0.17	0.0	0.0	0.0	0.0	0.16	0.17	0.0	0.0	0.09	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	1.32	0.0	0.65	0.0	0.0	0.31	0.25	0.0	0.07	0.0	0.0	0.0	0.49	0.0	0.0	0.57	0.0	0.0	0.0	0.0	1.34	0.13	0.12	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	2.08	2.24
Il11ra2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.21	1.13	2.82	5.81	2.35	3.62	0.0	0.41	1.27	4.28	1.89	1.73	1.86	1.4
Il1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831.71	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08	0.0	41.43	1512.16	41.27	0.0	655.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.57	730.98	38.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.83	0.0	0.0	0.0	1.95	0.64	0.34	1.24
Irgm1	10.19	6.74	1.88	37.81	1.66	0.0	2.38	8.41	4.01	0.0	15.57	0.35	30.66	3.38	15.49	0.28	3.47	9.67	7.1	25.09	119.98	3.61	0.65	40.29	440.88	0.22	15.52	1.08	3.44	1.97	1.25	0.36	0.8	0.6	10.09	24.57	1.02	7.61	5.81	612.89	17.7	15.84	23.48	26.14	7.04	0.51	1.46	0.84	5.92	2.28	0.77	15.63	0.0	5.13	0.0	11.97	0.98	2.14	1.59	3.58	60.79	29.16	42.88	33.62	13.72	10.28	27.37	40.77	25.83	25.35	28.06	22.47	11.38	9.5	9.22
Isyna1	0.0	0.0	0.0	57.73	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	53.83	0.0	4.98	0.0	0.0	0.0	0.66	117.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.0	4.64	0.0	1.1	9.65	1.22	0.66	2.84	4.01	42.7	49.4	42.19
Itch	0.0	15.54	27.25	32.14	2.57	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	60.69	0.05	0.0	1.77	0.0	0.0	0.0	51.51	0.18	0.08	52.0	9.14	0.0	0.0	0.0	73.78	0.12	0.0	11.02	0.37	0.06	0.0	0.0	621.88	0.07	0.13	0.0	0.0	0.0	32.56	61.09	3.76	0.14	25.87	0.05	0.0	27.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.79	13.52	34.96	8.47	6.93	12.18	13.87	12.21	15.82	19.66	16.24	16.66	35.41	32.79	34.93
Kcna4	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06	0.0	0.0	0.07	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	5.93	11.29	2.14	4.08	0.25	8.86	8.92	7.42	1.16	5.91	4.12	16.2	14.71	15.3
Kcnb1	0.0	0.0	0.0	16.16	38.58	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.05	0.0	0.01	0.0	11.83	17.47	0.0	0.0	0.17	0.0	0.0	0.05	0.0	0.0	0.0	0.0	2.43	56.44	8.63	21.99	0.0	0.1	0.0	138.04	0.17	0.09	0.06	0.0	0.0	0.04	0.12	0.04	0.02	0.08	0.16	0.03	0.06	0.11	0.04	0.0	0.0	0.0	0.0	0.0	0.56	23.6	19.45	20.7	25.33	21.57	34.81	33.33	23.58	19.64	17.53	22.2	17.91	80.83	75.26	86.16
Khdrbs3	0.0	0.0	1.64	0.68	310.4	0.0	0.0	0.0	38.61	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.15	0.0	89.58	273.81	0.44	0.0	0.0	0.0	0.0	0.0	0.0	38.35	0.47	0.32	21.45	121.61	112.92	156.81	1.45	0.34	0.0	0.64	683.21	0.19	0.0	0.0	0.0	0.0	0.75	0.66	0.09	0.41	0.59	0.15	1.92	0.87	94.89	0.0	0.0	0.0	0.0	0.0	0.0	139.38	183.35	117.12	172.55	125.44	137.32	218.85	189.88	204.38	156.3	143.81	159.28	170.44	167.93	173.76
Kif21b	73.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.27	0.0	0.0	0.0	51.26	0.0	0.0	0.0	0.0	0.37	0.0	0.0	22.63	0.45	23.31	0.0	0.0	0.0	15.3	0.0	0.0	0.0	0.0	0.08	0.13	0.0	1.62	36.47	0.07	30.99	0.13	142.82	0.04	77.57	2.88	1.29	0.0	0.04	0.0	0.02	0.03	0.04	0.0	0.0	0.04	0.0	13.26	0.11	0.0	0.0	0.0	0.55	2.34	2.32	0.0	1.37	1.6	0.32	2.23	4.12	2.64	0.64	3.64	2.21	40.2	40.19	42.39
Klf6	0.14	0.0	101.17	0.0	85.82	0.0	0.0	0.11	341.12	364.67	0.0	0.0	0.0	0.28	0.46	0.0	0.0	0.07	0.0	31.77	34.47	0.78	340.67	0.89	1.13	76.49	0.14	0.0	0.48	0.0	0.0	0.0	3.21	92.53	23.53	467.66	0.88	0.0	0.57	3613.31	4.05	1.24	245.48	0.28	1.75	0.25	421.85	0.76	1.69	2.76	103.08	160.26	1.77	0.0	0.0	222.76	0.0	0.28	174.36	288.86	48.44	36.98	50.52	37.08	44.04	46.87	41.85	62.43	68.19	31.8	31.02	34.13	28.99	28.87	33.09
Klhl21	0.0	0.11	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.55	0.0	0.0	0.0	0.0	0.43	0.0	0.62	0.0	0.99	0.0	0.25	0.77	0.0	0.0	1.15	0.0	0.1	0.16	122.69	0.16	0.04	0.28	0.13	0.0	17.0	0.09	0.36	0.0	0.0	1.8	0.4	0.0	0.08	0.15	0.0	0.0	0.49	0.0	0.15	0.0	0.0	0.14	0.0	0.15	0.0	6.43	0.09	1.27	5.23	0.09	0.0	5.81	2.96	12.78	2.29	0.57	4.61	15.22	15.42	12.53
Klhl6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	624.59	82.85	664.06	363.13	0.0	207.94	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.12	2.67
Kti12	0.0	0.0	0.0	7.11	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.38	0.0	0.23	0.0	0.0	6.09	0.0	0.0	0.0	0.0	286.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.45	0.23	16.21	19.5	17.33
Lpar3	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.36	0.0	1.44	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.26	0.46
Lsm6	8.98	8.62	11.51	73.03	68.84	4.61	5.15	3.03	2.47	1.17	1.28	2.65	6.54	405.38	22.24	3.65	16.55	0.98	11.35	143.48	20.07	18.75	38.4	22.3	9.94	3.38	2.71	2.12	119.77	4.81	32.41	14.9	10.87	6.96	34.67	1.81	15.87	6.62	9.03	721.37	7.96	6.57	56.11	21.76	32.27	61.13	19.81	42.88	7.59	3.6	1.66	1.8	3.12	195.55	526.47	0.56	16.99	119.49	0.83	375.81	53.44	40.1	72.33	38.97	52.21	46.46	34.75	82.47	36.95	47.07	43.59	39.84	20.4	19.91	21.27
Madd	0.0	0.0	0.21	12.9	36.6	0.16	0.0	0.0	0.9	0.0	0.11	0.23	0.0	0.42	0.0	0.31	0.4	0.0	0.0	2.37	124.48	0.0	0.09	1.03	0.0	0.0	0.0	0.38	0.0	0.27	0.06	19.73	7.59	21.62	19.22	0.37	0.1	9.4	0.21	199.14	0.1	0.12	0.03	9.11	0.0	0.06	1.46	0.13	0.27	0.1	0.05	0.0	0.0	0.43	0.69	0.08	0.0	0.0	6.52	0.0	20.04	20.46	34.49	35.95	26.24	34.69	58.35	31.51	36.02	27.52	35.5	31.56	113.32	109.49	109.17
Mapk14	0.0	301.61	0.19	0.0	14.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.4	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.13	0.0	316.62	0.0	0.0	0.0	0.0	1.18	0.0	19.11	302.51	0.2	14.43	0.0	938.11	0.0	485.48	0.35	0.0	48.73	0.11	0.0	105.72	0.0	0.12	0.0	0.23	0.26	0.0	0.0	0.0	0.86	0.0	0.0	198.62	26.52	15.8	34.8	44.94	14.33	44.35	26.1	27.12	11.9	15.68	21.14	17.37	80.37	80.8	75.14
Mapk8ip2	0.17	0.0	0.0	18.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.29	55.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	6.94	60.26	3.54	10.19	0.0	0.0	0.0	0.0	0.36	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	10.28	4.63	9.79	10.27	14.72	13.75	19.6	17.12	18.39	15.1	12.48	17.68	190.79	206.07	202.05
Mbip	0.0	0.0	0.0	6.05	57.41	0.0	0.3	0.0	331.39	0.0	0.0	0.0	47.35	0.0	216.83	0.0	0.0	0.0	0.0	10.75	58.43	207.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.42	62.32	84.2	53.67	0.0	524.77	0.0	0.0	541.35	0.0	250.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.27	0.19	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.99	17.89	42.03	46.98	55.66	56.31	18.6	24.74	58.17	52.38	43.35	55.78	26.66	22.67	26.3
Mbtps2	0.15	24.63	0.0	19.63	0.1	0.0	2.28	0.0	0.28	0.98	0.0	0.61	52.31	0.0	0.0	0.38	0.28	0.71	0.0	0.04	78.2	46.55	0.0	1.39	0.21	0.0	0.48	0.09	0.0	0.0	0.86	0.06	0.13	0.12	10.02	0.0	0.22	0.0	0.0	505.05	0.0	0.0	0.08	0.28	0.14	0.1	0.17	1.1	0.1	0.07	0.3	1.01	0.42	0.0	0.0	0.0	0.45	0.0	0.0	60.88	9.09	0.8	3.8	8.85	7.9	20.37	20.33	2.4	11.67	7.27	11.01	8.25	18.29	17.06	17.71
Mcpt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mfhas1	0.0	0.0	0.0	2.17	2.32	21.04	0.07	0.0	0.0	110.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.21	3.48	0.0	0.0	0.0	0.0	0.0	0.06	45.77	1.66	0.0	0.0	0.0	0.0	3.34	24.41	3.91	0.0	0.0	0.0	0.0	103.93	0.05	0.0	0.0	0.0	0.0	0.05	11.46	0.0	0.08	0.0	0.0	0.11	58.54	0.0	0.0	0.0	0.0	0.09	0.0	0.0	3.09	4.3	10.11	8.29	4.69	9.75	5.39	1.06	1.67	5.43	5.15	5.25	20.47	19.59	19.15
Mkrn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	1.46	2.0
Msmb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ncf2	0.0	0.0	0.0	0.0	0.0	0.1	0.24	0.0	128.12	0.23	497.18	0.0	6.34	0.0	0.0	0.0	0.0	0.0	0.19	0.08	0.0	0.0	0.0	0.89	0.67	0.0	0.0	0.06	0.0	0.0	0.61	0.0	0.0	0.0	1.4	53.84	0.0	0.0	0.0	1045.73	0.82	352.98	23.92	0.0	0.0	0.0	0.16	0.0	0.0	0.11	0.11	0.08	259.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	2.9	3.07	6.42	0.0	0.0	2.33	2.49	4.3	1.66	1.9	0.13	3.01	3.87	3.24
Nfya	0.17	0.0	0.0	0.0	6.83	0.0	0.0	0.0	0.38	0.0	0.0	0.0	25.28	0.0	0.0	0.0	0.19	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.49	0.0	21.01	0.0	0.0	0.29	0.0	0.0	0.0	0.0	40.01	0.0	0.0	0.0	0.0	1.15	0.1	0.0	0.0	0.0	0.1	0.0	0.29	13.96	1.09	20.42	0.0	0.0	0.67	0.0	58.88	2.92	0.2	2.48	2.76	1.28	2.8	2.15	2.2	1.02	2.54	2.93	3.15	16.66	14.68	18.19
