	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_43	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_62	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_7	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_11	Gad2_tdTpositive_cell_24	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_75	Htr3a_tdTpositive_cell_85	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_10	Nkx2.1_tdTpositive_cell_9	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_33	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_14	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_30	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_60	Pvalb_tdTpositive_cell_68	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_7	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_18	PvalbF.Gad2_tdTpositive_cell_19	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_24	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_83	PvalbF.Gad2_tdTpositive_cell_84	PvalbF.Gad2_tdTpositive_cell_85	PvalbF.Gad2_tdTpositive_cell_87	Rbp4_tdTpositive_cell_51	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_21	Sst_tdTpositive_cell_56
Dnajc18	0.0	28.34	76.2	112.02	310.71	0.54	0.03	3.39	289.21	0.2	311.98	237.29	360.87	0.25	250.23	0.78	145.08	189.32	175.31	34.07	1.78	0.46	212.84	231.25	161.34	235.11	222.88	227.02	239.58	240.18	109.84	124.79	303.49	213.87	215.21	333.77	81.64	164.71	214.48	0.59	165.29	345.78	170.71	30.01	111.97	217.08	286.84	301.16	204.62	190.29	189.03	287.69	135.16	187.97	167.1	270.39	273.68	247.71	306.7	154.49	154.15	15.97	146.97	93.96	31.24	111.01	168.31	82.13	100.01	92.01	277.73	325.52	304.32	191.06	201.97	111.93	228.06	276.35	261.51	57.12	308.07	190.7	277.6	215.18	284.73	226.26	119.07	0.94	0.07	0.44	0.72	0.51	0.0	84.54
Dvl3	11.04	1.38	0.0	13.45	81.14	0.0	0.0	0.0	112.57	0.0	63.24	80.13	93.59	142.9	0.0	253.98	29.28	52.18	42.68	16.24	0.0	104.51	35.88	61.14	31.82	36.19	54.42	76.05	53.77	82.36	51.39	91.11	74.53	126.57	68.55	104.37	99.06	75.14	55.32	89.2	59.53	84.71	44.99	100.57	75.74	47.49	78.76	52.92	58.4	65.87	122.27	79.29	90.41	109.34	41.86	125.69	68.76	81.15	93.38	15.19	41.0	48.93	80.44	46.43	0.11	83.7	92.13	19.74	20.47	36.51	33.99	99.83	95.08	43.36	43.12	78.36	57.31	108.96	92.95	77.4	137.15	54.4	86.91	145.64	107.91	38.05	28.1	0.0	0.0	0.12	295.02	182.57	0.0	57.59
Efha2	142.04	123.58	374.5	148.33	505.54	0.14	177.68	0.0	484.15	0.15	490.88	447.5	395.42	440.44	75.37	0.0	352.55	599.42	524.55	73.03	46.05	1.28	502.81	650.09	264.63	306.6	393.93	803.32	595.55	609.95	625.13	650.17	525.41	518.07	600.29	590.4	580.46	556.14	589.0	345.78	466.37	547.33	414.86	241.08	338.27	362.22	322.92	584.42	208.83	228.15	660.21	560.1	440.2	269.24	391.73	486.09	372.21	420.81	538.18	438.79	241.57	313.94	414.27	493.62	480.07	373.04	474.24	614.17	453.18	534.2	474.05	348.9	764.31	384.88	532.35	551.06	341.95	363.56	556.2	507.75	539.59	622.05	562.31	285.23	480.05	544.51	530.89	0.21	0.0	360.88	240.08	0.0	0.0	448.21
Eif2s2	25.84	35.37	53.12	119.29	138.39	33.13	7.29	37.02	175.73	71.29	130.95	101.38	188.21	215.0	0.11	358.16	175.36	108.63	137.94	44.83	215.98	49.61	166.88	150.92	173.98	128.41	100.37	415.07	145.1	218.42	184.0	51.19	136.08	111.62	111.14	306.83	149.56	190.12	111.08	208.22	158.52	140.2	53.15	202.94	114.16	118.94	178.09	119.67	62.43	159.06	174.3	195.96	134.16	242.74	103.9	123.44	132.45	96.29	134.53	76.63	163.48	111.43	29.53	116.14	262.2	261.06	82.42	201.07	89.8	123.43	72.51	84.48	169.3	143.29	119.77	159.33	162.19	181.62	118.37	72.82	147.31	161.06	106.64	170.21	87.33	146.46	188.94	30.16	0.0	67.12	44.2	83.5	0.0	272.09
Elovl6	0.0	0.06	0.0	0.03	83.73	0.08	0.18	0.23	1.36	0.08	11.22	55.42	43.29	0.26	0.03	0.08	1.09	34.5	48.85	0.04	0.15	0.1	31.12	30.49	27.77	12.07	62.11	35.74	58.21	45.02	46.58	27.66	68.2	88.06	60.81	14.36	16.44	30.09	61.07	31.92	74.3	32.61	22.94	0.0	83.69	18.49	29.28	59.07	55.4	2.61	20.04	15.8	15.84	0.37	16.62	45.62	23.32	61.9	61.36	66.69	26.17	80.08	46.05	100.54	43.27	20.56	51.37	56.12	36.34	11.49	0.0	83.55	36.72	7.25	29.23	55.35	76.31	20.08	9.35	129.81	78.33	81.98	75.83	15.16	9.62	58.24	12.52	0.0	0.0	0.2	0.19	0.0	0.09	55.31
Enpp5	588.53	93.55	661.28	431.21	405.05	0.0	0.0	0.0	359.89	0.0	505.44	421.73	331.97	275.58	0.0	0.0	633.5	392.12	532.34	234.5	0.36	1.71	255.49	489.63	174.88	281.54	420.55	425.56	732.48	277.87	382.64	433.98	574.8	339.14	443.16	158.89	679.79	347.09	377.08	321.62	322.32	344.18	295.99	665.43	239.57	443.22	316.71	503.08	263.18	181.35	764.04	585.22	492.88	159.96	697.88	331.57	234.12	487.29	632.61	328.76	387.18	429.79	569.94	135.96	377.26	642.93	170.2	177.14	551.79	373.19	303.83	353.02	629.71	643.24	236.25	406.66	573.73	605.88	455.84	230.67	676.56	383.23	631.65	287.96	323.28	777.86	641.16	0.28	0.0	0.29	21.43	0.0	0.0	332.17
Farsb	0.0	72.27	296.99	0.58	95.17	0.0	0.0	0.0	78.62	0.0	6.58	15.58	191.92	20.0	0.0	0.0	206.0	45.28	64.52	0.0	0.84	0.85	97.89	98.23	209.12	23.9	132.55	190.1	245.02	43.55	0.62	272.98	105.9	173.35	149.02	148.66	24.77	38.63	52.39	0.36	40.69	191.28	170.55	382.75	67.02	214.01	63.03	172.07	62.57	65.65	50.72	191.67	119.81	312.8	122.98	84.94	281.73	11.33	84.29	70.38	218.08	62.01	121.73	0.0	77.06	53.95	0.0	60.97	107.07	35.39	68.12	59.06	114.27	128.23	69.53	35.22	150.82	0.0	26.29	105.52	137.7	212.38	42.93	197.74	171.45	80.53	186.97	0.0	0.0	0.5	0.17	0.0	0.0	123.91
Fgf18	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16	16.39	0.0	0.0	0.0	27.67	0.0	0.0	0.0	25.68	0.0	1.56	0.0	0.0	1.82	0.0	34.66	33.32	0.0	0.0	0.0	35.87	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.29	33.7	0.0	2.38	24.89	0.0	0.0	0.0	1.52	0.0	10.22	0.0	32.52	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fh1	0.0	85.81	313.9	8.98	366.26	0.0	244.59	0.0	160.14	0.0	107.61	525.22	333.7	574.61	0.0	0.0	316.65	392.84	389.87	108.88	29.28	79.58	235.46	186.95	316.3	158.72	367.73	1.92	252.03	172.65	206.29	177.5	280.09	340.46	380.36	301.36	177.24	438.06	227.25	363.62	368.96	149.64	376.63	245.17	146.71	397.61	138.65	258.8	235.97	230.8	208.63	212.09	487.83	336.23	435.26	455.71	360.72	248.72	322.75	271.5	261.3	36.87	264.41	205.34	555.86	477.1	203.87	192.68	388.3	140.18	211.42	303.62	187.66	242.3	240.04	271.16	412.45	160.05	193.2	189.7	106.41	275.07	189.43	516.24	184.07	74.58	264.85	0.42	0.0	0.0	77.76	0.0	0.0	275.84
Fundc2	345.56	246.05	228.38	173.82	155.7	0.0	0.29	180.42	141.27	0.42	86.25	43.2	232.62	365.17	245.98	0.0	164.52	138.15	161.96	20.07	3.93	1.59	103.26	284.74	112.27	64.2	77.94	130.05	196.04	7.58	149.49	212.04	156.96	99.42	165.53	21.45	150.9	83.8	53.56	54.78	134.29	161.02	110.55	46.72	333.56	144.68	293.49	171.74	43.36	49.94	166.95	76.39	91.24	94.26	123.75	136.25	123.44	131.47	122.68	99.0	45.13	119.72	134.23	124.99	169.29	86.79	105.35	185.96	94.44	18.62	57.97	61.72	126.06	17.15	137.51	27.44	96.23	202.95	90.99	113.8	264.07	106.72	124.53	132.94	150.52	48.84	52.21	10.52	0.17	1.09	1.29	6.96	1.6	88.84
G3bp2	0.0	61.55	71.02	282.39	246.99	198.1	193.2	263.89	153.15	0.12	281.14	258.39	247.64	123.06	0.0	0.0	163.23	236.56	230.39	82.18	3.73	0.28	232.66	197.54	139.48	116.4	227.6	160.49	224.62	270.4	495.41	214.66	270.55	328.89	210.91	114.6	190.65	250.17	284.41	115.66	249.82	297.09	228.35	252.29	332.16	168.64	220.21	155.78	189.82	137.05	214.5	138.42	150.23	211.95	131.35	167.23	203.18	127.12	227.53	151.29	246.18	25.36	225.24	235.54	270.46	27.53	270.6	135.8	209.55	226.01	56.13	334.58	54.27	141.47	259.73	369.97	146.41	176.27	257.48	381.22	288.56	193.26	260.9	222.07	287.0	235.62	157.73	0.0	0.0	0.25	294.66	0.0	0.0	223.27
Gbas	391.13	13.66	68.06	132.98	228.1	0.0	382.18	0.0	156.81	282.8	141.44	172.94	211.47	157.44	57.9	647.27	77.25	88.6	70.02	38.41	0.43	0.0	100.66	176.87	127.41	123.81	147.86	143.01	160.41	145.99	128.53	111.62	141.41	200.99	109.67	119.19	200.93	154.53	250.43	137.69	147.63	260.53	185.43	265.67	121.59	119.79	239.48	207.54	55.78	96.42	145.18	187.83	118.09	186.9	132.86	115.42	217.25	100.41	178.69	267.06	184.21	146.02	97.8	260.02	184.99	278.68	172.99	130.21	186.83	244.72	206.66	168.93	278.65	255.09	110.1	210.56	282.07	143.17	261.1	216.13	156.09	309.79	232.14	179.67	219.75	202.97	112.2	0.0	0.0	0.0	366.7	0.0	0.0	127.86
Ggps1	0.06	1.55	238.73	0.32	160.6	0.0	0.0	0.0	269.22	1.41	193.29	291.19	121.06	106.78	0.24	0.0	141.28	152.22	134.53	0.21	0.0	0.26	48.3	157.79	116.31	57.18	82.98	173.74	76.26	94.98	228.88	55.9	87.6	137.87	169.27	48.39	105.1	64.04	93.53	460.2	79.72	155.52	187.25	215.82	92.4	45.56	169.87	52.95	155.32	3.43	172.13	96.24	90.36	181.17	80.23	65.4	95.3	122.19	181.12	36.26	135.04	8.58	54.08	99.75	17.92	88.79	2.08	54.95	116.35	109.99	20.76	93.51	95.58	105.49	109.28	72.8	66.16	94.03	65.78	58.72	62.26	195.42	102.75	190.81	100.53	73.41	97.19	0.37	1.33	0.07	1.04	19.34	238.32	72.21
Gnal	0.52	10.12	11.74	0.15	68.67	0.12	0.0	99.69	31.69	0.29	82.13	58.08	15.91	186.53	0.1	0.39	96.97	76.63	67.1	22.58	1.18	28.52	66.18	119.22	7.04	53.9	61.4	93.87	64.21	42.48	16.77	136.56	93.96	157.58	63.14	18.3	49.34	114.14	84.15	28.43	35.2	83.52	54.65	0.47	47.2	70.52	88.4	70.0	47.56	31.96	51.82	59.28	110.89	84.89	18.18	36.99	66.66	103.68	44.1	75.04	84.05	147.02	68.46	115.31	38.35	85.99	68.1	101.12	39.64	1.71	66.72	81.4	15.56	61.98	24.73	94.77	59.37	71.06	50.69	118.37	50.13	64.4	73.57	41.22	21.59	170.89	124.03	0.0	1.3	0.0	1.95	0.0	0.0	37.75
Gprasp2	0.0	211.54	125.3	91.04	61.87	0.0	0.0	0.0	131.73	0.0	2.03	100.51	141.6	174.81	0.0	0.0	4.09	32.99	39.16	0.22	0.0	0.16	119.04	64.31	3.54	28.66	40.47	63.61	28.21	143.6	128.63	48.73	11.99	89.51	27.53	10.47	87.1	97.71	53.71	103.84	0.5	78.82	58.52	147.12	0.11	88.19	80.95	40.5	62.77	201.36	63.04	40.01	52.12	71.92	97.65	110.32	74.55	31.62	122.83	86.89	121.92	87.05	157.19	106.78	72.36	6.41	32.39	146.81	79.54	0.0	63.56	146.94	117.25	52.56	15.23	43.28	158.8	0.1	135.59	25.54	48.48	124.16	93.65	82.38	1.5	81.13	88.67	0.0	0.0	0.09	229.69	0.0	0.0	175.88
Iqsec1	4.36	9.16	50.02	25.72	52.44	0.0	15.65	0.0	11.25	6.57	53.48	12.84	33.81	23.8	0.0	15.61	25.69	30.84	35.37	1.04	1.36	0.0	87.65	56.96	21.9	31.69	81.62	96.37	61.5	69.35	31.42	49.27	48.46	74.97	68.74	50.08	63.56	52.5	60.17	21.8	79.73	72.73	63.27	21.9	15.68	25.26	24.39	40.42	56.58	6.29	33.09	53.41	16.92	17.19	22.9	68.97	32.35	69.75	37.69	61.63	27.36	18.71	31.81	79.79	43.54	35.22	30.44	102.73	58.69	28.41	35.74	43.48	54.72	76.49	80.14	48.8	45.0	31.45	73.97	35.89	43.02	107.86	52.99	37.03	42.81	30.57	54.94	0.0	0.08	11.16	52.0	0.0	2.3	49.84
Isca1	0.25	4.11	196.28	104.31	626.56	0.0	0.0	0.0	512.77	0.0	282.01	274.66	201.37	168.64	0.0	0.0	269.99	346.52	452.24	177.37	517.96	1.89	451.85	626.48	231.72	245.76	279.52	427.04	421.52	593.71	20.61	374.58	523.93	440.15	380.93	241.33	577.99	476.51	249.09	618.37	277.71	395.91	263.11	683.89	499.0	396.72	421.02	513.77	312.65	374.51	278.91	333.15	215.07	272.21	354.32	507.93	262.93	140.46	537.95	487.93	459.57	296.56	458.1	287.55	591.45	232.77	275.68	614.69	459.33	441.71	142.68	696.76	450.39	423.77	270.27	513.17	274.47	279.64	146.62	341.89	457.57	653.46	377.1	508.77	516.18	475.47	266.84	0.0	0.0	1.66	19.25	0.0	0.0	832.6
Kcna1	0.0	49.93	47.87	0.0	191.16	0.0	0.0	0.05	78.98	0.05	219.47	110.04	293.95	58.68	0.0	0.0	29.55	74.68	109.21	80.73	0.0	0.07	218.51	203.62	67.88	155.4	214.98	258.51	120.88	231.33	88.23	194.23	255.22	281.96	237.12	53.8	245.4	209.54	455.33	33.81	151.11	167.48	124.4	61.98	159.56	126.88	28.07	158.39	138.68	12.5	121.61	254.23	229.92	210.97	186.92	89.83	175.67	169.76	275.53	204.13	103.18	173.91	195.32	61.55	145.89	140.07	97.29	175.06	124.46	83.12	59.0	92.79	156.66	139.69	210.21	186.72	255.31	178.97	299.74	103.95	267.03	221.93	155.8	17.5	119.78	87.06	247.3	0.15	0.08	0.08	0.2	0.0	0.0	150.58
Kcna2	0.04	0.26	10.37	81.69	58.11	0.0	0.18	0.0	56.96	0.08	72.46	68.68	67.64	127.03	19.61	0.48	6.24	39.6	38.44	0.15	0.17	5.22	34.51	94.97	6.75	73.62	35.57	31.48	68.09	52.37	58.87	67.76	64.74	85.48	72.0	47.34	74.76	43.75	51.03	62.18	51.01	56.11	28.34	9.79	122.82	68.69	58.9	83.1	36.92	41.11	73.88	80.42	70.45	24.52	46.36	50.22	110.12	35.36	86.53	50.75	24.42	19.74	27.8	36.09	75.49	16.77	86.08	32.59	79.96	7.87	16.13	13.01	74.02	25.55	49.05	20.98	65.74	73.17	86.66	39.54	71.86	107.95	55.03	34.87	35.52	25.76	72.29	0.1	0.06	0.18	14.68	0.23	0.08	40.0
Ldhb	7486.96	6607.22	8138.08	8970.97	7028.63	3517.81	5404.32	5274.92	7241.68	4046.54	9309.63	6819.53	6604.57	8550.52	5876.73	5600.23	6455.58	6832.63	8752.31	4212.35	3963.33	6399.01	8798.32	8750.45	10118.08	10894.4	8525.9	8892.3	8217.62	8583.06	8302.41	8517.89	9220.91	9343.6	8808.99	8620.64	8223.21	8574.79	10165.1	9166.61	9602.81	7785.08	7461.8	8469.38	11261.44	7829.53	8285.69	10004.69	7834.03	8757.21	7112.99	9074.03	13571.31	7287.29	12546.17	7758.33	9106.97	8513.41	9755.78	8013.75	7095.61	8904.1	8390.99	7659.83	7282.37	11010.48	8275.76	8671.45	7724.63	10182.84	6851.78	7750.55	7124.4	9082.37	7441.82	7928.56	7910.47	7322.67	7844.79	6796.56	8351.44	7830.1	8111.86	7493.59	8045.48	8330.83	11746.38	1397.74	3251.53	2798.49	5873.38	5577.5	2538.41	7184.19
Lnp	5.59	22.58	0.93	22.53	124.0	0.0	0.0	0.1	42.88	0.06	37.38	4.03	52.66	46.89	0.0	0.1	0.0	11.57	10.82	9.75	0.1	0.27	72.58	38.32	9.82	51.15	27.98	63.49	41.83	40.24	0.67	88.1	62.79	35.79	69.7	38.77	51.5	24.96	28.35	41.6	101.13	61.14	36.04	60.94	36.64	31.27	66.55	51.28	21.63	76.65	21.52	46.38	49.82	39.96	32.93	19.05	59.39	39.71	72.05	38.41	27.42	6.02	57.39	13.94	36.74	68.07	54.34	17.07	24.56	31.56	26.56	64.66	43.2	41.84	30.94	70.75	46.41	54.87	96.28	86.47	46.02	56.02	51.22	81.43	97.34	27.99	28.15	0.08	0.04	0.04	0.33	0.02	0.0	28.84
Man2a2	0.74	1.55	85.03	2.22	0.65	0.99	2.06	1.97	10.67	0.39	25.88	41.49	32.93	31.39	0.23	1.74	14.69	20.18	20.56	0.47	1.34	0.6	12.11	14.83	15.01	33.66	15.95	11.32	9.11	31.66	110.38	65.05	20.46	19.17	8.72	12.3	20.03	12.34	11.17	24.55	24.9	30.5	32.66	52.65	1.77	12.45	31.74	23.15	42.43	11.8	12.44	1.6	14.33	31.08	30.34	25.64	1.78	7.95	3.7	36.53	15.11	29.75	38.15	5.62	9.72	6.5	30.96	2.02	18.2	33.44	61.01	34.45	18.66	43.05	16.3	5.72	70.48	122.32	62.58	14.16	40.08	15.47	1.71	33.74	37.66	18.68	29.95	3.27	9.4	0.22	3.02	0.56	0.0	7.76
Mppe1	0.0	0.0	0.0	0.0	27.59	0.0	0.0	255.52	0.0	0.0	78.1	0.0	65.85	0.0	0.0	0.0	14.69	0.38	0.0	68.9	0.0	98.28	17.54	52.91	0.0	16.96	20.16	5.26	28.28	49.01	0.0	18.57	10.66	25.82	23.53	0.0	16.22	17.18	26.86	86.29	0.0	52.63	17.77	0.0	0.0	53.27	53.05	24.27	0.0	13.5	33.76	10.5	13.86	23.67	1.44	0.0	0.0	22.8	53.74	37.02	17.56	10.54	21.9	20.33	3.01	43.91	0.0	48.05	17.88	0.34	6.42	33.96	0.0	21.42	20.74	20.51	86.0	28.6	37.56	3.01	25.83	36.4	33.97	56.87	29.26	29.44	37.42	0.0	1.68	0.0	3.67	0.0	0.0	0.0
Mtap7d2	14.26	33.64	3.25	45.31	107.32	0.0	0.0	0.0	135.75	0.51	122.62	98.42	73.15	149.65	0.0	0.0	51.01	46.73	35.58	3.38	0.23	0.15	109.89	84.22	68.33	102.4	159.22	61.79	193.59	129.06	221.88	118.15	115.72	70.64	108.86	60.26	95.94	134.74	136.45	119.94	129.61	115.4	87.04	187.07	42.87	94.74	92.87	58.56	99.47	40.54	86.64	114.12	149.62	96.26	49.93	116.57	71.66	82.38	96.35	183.92	92.38	145.64	87.67	165.71	271.96	59.11	95.96	64.54	136.63	25.63	42.19	29.29	159.76	222.72	59.98	291.08	130.85	151.36	114.17	165.55	121.72	165.88	165.95	18.81	102.31	13.68	164.5	0.0	0.0	0.09	0.38	0.0	0.0	149.46
Myo5a	0.0	57.94	1.4	4.61	45.37	0.0	0.0	0.0	43.93	0.0	42.77	88.03	77.1	25.16	0.05	0.0	23.26	46.8	53.44	14.37	0.32	0.44	45.27	92.3	11.11	69.14	40.3	61.52	44.13	71.73	65.33	111.23	46.76	73.9	75.09	51.28	47.35	33.66	65.61	24.09	68.38	45.14	38.68	50.24	41.79	47.17	23.02	55.97	20.14	46.56	56.34	69.17	55.96	60.56	9.71	37.31	57.57	42.95	28.13	91.78	27.27	69.49	47.53	28.57	61.11	36.2	38.36	50.63	71.79	73.22	8.9	41.34	102.2	48.43	71.71	38.28	63.26	83.32	141.99	64.07	145.14	70.29	63.74	66.47	46.63	95.3	42.52	0.23	0.0	0.06	0.5	0.0	0.0	23.93
Nap1l3	0.0	0.09	0.0	52.87	31.93	0.0	0.0	0.0	0.0	0.0	15.7	0.0	5.01	100.75	0.0	0.0	0.0	49.8	35.46	6.64	0.0	0.0	23.27	34.21	38.75	19.95	55.78	1.36	0.58	91.46	0.0	8.32	23.76	78.3	31.74	0.23	59.03	0.0	8.5	89.78	0.0	78.57	51.9	174.11	67.3	17.23	0.19	0.0	56.11	0.0	50.01	28.58	54.93	0.0	46.52	0.38	41.79	8.49	22.03	5.96	25.62	50.31	26.88	26.79	98.33	67.43	47.61	48.11	34.15	28.13	45.99	51.41	78.13	48.81	67.33	19.49	81.37	14.77	4.08	10.13	0.13	36.41	58.75	0.0	33.22	14.95	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ncs1	0.0	0.03	95.01	22.43	883.03	0.0	0.0	0.0	867.03	22.39	637.65	482.94	480.45	453.27	0.2	0.0	89.78	367.0	478.33	57.25	0.0	0.44	200.89	404.33	235.05	160.32	210.53	281.0	290.58	366.02	558.18	584.19	461.97	402.02	560.64	689.14	299.76	365.86	671.97	444.93	317.18	424.07	330.64	536.29	867.01	408.77	363.66	606.52	222.65	316.59	601.01	733.29	591.13	230.56	492.96	292.14	683.49	588.38	530.11	118.72	277.02	380.16	475.6	340.38	67.43	486.03	173.7	236.94	506.64	454.34	60.47	212.07	383.46	414.71	426.1	458.97	473.2	600.62	585.55	340.17	600.81	558.89	688.72	959.27	243.6	552.45	744.2	0.17	0.0	0.0	1.27	0.0	0.0	547.57
Nmnat2	0.0	0.0	1.38	0.64	152.86	0.0	0.12	0.0	44.36	0.11	59.02	146.18	252.16	127.96	0.06	0.0	125.8	190.31	171.46	39.88	0.39	0.13	194.14	165.63	79.79	59.8	123.3	200.99	124.83	228.75	137.94	109.92	95.89	60.36	172.13	147.11	187.41	127.86	129.26	102.48	117.26	240.68	120.44	185.0	90.54	134.16	54.24	174.79	81.26	51.58	116.96	46.4	77.21	114.87	191.11	145.87	33.31	164.76	243.72	130.1	119.14	103.85	151.77	81.13	59.19	90.49	75.78	52.42	86.02	159.76	63.96	82.5	69.31	253.26	125.31	130.06	203.18	48.62	260.86	53.43	166.39	137.25	141.64	137.42	191.15	283.21	109.98	0.0	0.0	0.16	0.65	0.0	0.0	42.02
Nsg1	242.6	823.06	270.1	796.3	330.3	0.0	0.0	0.22	703.46	0.46	161.83	171.62	459.47	455.98	0.0	0.0	591.56	503.58	597.98	60.76	0.0	1.69	423.5	443.34	233.48	195.0	509.08	93.74	419.0	334.39	769.09	364.27	613.65	524.95	284.5	742.57	317.65	473.63	839.86	378.27	191.22	366.13	641.4	385.22	373.94	538.06	200.89	893.69	166.92	677.28	515.75	441.69	441.26	432.2	486.15	597.35	323.26	573.83	351.75	153.13	380.63	364.32	357.07	481.67	166.53	728.45	328.4	67.24	370.74	805.8	594.03	501.52	368.82	321.61	482.84	430.31	355.66	803.53	108.28	397.71	429.04	465.54	499.13	150.26	245.8	163.49	626.27	0.32	0.0	0.49	1.21	0.0	0.0	177.36
Osbpl3	0.0	3.37	0.0	0.0	30.82	0.0	0.0	0.0	28.88	0.0	50.1	51.01	32.79	5.49	0.0	0.0	0.1	13.55	0.55	0.0	0.0	0.18	41.26	11.19	13.09	25.94	23.61	1.29	5.88	14.4	1.09	65.32	34.05	1.03	8.71	17.12	36.38	31.59	64.01	94.75	10.4	8.86	64.08	60.2	23.52	28.95	0.64	1.26	2.61	0.0	3.53	16.19	25.2	35.27	56.35	12.62	18.29	42.91	13.66	42.14	15.0	42.12	0.81	9.9	5.13	0.25	43.04	51.08	44.08	8.6	1.25	66.97	15.84	8.1	27.37	20.75	20.14	31.29	75.43	42.08	24.43	105.8	43.37	21.16	14.32	5.45	9.73	0.0	0.0	0.0	0.0	0.0	0.0	52.03
Osbpl6	0.0	0.0	0.0	10.07	39.2	0.0	0.0	0.0	6.6	0.0	20.6	22.17	18.41	38.81	0.03	0.0	2.98	12.65	1.85	0.0	0.0	0.0	22.75	27.93	0.0	11.84	22.81	31.18	11.02	15.29	56.43	19.4	16.95	9.11	2.98	21.28	15.11	9.31	16.16	2.74	9.67	11.46	2.7	0.65	14.95	30.81	7.48	16.74	20.54	5.36	23.15	25.86	12.88	46.52	32.03	0.39	15.72	18.33	59.86	12.32	14.59	2.09	11.13	9.57	0.66	18.39	21.81	26.42	0.4	8.98	3.21	14.84	12.92	14.47	21.8	5.18	6.1	0.0	22.99	31.21	4.99	0.58	27.89	5.32	0.49	26.8	5.18	0.0	0.0	0.0	0.05	0.0	0.0	19.77
