	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_9	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Ndnf_tdTpositive_cell_21	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_23	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_44	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Farsa	0.0	0.0	20.04	66.69	0.0	0.0	0.0	0.0	0.62	83.66	342.64	90.83	0.0	0.0	0.0	0.0	73.44	584.28	0.0	0.46	76.04	52.05	166.89	82.1	28.46	0.06	44.95	80.36	164.69	0.0	0.0	167.18	128.37	51.54	0.0	0.0	66.08	75.48	113.7	0.0	0.0	0.0	0.0	50.26	41.0	0.0	0.0	0.87	110.78	0.14	1016.68	0.0	9.58	0.0	0.0	51.78	0.0	8.59	24.19	117.26	121.67	47.52	0.1	0.0	82.81	82.74	67.89	63.52	66.59	39.33	39.75	35.49
Fez2	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	145.18	0.0	0.0	0.0	0.0	17.12	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.07	0.0	0.0	26.62	0.0	0.0	0.0	22.67	1.63	25.03	0.0	0.0	0.0	0.0	10.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.16	63.35	0.0	0.0	5.88	0.33	0.0	1.82	0.0	0.0	11.91	0.0	11.74	0.0	0.57	0.0	0.75	25.04	10.09	7.82	11.0	47.68	48.78	46.83
Gabrb3	11.71	0.07	13.21	16.1	0.0	0.22	1.15	0.0	3.45	180.87	98.4	8.03	0.23	156.51	40.97	0.0	2.0	0.0	0.0	23.54	13.78	24.53	0.41	0.15	33.78	0.04	36.32	1.39	28.42	0.05	5.86	0.15	40.76	0.43	2.62	0.05	0.0	32.89	4.53	0.0	0.0	0.0	1.06	0.21	2.95	35.22	42.08	13.29	13.66	23.97	0.0	0.0	56.7	0.0	0.88	0.21	25.77	0.96	25.78	2.92	2.23	19.78	0.05	1.65	49.0	50.4	100.98	61.23	70.63	154.37	138.99	149.04
Gca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	12.41	75.11	33.88	0.3	23.57	19.83	0.36	0.0	0.0	0.0	0.05	0.0	0.07	0.0	76.53	0.0	0.0	17.2	0.15	0.0	33.14	0.0	3.68	15.77	0.0	36.37	0.0	0.15	0.0	16.72	0.15	0.0	0.0	0.0	13.71	0.0	0.18	35.82	54.45	0.0	33.73	0.0	0.12	49.46	0.0	0.0	19.01	0.0	0.12	0.0	0.23	1.16	20.71	0.0	0.0	33.99	31.74	34.65	32.42	43.35	19.74	15.34	19.31
Git1	0.7	0.0	0.56	0.0	0.0	0.11	0.0	0.0	20.52	1.66	87.78	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.05	0.0	1.62	2.6	0.0	0.08	2.03	6.98	0.11	5.69	10.94	37.36	10.66	0.0	11.08	0.7	15.42	0.0	0.06	0.0	13.42	0.0	42.6	25.13	0.0	20.24	0.0	0.0	0.0	17.78	0.0	0.74	0.0	0.0	0.0	0.0	0.0	3.03	0.08	1.0	0.0	8.22	3.02	10.32	5.53	11.35	228.58	244.29	233.42
Gm10865	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	6.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.59	1.16	0.0	0.9	1.41	0.0	0.0	0.0	0.43	0.0	0.0	0.34	0.28	0.0	0.0	0.0	0.4	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.56	0.0	0.14	0.0	1.31	0.46	0.76	0.0	0.0	1.35	1.82	2.16
Gm13306	0.0	0.14	0.0	8.68	0.0	0.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	17.1	0.0	4.28	0.0	0.0	1.46	0.3	0.03	0.0	1.74	0.0	0.0	0.0	7.16	0.58	0.0	0.0	5.37	18.38	0.27	0.0	0.0	0.0	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	0.0	0.0	40.26	0.0	0.0	0.0	4.89	1.61	0.0	33.56	0.0	7.83	1.88	0.0	164.03	74.98	61.27	76.52	71.98	30.63	28.29	22.96
Gm2506	0.0	0.14	0.0	8.68	0.0	0.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	17.1	0.0	4.28	0.0	0.0	1.46	0.3	0.03	0.0	1.74	0.0	0.0	0.0	7.16	0.58	0.0	0.0	5.37	18.38	0.27	0.0	0.0	0.0	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	0.0	0.0	40.26	0.0	0.0	0.0	4.89	1.61	0.0	33.56	0.0	7.83	1.88	0.0	164.03	74.98	61.27	76.52	71.98	30.63	28.29	22.96
Golgb1	19.83	6.74	11.98	9.18	0.0	0.0	0.0	0.0	2.07	24.76	62.37	35.43	37.47	7.22	9.97	0.0	3.52	114.02	54.81	31.47	10.29	14.26	0.01	1.06	2.16	3.46	1.97	18.78	5.4	14.0	7.37	14.42	15.09	4.55	0.93	4.72	2.42	4.93	4.1	30.06	25.1	34.58	11.58	13.41	8.38	14.55	0.12	12.06	13.97	5.73	0.0	0.0	9.73	0.0	0.0	1.33	1.31	7.34	7.75	10.41	6.07	9.3	9.87	31.51	15.61	13.54	8.97	10.87	9.76	39.71	32.48	39.69
Grm4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.96	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	10.09	33.44	0.0	0.0	0.0	9.53	10.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.1	6.54	0.0	0.0	0.6	1.0	0.46	1.05	17.66	17.01	18.6
H2afv	0.4	8.75	5.52	33.14	0.0	0.0	0.0	0.0	3.9	4.07	88.34	0.0	0.0	0.0	0.0	47.57	0.0	4.65	0.0	0.1	0.0	0.05	1.35	4.09	0.08	0.07	11.79	0.9	0.0	0.34	36.09	0.0	29.25	4.87	4.91	8.55	9.1	0.0	2.8	0.0	0.0	0.0	27.65	1.0	16.17	0.0	9.67	6.29	8.18	9.01	0.31	0.0	23.06	0.38	0.41	0.0	1.14	18.19	3.29	0.0	0.0	0.19	48.69	0.0	17.84	30.88	7.22	12.2	8.18	33.25	36.27	34.59
Hace1	14.97	0.0	3.42	1.19	0.0	0.0	0.0	0.0	8.41	0.0	59.6	0.15	0.0	26.3	0.13	0.0	0.0	3.94	0.0	0.0	20.53	32.68	0.0	1.05	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.84	6.5	2.61	4.32	0.0	0.0	0.0	0.08	0.0	8.63	0.0	0.0	0.0	0.0	17.04	0.0	0.0	0.0	0.0	234.4	0.0	5.64	0.0	0.0	1.05	33.95	4.47	0.0	4.66	19.18	3.03	0.0	0.0	2.61	14.65	7.36	11.75	11.62	43.14	39.86	40.56
Hcn1	3.27	48.57	7.68	0.07	0.0	0.0	0.0	0.0	8.07	20.71	59.62	25.39	0.0	34.65	20.83	0.0	20.24	0.0	0.0	4.32	0.09	3.76	9.74	7.49	2.92	8.76	18.16	5.02	19.09	2.92	0.15	0.3	32.18	0.38	4.57	0.04	14.19	0.04	9.25	3.77	2.45	0.0	0.92	1.56	0.14	0.0	25.86	32.42	22.51	8.27	0.0	0.05	38.48	0.0	0.0	2.93	0.0	0.16	4.1	0.64	2.01	9.53	0.0	22.33	13.0	13.55	10.74	11.07	10.0	28.29	25.28	29.23
Hdlbp	6.69	3.46	0.0	18.27	0.0	40.03	0.0	2.34	73.01	157.56	79.38	5.42	0.0	75.65	37.87	0.0	1.43	0.0	0.0	58.04	0.06	23.25	2.55	0.76	1.88	7.17	0.37	10.69	10.46	31.43	0.98	5.58	29.67	9.22	1.91	8.78	35.19	57.7	3.99	0.0	0.0	10.67	2.22	0.07	0.18	16.61	42.3	18.98	0.11	8.99	0.0	0.54	27.89	0.0	0.0	17.88	20.4	0.09	7.49	19.22	22.25	16.4	1.52	21.72	28.38	34.2	26.36	23.22	20.62	87.57	85.95	90.82
Homer1	0.0	1.58	20.13	0.06	0.0	0.0	0.0	0.0	30.81	19.89	106.44	50.95	0.0	53.76	46.09	0.0	0.0	0.0	0.0	0.0	0.18	1.64	0.29	0.24	48.91	2.86	0.03	7.96	1.79	0.07	7.48	32.11	34.61	0.73	0.0	19.39	0.0	1.13	27.36	0.0	0.0	5.78	0.0	0.0	15.87	0.0	34.09	16.97	0.0	2.27	0.0	0.0	75.85	0.0	0.0	9.8	38.81	0.0	16.63	35.08	18.15	0.15	0.04	0.17	128.6	75.54	83.5	55.45	61.95	109.75	88.93	100.72
Hras1	26.83	37.46	0.0	19.66	0.0	0.0	0.0	0.0	0.09	39.92	98.91	0.0	0.0	6.78	0.25	0.0	10.11	0.0	0.0	3.31	1.63	28.51	0.0	0.0	2.88	15.99	25.01	15.34	81.45	29.78	22.0	0.0	31.39	0.0	6.87	18.04	23.85	0.14	3.18	0.0	5.37	0.0	0.0	18.23	0.0	0.0	0.0	9.86	1.37	0.12	0.0	0.0	10.68	0.0	0.0	61.54	0.0	9.34	30.24	15.85	0.0	3.45	12.77	0.0	26.29	18.34	10.1	15.9	14.37	97.29	100.13	101.06
Hsph1	102.17	187.71	81.55	29.03	0.0	0.0	0.0	0.0	146.2	131.07	70.07	96.95	0.56	177.92	31.12	0.0	31.23	0.0	0.0	24.98	68.95	48.8	76.29	41.2	59.87	8.35	54.55	114.17	2.48	61.36	89.15	127.85	94.18	152.85	109.12	76.48	84.93	184.7	46.07	87.36	118.19	3.84	110.71	87.15	55.6	31.53	179.71	31.45	35.93	100.05	0.0	0.0	100.55	0.0	0.0	54.03	53.82	6.38	34.37	188.32	29.83	0.26	23.92	20.22	209.38	235.88	213.44	193.74	203.15	238.03	226.06	225.17
Kcnab3	0.0	0.0	0.0	4.93	0.0	0.0	0.0	0.0	61.22	117.52	124.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.4	0.36	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12	0.0	0.0	0.0	0.0	0.0	0.0	13.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.24	2.71	1.77	5.9	54.93	59.23	53.9
Kdelr1	0.0	0.0	0.0	13.48	0.0	0.0	34.59	0.0	0.0	0.28	114.12	0.37	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	1.96	1.22	0.0	0.0	36.03	0.0	0.07	25.1	0.0	0.0	7.78	0.0	0.0	0.4	19.02	0.94	0.0	24.0	27.56	0.0	0.0	0.0	0.0	3.2	4.08	0.0	0.0	0.0	0.0	22.23	0.0	0.25	1.55	0.0	0.0	0.0	34.04	0.0	61.2	0.0	11.22	0.0	0.0	0.0	9.0	13.41	1.99	8.95	4.87	73.54	76.58	72.99
Lrp3	21.26	0.0	0.0	0.07	0.0	0.13	0.0	0.0	0.0	29.56	28.6	0.0	9.09	39.61	0.0	0.0	0.0	0.0	0.0	19.07	9.01	0.0	0.0	0.0	4.66	1.64	0.0	0.0	0.0	8.07	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.15	3.66	4.9	0.38	0.0	0.0	0.51	0.0	0.0	17.03	0.49	0.0	0.28	0.0	0.0	6.78	0.0	0.0	0.0	0.35	0.0	7.12	0.0	0.0	0.0	0.0	0.0	3.74	12.05	2.64	4.79	1.9	53.44	58.28	55.54
Mlf2	40.52	102.41	78.61	26.91	332.67	0.0	0.0	0.0	15.09	168.77	192.7	22.54	0.0	34.43	27.59	0.0	139.73	0.0	0.0	34.14	87.74	97.31	15.39	3.33	104.46	58.45	28.59	9.99	7.25	53.56	69.19	90.2	96.73	30.85	6.77	78.59	114.94	132.09	8.72	45.51	6.28	18.08	2.38	71.48	77.23	8.56	38.2	1.05	1.09	38.42	12.23	0.0	54.25	0.0	0.0	28.31	71.69	5.68	32.04	155.14	72.28	37.01	34.53	0.47	50.34	50.07	44.58	46.39	63.06	601.77	641.42	627.04
Mogs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	73.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	1.34	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.0	0.0	2.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.3	0.0	0.0	0.0	6.86	11.98	0.0	0.0	0.0	0.28	0.0	0.0	0.0	2.97	0.53	0.0	0.0	0.0	0.0	0.0	0.0	1.15	2.06	1.62	2.48	2.88	22.47	23.62	21.43
Mta1	9.69	23.49	4.43	0.0	0.0	0.0	0.0	0.0	0.07	0.08	85.2	6.06	0.0	0.0	6.71	7.4	1.33	0.0	0.0	0.0	1.98	13.85	0.0	0.06	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	5.38	0.0	2.17	29.59	0.0	1.05	0.12	29.8	0.0	0.0	0.0	0.75	0.3	0.0	0.0	0.0	0.0	2.49	0.0	0.0	13.06	0.0	0.0	0.0	11.79	0.0	0.32	0.0	0.0	7.0	2.44	0.0	0.13	0.54	3.87	2.73	5.0	51.69	54.19	55.54
Mta2	15.1	0.0	0.0	0.0	85.88	0.0	0.0	0.0	0.0	0.0	36.09	0.0	0.0	0.0	60.68	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	7.57	0.0	7.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	5.73	8.72	2.31	3.22	2.22	38.84	39.23	34.76
Mycl1	0.0	0.1	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	45.65	0.0	0.0	0.0	35.4	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.67	0.08	0.0	0.68	0.0	0.0	0.0	0.0	26.66	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.29	0.0	0.0	6.69	0.0	0.0	19.01	0.0	0.0	0.95	0.0	0.0	0.1	0.09	0.08	0.29	0.0	11.76	12.95	13.2
Nceh1	61.0	156.58	109.73	44.22	0.0	0.0	0.0	0.0	57.34	154.33	525.73	71.27	278.12	207.24	17.61	0.0	0.46	0.0	0.0	244.16	41.76	94.85	52.36	0.11	151.34	89.26	23.81	149.1	121.34	70.17	124.61	56.05	83.36	53.5	82.99	150.63	47.24	67.59	100.57	51.36	54.53	29.66	2.07	61.2	73.71	113.03	114.95	43.44	10.95	73.74	0.0	0.0	36.77	0.0	0.0	13.06	2.58	81.21	87.53	79.07	47.54	86.67	56.1	215.85	46.46	108.46	54.34	55.78	50.48	91.84	88.81	88.21
Ncoa5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.23	17.36	99.11	0.0	0.32	0.0	15.43	0.0	3.04	0.0	0.0	10.86	0.0	0.18	0.0	49.98	0.0	0.33	0.0	12.14	0.1	0.0	5.01	2.74	31.93	0.0	0.1	0.0	8.5	28.22	0.0	1.86	0.0	3.11	0.08	0.0	22.33	0.0	0.0	25.6	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	0.07	10.84	0.0	19.9	0.0	0.0	2.03	5.23	6.26	4.33	12.21	38.97	41.03	41.29
Nedd4l	18.02	8.78	2.4	4.0	0.0	0.0	0.0	0.0	0.2	36.49	46.94	9.4	90.45	17.76	8.32	0.0	0.05	0.0	0.0	31.98	4.1	0.05	7.58	2.55	11.46	7.9	5.5	16.31	12.45	1.72	13.43	16.85	3.05	43.72	19.49	18.28	0.36	9.48	15.36	15.5	12.06	0.0	1.05	0.33	0.09	18.76	10.58	1.79	8.33	0.42	0.0	0.0	25.87	0.0	0.0	13.81	7.69	28.72	38.61	30.62	35.64	34.88	0.02	0.09	21.56	29.18	21.45	25.82	19.42	51.05	50.82	53.0
Npepps	55.11	41.5	25.6	28.1	0.0	0.0	0.0	0.0	76.24	41.45	135.75	12.91	19.14	25.21	13.28	0.0	72.58	0.0	0.0	25.15	33.87	39.01	41.57	101.47	16.78	29.39	54.87	59.3	9.81	84.92	87.41	62.43	33.88	14.03	30.37	96.76	4.94	59.86	21.81	32.24	49.98	87.08	55.26	78.3	16.7	13.38	10.95	34.26	65.16	39.04	0.0	0.0	27.75	69.18	0.0	10.51	32.01	65.12	15.9	64.44	48.37	8.96	40.91	16.6	50.71	43.64	38.69	32.09	38.71	98.16	102.18	101.14
Npy	138375.8	64781.64	173305.25	115124.65	0.0	0.0	0.0	0.0	108594.8	96206.73	82245.2	67463.47	14635.6	57444.26	125016.83	0.0	63494.68	0.0	0.0	132042.44	105008.15	149629.49	134232.96	130357.56	105498.11	116117.28	120987.76	122165.94	132052.33	122154.33	122963.43	126501.28	36041.21	117863.77	98464.67	130527.91	173863.58	126989.03	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	0.0	0.0	985.16	0.0	0.0	145032.54	180453.32	128781.07	137945.15	70964.58	95298.15	137580.94	120620.2	68416.93	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Nr1d2	22.7	0.0	16.38	25.04	0.0	0.0	0.0	0.0	0.0	28.01	155.39	80.86	0.0	46.91	29.9	0.0	20.42	0.0	0.0	0.93	3.29	12.25	0.0	0.18	0.0	0.02	30.0	6.39	0.0	27.91	0.0	0.0	0.35	0.06	0.0	0.0	0.0	0.0	0.0	17.62	0.0	1.96	1.29	0.0	0.06	0.0	25.54	0.03	2.27	36.1	0.0	0.0	50.95	0.0	0.0	22.28	0.0	0.0	0.61	30.3	24.4	18.23	0.0	0.0	4.55	11.34	17.84	14.04	11.05	79.32	76.52	64.11
Odc1	29.7	30.03	0.0	0.0	0.2	0.0	0.0	0.0	0.0	58.72	194.1	0.0	0.0	0.0	114.15	0.0	1.77	0.0	0.0	0.0	0.12	0.03	18.68	0.0	6.9	0.85	36.45	0.0	0.0	0.0	0.0	3.18	0.37	0.0	0.0	0.77	46.92	0.57	16.59	0.34	1.84	0.0	21.47	0.16	0.0	9.65	0.0	6.87	0.0	0.0	0.0	0.0	23.9	0.0	0.0	0.0	0.27	0.0	0.78	0.0	0.0	16.04	0.0	85.37	7.67	23.94	9.85	8.94	10.94	58.12	59.46	55.0
Ogdh	45.33	62.36	48.99	72.94	7.42	131.89	41.47	16.0	153.35	93.78	251.24	93.78	76.62	73.09	69.03	3.53	16.74	0.0	42.98	101.24	23.57	30.17	31.95	79.24	86.22	64.79	30.21	93.39	53.63	81.86	86.52	63.99	86.83	78.94	18.64	51.75	153.49	75.37	28.56	109.21	63.97	55.85	7.28	114.33	28.89	66.18	85.42	114.54	37.91	71.8	30.04	11.59	65.89	17.07	28.07	50.56	63.96	56.17	72.85	89.35	42.67	14.43	10.77	29.06	122.42	74.5	125.39	124.53	109.12	102.44	101.6	102.82
Oxct1	33.49	47.81	35.42	66.25	0.0	0.0	0.0	0.0	9.2	278.48	503.67	461.08	0.0	55.32	144.48	0.0	106.48	0.0	0.0	75.65	34.3	71.54	42.67	144.78	37.92	29.96	2.22	77.45	32.05	60.41	26.61	3.94	187.96	51.15	67.99	123.53	115.23	1.34	2.12	68.82	137.23	6.52	1.38	159.82	4.85	50.11	46.07	105.46	0.0	55.8	0.0	0.0	125.62	0.0	0.0	13.35	32.18	152.44	41.26	85.23	35.16	41.33	108.27	365.43	159.57	149.96	128.9	124.35	157.41	237.85	234.89	230.25
Pacsin1	0.47	0.0	18.25	75.45	0.0	0.0	0.0	0.0	0.22	29.76	304.35	2.28	0.0	20.0	1.34	0.0	3.08	0.0	0.0	20.31	49.62	0.45	4.54	5.86	51.39	7.59	41.98	5.77	5.47	47.38	4.7	6.35	9.15	0.29	21.19	1.5	2.83	32.3	31.51	14.35	7.6	15.15	12.03	51.0	34.35	9.07	1.86	9.11	3.6	75.45	0.0	0.0	28.93	0.0	0.0	59.41	2.79	22.64	82.42	0.27	3.2	47.56	4.46	25.44	25.78	18.65	10.4	14.59	16.94	282.11	283.76	304.93
Pak4	0.54	0.13	3.38	1.13	1.0	0.14	0.0	0.0	0.35	0.18	75.74	1.64	1.93	0.41	0.11	0.33	0.29	0.0	9.1	1.71	0.13	1.65	2.38	0.58	0.3	0.19	0.16	14.67	0.12	0.47	0.65	0.45	18.2	0.11	2.66	0.58	0.73	0.1	1.09	0.71	0.88	0.97	1.71	0.14	1.35	0.37	0.29	0.68	0.41	0.17	0.34	0.0	0.76	0.82	0.0	0.15	1.0	0.77	0.31	0.64	0.13	0.39	0.95	0.0	0.61	0.93	0.0	1.15	0.59	7.83	7.46	8.28
Pak6	0.0	13.77	4.87	0.0	0.14	0.0	0.0	0.0	0.31	57.01	74.7	0.0	0.25	1.51	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.25	0.43	0.57	0.06	0.22	0.23	0.18	0.08	0.32	0.44	24.75	0.15	0.0	0.0	0.25	0.0	0.26	0.39	0.0	0.06	5.26	0.09	0.1	13.43	0.3	0.0	0.16	0.0	0.0	0.0	7.14	0.0	0.0	0.16	0.19	0.51	0.06	0.0	0.09	5.07	0.09	10.75	7.98	14.77	3.18	3.1	2.92	53.89	55.79	57.27
Pars2	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	115.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	56.6	0.0	0.0	0.0	45.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	11.37	20.18	9.15	10.4	5.33	6.66	7.36	7.93
Phyhip	15.14	13.97	23.06	0.0	0.0	0.0	0.0	0.0	23.08	12.5	51.99	57.49	0.0	61.59	12.63	0.0	1.03	0.0	0.0	39.45	13.81	49.58	0.0	55.03	6.49	4.7	0.39	8.56	42.66	48.1	7.37	6.39	217.96	18.28	33.48	31.86	5.17	45.17	47.18	35.92	0.08	95.3	37.63	11.44	8.57	30.7	0.0	36.62	32.03	30.16	0.0	0.0	50.58	0.0	0.0	15.5	18.45	33.55	2.93	23.24	43.87	5.77	13.13	0.0	116.78	119.35	83.94	88.43	93.96	399.59	415.43	391.87
Pkd2	0.3	0.51	30.38	0.25	0.0	0.0	0.59	0.0	0.2	23.8	50.82	0.43	1.68	34.65	34.05	0.57	0.64	0.0	4.78	0.17	0.8	16.64	0.62	0.36	0.25	0.12	0.03	10.16	0.34	0.09	0.07	0.09	1.62	0.05	0.23	6.78	0.54	0.11	0.12	0.22	1.73	0.04	0.43	15.46	25.57	0.22	0.21	0.0	0.13	0.17	0.0	0.65	8.82	0.0	0.13	1.28	0.31	0.06	0.16	0.39	0.11	0.12	0.81	1.63	1.71	4.74	3.15	2.93	2.1	25.39	24.62	26.2
Pkia	31.3	190.25	15.78	31.8	0.0	0.0	0.0	0.0	0.0	92.6	165.7	0.15	0.0	25.06	70.98	0.0	1.77	0.0	0.0	39.94	8.13	72.04	114.17	0.04	0.11	55.62	98.53	0.0	83.81	32.68	43.58	5.47	33.82	52.4	32.35	49.54	0.0	33.49	44.18	71.88	22.71	6.48	48.11	39.85	19.14	0.08	48.41	144.7	1.07	56.91	0.0	0.0	42.53	0.0	0.0	0.08	61.12	4.68	40.6	7.81	59.91	42.16	19.6	0.0	42.95	25.84	43.18	42.85	28.42	143.55	141.29	132.93
Plekhm2	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.35	0.13	0.0	0.0	0.0	0.0	0.0	0.0	9.78	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	14.85	0.0	0.0	0.0	0.3	1.94	0.0	0.0	1.96	0.06	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	3.74	0.8	0.0	2.85	0.0	0.0	4.41	0.51	0.43	1.07	0.99	0.08	61.8	64.21	63.93
Ppp3cb	64.93	55.61	153.94	9.39	0.0	0.0	0.0	0.0	0.14	84.62	96.73	83.85	0.5	137.33	72.82	0.0	1.68	0.0	0.0	20.76	8.93	29.88	10.61	57.08	3.81	25.92	45.0	71.03	37.94	36.58	67.83	13.79	39.52	6.57	21.49	7.85	23.27	72.19	34.77	28.79	37.76	0.3	17.62	29.64	1.71	10.62	14.85	2.82	0.48	16.17	0.0	0.0	112.61	0.0	0.0	41.51	1.99	42.68	131.69	156.75	64.37	30.79	75.8	56.63	54.7	82.16	89.05	79.57	71.57	247.23	241.42	227.54
