	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_8	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_24	Gad2_tdTpositive_cell_30	Htr3a_tdTpositive_cell_27	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_8	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Ndnf_tdTpositive_cell_21	Nkx2.1_tdTpositive_cell_19	Nkx2.1_tdTpositive_cell_23	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_73	Nr5a1_tdTpositive_cell_21	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_56	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_4	PvalbF.Gad2_tdTpositive_cell_10	PvalbF.Gad2_tdTpositive_cell_11	PvalbF.Gad2_tdTpositive_cell_18	PvalbF.Gad2_tdTpositive_cell_20	PvalbF.Gad2_tdTpositive_cell_25	PvalbF.Gad2_tdTpositive_cell_27	PvalbF.Gad2_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_29	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_33	PvalbF.Gad2_tdTpositive_cell_35	PvalbF.Gad2_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_37	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_89	PvalbF.Gad2_tdTpositive_cell_90	PvalbF.Gad2_tdTpositive_cell_91	PvalbF.Gad2_tdTpositive_cell_92	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_17	Rbp4_tdTpositive_cell_174	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_22	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_21	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_4
Mettl16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.42	0.06	0.0	37.77	0.0	0.0	0.0	39.88	0.0	22.86	0.0	7.71	48.35	94.9	2.53	42.59	0.0	60.5	24.27	0.0	75.61	27.39	101.68	9.65	4.23	158.03	0.0	0.0	0.28	0.31	0.13	0.08	0.0	0.88	0.0	98.68	0.75	0.0	0.0	3.38	0.0
Mpped1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	4.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.02	13.59	8.01	48.39	89.14	1.78	0.0	0.0	0.0	0.32	34.24	121.7	0.7	34.04	18.59	118.07	30.87	3.24	43.59	99.66	17.22	17.17	52.85	2.63	15.41	25.89	30.68	3.07	29.94	1.5	5.21	16.17	84.65	153.06	50.0	0.0	0.0	0.24	0.0	0.0	107.58	6.22
Mrpl45	5.16	3.31	1.32	5.26	3.91	0.88	2.82	1.63	10.12	5.29	95.98	3.6	1.39	2.68	2.73	13.68	0.81	3.73	7.32	0.0	4.88	62.56	2.67	2.24	5.83	8.54	26.21	1.78	5.44	7.26	13.04	319.47	3.8	225.41	93.93	4.84	208.44	114.52	4.38	66.89	1.67	29.77	39.84	95.4	17.08	33.31	38.4	99.41	139.23	6.96	59.14	7.74	64.52	121.56	47.07	25.29	3.61	11.51	44.9	119.39	4.62	48.86	2.45
Myo5a	0.07	3.69	0.0	0.04	0.0	0.12	0.0	0.0	0.0	0.07	0.2	0.0	0.07	0.04	0.04	0.06	0.0	0.0	0.0	0.0	0.0	50.27	4.37	0.04	88.57	28.65	20.66	0.04	0.0	0.32	0.97	69.14	132.53	32.77	25.45	156.22	91.78	54.67	99.67	53.94	49.36	12.08	36.2	29.89	74.42	41.02	55.38	72.66	45.28	2.93	16.57	33.26	28.9	14.82	89.98	10.52	0.0	0.05	146.3	0.08	0.0	67.35	28.56
Napg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.66	0.0	99.21	0.0	454.93	118.9	0.0	87.83	0.0	6.44	0.0	136.16	0.0	0.07	0.14	152.37	7.24	59.73	0.19	152.84	2.1	105.57	37.63	266.12	190.53	116.58	144.32	139.48	105.57	59.46	85.65	88.97	127.32	144.63	144.88	77.1	90.06	85.66	5.02	45.19	12.19	10.7	71.32	206.28	85.39	1.02	0.55	0.0	0.51	0.0	0.0	334.69	186.27
Nmnat2	0.0	13.38	0.0	0.0	0.0	0.0	0.0	0.2	0.11	0.25	4.83	0.0	0.1	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	131.61	15.41	0.0	122.31	112.04	38.66	0.0	0.31	0.39	2.29	59.8	28.87	9.19	32.23	8.78	130.1	61.16	58.73	97.09	83.25	67.76	90.49	102.25	9.66	77.31	187.59	86.11	6.28	14.0	3.16	8.52	14.3	3.41	31.12	7.06	0.43	0.0	0.34	0.0	0.0	43.7	101.63
Nucks1	0.19	0.13	0.93	0.5	335.65	68.25	0.24	140.71	0.34	0.43	39.48	0.73	0.14	186.67	6.44	0.28	8.16	394.71	208.26	1.21	1.26	13.59	7.97	0.24	68.29	35.31	10.4	5.29	0.83	1.04	12.55	62.29	36.35	76.22	69.33	65.31	18.21	50.07	92.81	21.38	14.32	37.02	2.41	48.54	27.29	15.5	33.34	58.53	48.85	1.08	14.49	50.35	80.9	7.77	38.25	108.38	2.26	0.0	2.52	0.77	0.0	68.63	44.76
Pafah1b2	0.0	0.0	0.08	0.0	0.08	0.0	0.0	0.0	9.82	0.0	77.46	0.0	0.0	0.0	0.0	0.0	0.07	11.87	18.28	0.0	0.0	24.09	0.0	0.07	0.23	6.4	8.19	0.0	0.16	133.46	3.44	92.9	163.13	48.05	69.19	168.22	100.47	79.12	81.81	41.74	71.48	31.24	25.5	64.69	61.59	25.54	18.06	0.0	38.78	19.69	58.33	7.18	1.55	8.87	95.01	10.56	0.0	0.12	0.1	0.0	0.0	285.98	0.16
Paip1	32.68	0.08	205.4	0.15	0.0	159.24	0.2	149.51	0.0	3.19	183.01	15.8	5.76	181.9	154.03	3.48	5.44	3.45	16.82	45.14	0.31	257.71	189.3	0.04	33.09	221.47	72.04	4.3	229.51	2.97	3.98	110.96	69.35	72.57	121.52	167.62	60.01	139.76	151.84	227.94	194.34	117.9	172.8	121.96	9.66	103.1	113.83	129.22	130.63	117.25	75.37	267.16	138.69	185.75	142.05	0.53	5.46	54.14	9.41	1.21	164.38	68.51	118.09
Pdhx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.3	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	61.09	0.0	0.0	123.9	154.45	0.0	0.0	0.0	22.22	0.83	142.83	2.31	87.46	24.07	124.51	133.0	51.02	101.36	87.64	142.5	47.3	219.84	60.13	11.06	39.24	73.14	223.37	32.16	59.88	0.31	0.4	123.36	0.42	113.81	148.56	0.26	0.0	0.3	0.0	0.0	90.0	4.45
Pfkp	0.0	125.12	431.89	0.0	0.0	0.0	0.0	0.0	0.24	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.98	37.13	0.16	9.78	241.69	67.04	0.25	0.68	348.65	12.94	69.24	152.03	123.4	20.3	39.68	208.84	0.0	154.01	37.78	65.13	20.94	122.18	109.77	38.17	82.57	56.14	46.04	3.8	5.11	72.87	0.81	50.49	268.94	147.84	322.6	0.32	0.19	343.81	0.0	0.0	242.26	243.11
Ppm1k	2.11	2.54	3.57	1.33	2.13	229.11	29.26	67.29	316.83	374.24	1.79	142.09	6.86	2.37	243.2	4.32	3.5	0.0	4.94	1.9	1.01	35.12	65.35	210.21	5.0	11.6	39.62	2.41	5.17	170.0	18.46	58.55	152.0	34.27	49.62	72.54	126.0	220.38	61.63	92.66	101.1	89.06	168.43	218.6	30.13	222.76	66.68	283.79	10.81	14.96	62.12	3.14	23.82	29.05	128.78	516.69	5.48	1.75	92.6	2.24	1.45	61.4	22.75
Ppme1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.18	0.0	0.0	0.0	16.92	0.0	0.0	0.0	0.47	0.0	0.0	82.1	4.16	0.0	0.42	440.32	2.18	0.0	0.58	0.76	1.34	21.53	203.29	5.61	18.04	5.98	70.34	17.68	3.37	44.08	14.17	37.88	99.25	65.32	24.89	35.24	54.24	90.5	9.29	10.47	0.44	138.23	6.98	5.67	235.18	21.79	0.0	0.0	0.0	0.0	0.0	316.17	16.42
Ppp3cb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2	13.28	0.08	131.68	21.83	0.11	0.0	0.0	0.0	1.88	85.03	23.12	52.69	90.59	111.68	83.56	21.58	16.25	125.93	122.17	23.8	33.84	66.19	17.34	23.5	29.53	39.29	89.41	320.83	127.96	0.86	0.31	71.69	226.53	18.31	0.0	0.0	0.46	0.0	0.0	51.69	82.19
Prmt7	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	17.8	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.14	164.23	0.0	2.59	0.0	862.48	6.34	1.87	30.24	0.0	0.0	54.51	282.76	21.14	70.61	19.32	115.17	4.15	40.78	0.0	41.42	0.16	124.76	2.93	0.0	5.68	0.38	1.83	95.83	0.69	72.28	63.57	1.06	0.0	0.0	0.0	0.0	0.0	72.56	38.04
Prune2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33	0.04	0.04	27.53	0.0	0.0	0.06	0.04	0.0	0.0	0.0	0.0	0.0	0.0	95.19	33.3	0.06	0.16	97.33	11.38	0.0	0.11	0.08	2.23	55.6	28.04	77.21	191.87	106.23	251.81	103.22	115.19	126.31	128.6	61.01	71.62	80.59	94.69	119.18	96.86	171.51	93.1	0.79	65.88	93.93	148.82	135.65	17.34	0.84	0.05	0.06	0.14	0.04	0.0	50.62	90.44
Psmd2	1060.42	0.0	0.0	0.0	0.0	0.0	0.46	0.16	2.49	4.98	174.09	0.0	0.0	0.0	0.0	0.0	150.34	0.0	5.77	0.0	10.41	209.0	47.99	2.45	53.23	159.0	1.23	0.51	160.28	0.3	190.27	210.99	139.74	8.6	124.23	41.84	131.98	63.49	1.43	47.1	246.8	25.56	250.45	163.63	16.06	36.92	5.67	203.93	27.93	5.57	36.66	19.27	52.33	75.49	233.78	647.45	1.74	1016.67	504.58	20.68	0.63	175.1	146.95
Rab6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.45	22.44	0.0	11.16	92.55	12.09	0.0	0.14	0.0	0.88	166.55	366.92	135.76	195.96	332.63	179.53	275.35	317.29	99.45	117.97	35.2	138.89	76.54	23.27	97.1	122.73	223.23	22.2	30.6	80.51	38.28	38.55	33.99	248.52	370.03	0.0	0.13	0.11	0.0	0.0	256.17	212.17
Rad23a	0.0	0.0	0.0	0.0	0.0	137.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.28	44.01	162.15	0.0	0.0	0.0	44.36	347.21	48.92	70.52	0.0	0.0	0.0	0.0	2.55	66.32	73.19	36.81	4.54	110.42	0.0	86.44	81.89	7.79	0.0	14.58	28.54	32.94	0.39	71.56	21.79	25.41	29.86	159.37	4.36	0.16	0.95	47.19	67.56	0.0	0.0	0.0	0.0	0.0	0.0	15.86	29.62
Rbfox1	0.0	0.0	3.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.35	11.07	0.05	45.37	102.3	54.3	0.0	0.0	0.0	1.28	91.05	108.68	40.79	111.81	85.46	221.0	163.76	116.91	106.27	91.98	64.17	66.71	62.84	39.11	138.62	74.47	119.62	24.76	38.94	183.17	7.89	45.7	22.19	58.43	7.7	0.16	0.0	0.44	0.0	0.41	109.38	139.67
Rgs17	0.0	0.08	0.05	0.0	0.0	0.0	0.0	0.17	0.18	0.11	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.24	0.25	0.99	11.63	44.5	0.06	0.0	0.0	0.11	0.55	7.14	4.56	43.89	34.19	15.07	32.38	29.21	25.56	10.11	78.92	18.66	25.79	23.8	11.64	21.94	31.71	59.1	0.37	0.7	34.72	2.19	11.15	0.26	56.0	6.27	0.1	0.05	0.0	0.0	0.0	41.72	39.09
Rnf41	0.12	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.12	0.0	0.0	231.49	0.0	0.0	0.0	0.0	34.17	0.0	0.0	12.15	44.42	3.41	0.0	0.0	0.0	0.0	0.33	0.6	1.65	16.15	22.24	10.61	0.0	0.0	0.06	21.7	23.35	0.22	33.54	35.1	1.04	28.75	32.95	0.27	0.23	0.31	0.0	0.05	0.0	0.95	0.34	0.0	0.0	0.15	0.0	0.0	96.78	29.02
Rps6kl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	19.33	0.25	15.94	0.0	0.0	0.0	3.32	0.0	108.59	14.76	0.0	4.7	2.71	0.0	8.57	0.0	0.71	0.38	0.21	0.17	0.0	0.0	2.76	0.0	1.71	0.28	0.0	0.07	0.0	0.0	62.3	185.12	0.0	0.0	0.2	0.0	0.0	67.73	57.08
Rpusd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.16	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	71.36	0.0	21.67	0.0	0.0	67.57	1.27	281.5	0.0	2.13	71.72	56.78	71.53	62.54	0.0	43.7	100.6	12.32	47.93	0.15	17.35	57.74	103.87	90.66	0.71	0.0	0.0	0.0	0.0	0.0	57.21	109.06
Scamp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	142.21	0.09	219.09	0.0	0.0	396.72	0.0	0.13	0.0	0.0	0.0	120.64	1.28	0.0	254.44	142.93	0.12	0.0	3.44	0.0	3.5	42.27	84.06	134.32	49.66	90.04	151.06	57.55	103.53	73.31	28.13	40.45	57.51	174.63	57.15	117.12	40.85	121.07	7.89	3.03	8.78	0.61	15.82	98.91	87.4	78.99	0.0	0.0	0.64	0.0	0.0	256.91	126.26
Scn1a	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.09	0.0	0.0	0.0	156.49	0.0	0.0	0.0	0.0	0.0	0.0	43.33	44.68	0.0	72.53	112.18	4.14	0.0	0.0	0.0	1.63	238.43	378.73	237.18	169.21	210.75	250.33	282.02	212.3	247.65	170.16	48.91	154.67	103.63	141.43	150.84	133.35	306.43	138.26	43.63	212.34	107.28	119.89	69.27	110.33	145.18	0.0	0.0	0.12	0.0	0.0	82.69	25.74
Slc25a12	0.0	0.0	0.0	0.11	241.75	0.0	0.0	0.0	0.25	67.42	20.18	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.41	220.83	94.06	0.05	65.63	212.46	0.44	0.0	0.0	0.0	1.11	87.32	436.3	154.09	16.45	34.71	112.1	240.16	62.18	9.74	188.28	128.61	59.31	122.34	75.81	68.74	45.41	168.52	87.31	21.7	14.57	1.75	164.61	170.36	168.33	26.69	0.22	849.24	0.44	0.0	0.0	182.77	179.97
Slc2a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	281.13	0.0	0.0	43.5	39.5	0.0	0.0	0.17	0.0	0.26	45.33	192.33	135.26	24.1	18.22	94.26	49.65	29.99	45.98	283.45	25.24	313.05	39.67	31.34	82.15	63.96	124.83	2.86	18.97	29.54	60.85	14.13	10.15	2.88	0.6	0.0	0.0	0.13	0.0	0.0	67.75	97.26
Snurf	0.0	0.0	0.0	0.0	2.75	1.04	0.0	0.0	25.77	0.18	85.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.05	128.57	70.84	14.62	40.97	115.07	25.51	0.0	0.03	0.04	2.94	153.42	24.79	90.34	174.64	57.47	89.04	123.34	105.03	121.27	288.56	112.63	139.65	174.06	103.06	176.99	83.53	229.2	119.94	75.76	101.5	141.43	95.72	160.57	105.51	3.01	0.09	0.01	15.02	0.0	0.0	58.07	90.15
Spryd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.17	0.0	0.0	0.0	79.86	45.4	0.0	0.0	0.0	0.43	0.91	0.0	4.12	32.65	85.44	16.94	116.31	13.7	0.0	0.0	44.13	32.84	31.71	1.6	59.04	0.74	94.79	0.09	0.18	3.7	0.07	0.0	0.17	87.6	0.49	0.0	0.0	0.32	0.0	0.0	2.97	156.92
Srsf9	0.0	0.0	86.59	0.0	0.0	0.0	141.65	373.79	531.35	0.0	2.38	12.84	0.0	56.68	0.0	0.0	0.0	143.57	0.0	0.0	0.0	92.8	14.8	0.28	150.23	19.57	73.87	0.0	1.8	97.7	0.0	59.61	16.89	104.83	107.68	0.0	11.06	10.4	103.54	136.02	124.05	39.82	188.42	53.96	40.94	60.4	6.05	88.11	35.09	57.03	12.3	104.45	19.24	115.0	40.77	62.34	0.0	54.06	0.45	0.0	0.0	32.19	35.24
Sult4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	137.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.34	72.03	0.13	1.04	499.56	89.29	0.0	0.0	0.0	7.96	102.7	356.08	192.8	3.83	155.25	244.57	209.51	3.34	101.55	316.58	83.56	290.62	144.61	87.62	222.42	106.5	491.53	61.32	153.3	7.36	38.98	1.87	13.2	367.31	158.07	0.0	0.0	0.54	0.0	0.0	533.63	250.07
Tfdp1	0.0	0.0	0.0	338.71	0.24	405.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.78	0.0	0.09	4.12	9.08	0.51	257.32	0.0	0.0	0.63	0.0	31.86	53.45	60.24	0.0	29.01	38.47	0.0	0.96	350.53	0.57	31.82	40.68	2.73	89.97	33.51	50.66	0.0	0.68	63.4	0.1	90.67	0.0	32.97	0.0	1.15	0.0	0.46	0.0	0.0	67.76	3.09
Thrb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	55.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.62	0.1	0.05	118.05	230.23	41.69	0.0	0.72	28.17	2.25	46.35	21.25	0.0	78.73	137.56	62.54	123.78	40.04	29.84	52.84	87.06	29.07	121.78	120.36	121.26	75.54	130.46	59.29	4.85	1.44	30.77	2.02	9.38	124.8	1.56	0.32	0.58	0.63	0.0	0.0	23.36	0.05
Tmem170b	8.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.1	0.32	4.49	0.02	0.05	0.0	1.47	0.0	0.01	0.0	0.0	0.0	0.0	31.42	40.7	0.09	16.35	86.14	36.3	0.0	339.36	280.86	0.58	7.83	9.93	2.07	24.98	36.89	6.7	54.62	86.48	74.03	23.69	30.19	50.49	75.17	26.08	10.78	26.84	125.07	4.48	10.13	0.39	86.4	7.37	1.55	21.51	0.33	1565.49	153.37	346.45	0.07	0.09	3.82	139.04
Tmem68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.98	26.64	124.97	203.72	0.0	0.0	680.78	0.0	0.0	392.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.11	95.03	0.0	0.0	0.0	0.0	1.62	78.42	160.48	0.0	72.45	0.0	86.09	147.8	54.66	0.0	8.13	0.0	230.06	139.96	35.93	0.0	57.88	163.49	0.87	208.58	0.49	222.57	115.24	6.02	131.29	0.46	0.25	0.0	0.59	0.0	0.0	70.09	67.82
Trim32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	35.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.39	3.42	0.0	99.36	149.87	40.79	0.0	0.0	0.28	1.31	50.53	84.15	112.86	125.88	86.41	119.82	28.15	60.99	280.32	43.05	19.94	23.93	93.91	86.31	128.23	105.67	1.12	0.92	114.21	21.52	72.8	84.74	20.78	159.75	1.86	0.0	0.0	0.0	0.0	0.19	224.36	181.78
Txnl4a	5.2	7.07	3.41	0.98	3.98	91.13	3.88	4.48	21.07	13.04	39.21	5.83	205.96	194.73	115.5	16.36	153.74	36.03	0.36	0.0	5.3	81.53	31.51	1.13	147.77	190.83	2.15	5.25	5.9	22.95	17.27	295.94	245.92	51.51	94.57	91.56	127.7	152.84	144.24	43.03	90.39	44.42	156.74	161.13	32.37	178.75	64.31	35.87	16.0	289.06	154.13	201.52	80.84	62.63	274.91	37.62	8.16	29.66	15.26	129.21	7.51	193.36	263.28
Ube2k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.41	7.21	0.0	5.31	0.0	0.0	0.0	0.0	20.27	570.91	0.0	0.15	0.0	0.0	23.77	33.44	0.0	0.1	2.66	0.0	0.0	0.0	0.18	0.0	89.61	7.11	0.65	83.98	14.97	28.33	51.58	29.28	3.39	101.4	5.4	48.05	51.02	19.39	79.42	34.87	64.21	21.25	22.82	12.31	117.35	31.43	0.69	69.42	0.97	1.44	0.0	0.36	0.0	0.0	35.42	23.22
Ube2n	0.0	0.13	0.0	0.17	0.0	403.56	0.0	0.0	0.0	0.0	391.02	0.0	0.0	0.11	257.28	0.0	208.55	0.0	0.0	0.0	627.13	180.04	207.45	180.0	129.81	149.76	57.41	137.05	0.35	0.23	4.61	228.65	261.75	200.17	208.73	138.67	289.73	383.61	228.3	181.5	148.58	164.36	290.83	215.02	127.92	223.49	238.65	461.92	176.25	2.39	160.08	161.05	240.92	166.74	186.2	4.0	0.17	159.67	334.56	5.4	0.16	174.03	218.02
Usp14	0.0	0.0	0.0	0.0	0.0	255.39	111.94	0.11	31.0	0.22	85.07	0.0	604.55	0.0	0.0	0.0	0.0	11.31	0.0	0.0	0.0	63.16	150.04	0.08	7.77	35.11	1.72	243.89	0.16	0.0	4.79	101.14	90.56	159.42	209.23	196.11	114.82	207.36	171.04	179.35	154.81	70.35	170.08	202.29	118.76	166.11	100.79	267.4	1.02	159.18	40.97	165.73	196.94	300.27	204.83	215.54	0.0	0.0	0.8	0.0	0.0	200.3	106.02
Usp5	0.0	0.11	462.91	0.1	0.0	178.66	0.0	0.0	0.15	0.43	0.0	0.0	0.0	52.7	17.42	0.0	0.0	0.0	0.0	0.0	0.0	45.78	59.06	0.05	4.19	6.84	0.81	224.77	0.0	0.0	0.66	81.76	5.98	28.01	110.27	78.46	78.81	97.33	10.96	0.0	52.81	22.3	83.64	60.98	1.55	47.52	55.21	114.88	67.81	0.98	32.7	2.28	31.02	0.4	108.12	0.37	0.2	0.0	0.64	0.0	0.0	76.47	197.32
Wbscr22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.21	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.8	0.0	1.93	133.64	0.0	1.5	1.41	0.0	0.0	0.0	81.75	68.92	0.0	54.95	0.0	46.49	0.0	0.0	0.0	60.86	5.44	0.0	32.08	16.2	36.39	0.57	0.0	0.61	0.4	8.28	0.12	76.06	109.34	0.24	0.8	0.0	0.0	0.34	0.0	0.0	33.97	55.66
Wdr18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	49.01	3.31	0.11	3.34	45.1	0.0	0.0	0.0	0.0	1.42	0.0	2.5	0.77	31.43	0.0	33.53	97.17	0.0	35.05	0.0	0.0	24.79	16.82	41.14	4.67	0.0	0.0	0.15	0.24	0.0	0.06	4.97	13.17	28.69	0.4	0.0	0.0	0.09	0.0	0.0	101.95	21.91
Ywhag	0.0	0.0	0.0	0.0	0.0	0.36	0.12	0.0	0.13	0.16	132.44	0.06	0.0	0.09	0.0	0.1	0.0	0.0	0.0	0.0	0.0	53.31	42.27	34.14	48.87	45.52	61.8	0.25	0.2	0.25	2.37	144.38	520.3	209.45	201.92	207.42	226.88	86.16	261.95	123.2	59.34	76.7	145.88	74.65	46.58	161.91	163.79	65.31	39.36	104.28	50.66	130.1	89.19	182.12	263.61	26.08	86.39	0.0	1.42	0.18	0.0	301.17	183.09
Zfp612	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	176.87	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.47	0.03	1.2	84.2	0.95	0.0	0.0	0.18	0.64	12.55	14.44	15.64	125.23	90.83	66.2	0.97	6.95	0.87	0.0	35.75	0.39	31.15	38.57	0.0	23.79	13.78	0.32	0.4	52.62	0.12	55.53	12.2	42.25	17.84	0.4	0.0	0.52	0.2	0.0	24.38	62.38
Zfp706	0.0	141.69	90.5	0.09	6.98	0.0	1.57	84.63	3.61	0.6	10.81	3.07	0.0	126.9	0.21	1.53	4.69	0.32	164.31	0.0	0.0	141.55	217.8	0.4	19.5	85.51	94.53	0.5	0.46	0.4	13.19	61.18	31.06	37.15	9.69	73.67	48.58	161.45	70.41	34.25	52.69	49.27	110.16	104.81	101.66	81.14	69.63	95.1	108.3	47.97	0.15	48.8	17.44	105.17	74.46	6.55	3.06	0.72	0.99	19.78	152.48	208.69	102.4
mt_GU332589	15332.83	8558.76	11899.79	28558.05	21230.38	14764.74	5325.98	9115.7	10592.47	11728.71	13911.05	10543.38	17715.55	12861.37	11648.74	9401.37	10623.15	10490.75	10490.52	12014.73	9868.33	12161.57	22738.66	26493.16	13741.48	13267.12	28909.02	7281.25	12086.63	8097.57	12431.83	7354.81	10558.64	10398.78	5398.62	9662.47	7366.06	6529.01	9258.74	8314.26	12449.98	31086.28	9573.74	16090.8	21460.06	22390.28	20242.91	10556.01	18187.79	11566.32	19369.81	14379.47	14964.47	12118.79	8379.29	19212.31	12718.04	7312.3	10154.73	5699.55	6760.48	6781.78	8834.73
