	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Gad2_tdTpositive_cell_12	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_39	Gad2_tdTpositive_cell_44	Gad2_tdTpositive_cell_77	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_1	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_23	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_38	Ntsr1_tdTnegative_cell_39	Ntsr1_tdTnegative_cell_41	Ntsr1_tdTnegative_cell_42	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_45	Ntsr1_tdTnegative_cell_57	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_11	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_20	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_11	Scnn1a.Tg2_tdTnegative_cell_12	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_15	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_7	Scnn1a.Tg3_tdTnegative_cell_9	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_11	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
0610007P08Rik	2.12	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	29.01	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12	0.04	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.86	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.35	395.07	0.0	0.0	0.0	0.0	0.0	0.0	212.53	181.81	0.0	0.0	0.0	4.51	1.85	5.16	2.76	2.93	2.89	3.86	4.77	2.81	2.79	0.0	10.93	10.13	11.71
1600014C10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	305.4	0.0	0.0	0.0	0.0	0.0	67.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	503.02	0.49	0.13	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.43	10.61	0.07	13.26	0.0	0.1	0.0	0.26	0.0	0.0	0.45	0.0	0.0	0.0	0.14	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.23	0.18	0.0	0.0	701.07	0.16	0.0	0.0	730.5	0.0	0.0	0.0	0.0	0.0	7.92	19.24	16.91	27.8	19.42	26.03	19.97	29.96	28.08	46.06	32.95	36.11	17.38	21.99	22.96	19.59
1600027N09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.22	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.14	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	3.48	3.5	2.07	1.28	0.0	2.32	1.19	0.3	0.0	16.77	13.65	12.96
1700109H08Rik	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	54.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.42	0.0	0.0	0.0	0.0	0.0	3.47	0.0	0.0	0.35	0.0	0.0	35.9	0.0	0.0	0.0	0.0	0.0	0.55	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	0.55	0.0	1.0	0.43	3.53	2.68	1.84	0.0	1.78	0.0	0.52	0.2	1.91	2.56	2.62
1810034E14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	636.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.39	0.0	0.0	0.44	0.36	0.34
2310005A03Rik	9.33	0.77	0.0	0.0	0.03	0.0	0.0	0.0	0.0	39.76	0.97	0.0	0.0	0.0	0.0	0.64	1.43	0.0	0.0	0.57	7.31	0.37	0.0	1.94	0.0	0.91	0.0	0.0	2.46	0.64	0.94	0.0	1.41	0.0	0.47	0.46	0.0	0.0	2.67	0.0	1.0	9.96	0.33	0.0	1.15	1.13	4.05	0.0	0.63	0.29	0.0	0.0	0.0	0.0	0.27	0.67	1.61	1.13	3.95	0.49	6.08	13.67	0.36	0.0	1.54	0.0	0.0	7.69	42.38	0.0	0.0	0.2	0.41	0.0	0.0	0.0	0.0	0.52	0.27	1.06	1.29	0.8	0.0	0.5	0.0	1.09	0.58	0.48	0.78	0.26	0.19	0.81	0.41	1.28
2500003M10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	306.97	4.22	0.0	0.0	0.0	18.52	0.0	0.0	0.0	0.0	0.0	0.05	24.48	7.59	0.0	0.0	0.0	0.0	207.49	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.41	11.83	22.61	0.42	0.0	0.0	496.18	1.01	0.23	0.0	0.0	0.0	0.0	0.0	0.23	28.98	0.0	4.3	0.39	0.2	0.09	486.6	0.0	55.67	0.0	0.0	640.64	8.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.59	0.0	12.09	10.66	11.3	2.38	5.81	6.44	5.61	1.64	8.61	12.15	10.87	0.08	118.96	120.09	114.18
3110057O12Rik	0.0	0.0	0.0	414.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35	0.0	0.0	0.0	95.5	187.24	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	188.41	53.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.93	0.09	20.73	0.27	0.0	0.1	0.0	0.0	0.14	904.5	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1024.3	0.0	0.0	4.85	0.0	0.0	2.36	0.0	0.0	0.0	0.0	25.27	13.54	5.78	9.48	9.95	18.49	25.24	13.96	8.83	19.1	13.98	0.35	13.29	11.41	10.56
3200001D21Rik	0.0	0.16	0.18	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.27	0.0	0.0	0.04	0.0	0.28	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.8	0.0	0.39	0.36	0.66	0.6	0.0	0.22	1.66	0.16	44.77	0.48	0.4	0.37	0.57	0.0	0.67	0.0	0.0	0.0	0.26	0.38	0.0	0.0	0.0	0.0	0.69	0.0	147.75	0.47	0.0	0.25	0.0	0.0	0.0	0.14	0.0	0.0	9.64	0.16	0.16	0.15	0.0	1.04	1.32	0.09	1.31	0.39	0.91	0.0	0.21	1.31	0.91	0.76
4930405A21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.18	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.05	0.0	0.0	0.0	0.0	0.0	0.0	3.23	1.09	0.0	0.61	0.7	0.84
A130022J15Rik	57.15	0.0	0.0	0.0	0.43	0.0	221.56	0.0	0.0	936.55	0.0	0.0	0.0	0.0	0.0	0.12	270.87	0.0	123.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.53	0.0	5.9	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.13	855.19	0.0	0.0	0.0	0.39	0.0	6.65	0.09	0.45	0.0	0.0	0.29	1007.87	0.0	0.0	0.19	0.0	0.0	0.0	0.0	6.29	0.0	0.0	2.32	0.0	9.58	0.89	2.52	6.53	0.08	1.54	5.38	3.0	3.46	0.12	21.85	18.38	21.81
AI837181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	4.55	0.0	0.0	0.0	0.0	0.4	0.0	1.34	0.0	0.22	8.58	0.0	0.0	26.33	93.45	35.43	0.9	0.21	188.14	0.0	0.0	0.0	0.0	105.64	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.28	0.0	0.19	0.19	10.8	0.0	0.0	3.17	1049.03	0.0	0.0	0.0	13.91	0.0	0.0	0.47	0.0	0.0	22.65	4.72	42.59	46.39	31.98	42.8	48.85	56.11	27.26	17.88	42.89	32.76	0.62	63.06	74.39	69.21
Abca8b	0.11	0.0	0.06	0.0	1.28	0.0	0.97	0.0	0.0	0.82	16.62	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.03	1.31	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.09	24.83	0.0	2.09	1.84	0.14	0.0	0.0	216.64	0.33	0.0	0.31	73.16	0.0	0.0	1.86	0.06	4.25	0.0	0.0	0.0	0.0	0.05	0.0	12.55	0.0	0.05	0.04	0.13	0.34	0.0	0.0	0.0	7.69	0.11	0.18	0.0	8.0	0.0	4.31	0.0	556.24	0.0	2.98	0.0	0.0	0.0	3.02	0.0	1.07	0.1	1.67	1.47	2.09	1.68	0.27	0.49	1.63	0.16	0.12	0.38	1.05	1.53	1.28	15.09	12.8	14.73
Abcf1	50.44	0.0	0.0	0.0	68.01	0.0	0.0	27.21	0.0	24.9	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	17.4	103.87	7.21	0.0	0.0	0.0	0.0	0.0	0.94	184.32	0.19	0.0	0.0	0.0	0.0	44.79	46.5	0.0	0.0	55.85	0.0	0.12	2.36	0.0	31.65	47.81	19.18	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	59.52	0.0	33.08	11.68	110.01	1.78	0.21	0.13	0.0	0.0	229.78	74.58	277.59	0.0	0.0	927.76	0.0	48.39	0.0	0.0	0.0	0.0	1.92	0.0	38.08	19.56	62.81	43.85	34.64	35.31	27.8	38.17	32.11	37.61	47.31	39.98	46.39	41.24	70.7	69.81	70.88
Ace	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	13.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	2.09	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	8.14	9.12	8.0
Adam9	0.0	0.0	0.0	0.0	0.0	0.0	0.17	5.96	1.61	0.0	3.94	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.56	0.16	0.0	87.87	0.0	0.0	0.0	0.0	0.0	47.16	0.0	0.0	0.0	9.08	0.0	0.0	33.56	0.0	7.85	0.0	0.0	0.0	0.34	15.15	0.05	5.72	0.0	0.0	301.4	181.94	30.73	0.12	0.0	0.0	595.35	0.0	0.0	0.09	0.19	15.4	0.0	686.28	0.33	0.21	0.07	0.18	0.0	0.38	0.0	1755.44	0.0	0.0	0.45	0.0	0.0	0.0	3.91	561.95	72.83	0.0	1.04	6.6	20.02	5.23	7.24	7.1	5.11	7.68	5.72	5.29	3.72	25.7	40.11	39.96	42.21
Adck2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.12	0.04	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.51	0.06	0.07	0.0	0.12	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.57	0.0	0.0	0.0	0.88	0.2	0.0	0.0	0.0	711.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.95	0.6	0.0	0.0	0.89	2.76	4.64	6.48	0.17	4.7	2.13	0.98	9.04	14.22	15.66	15.45
Agap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	1.24	0.71	0.0	0.0	0.0	0.0	1.49	0.36	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.1	0.0	0.0	0.63	0.0	0.0	0.0	0.0	1.42	3.62	0.0	0.0	0.0	0.0	1.19	2.17	2.23	10.87	0.0	0.0	0.0	0.41	0.0	0.0	2.75	0.0	4.75	0.0	0.0	0.0	9.33	5.78	2.14	2.3	0.12	2.1	0.0	0.13	0.0	0.0	0.0	4.32	0.0	6.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	3.74	2.26	5.52	2.27	3.74	2.69	2.91	2.46	3.88	5.08	5.91	8.46	422.27	459.59	467.65
Agps	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	61.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	9.68	0.0	3.54	0.0	0.0	0.0	0.07	1.79	0.0	0.0	0.0	71.29	20.84	0.0	2.49	5.02	0.07	89.19	12.35	0.0	0.0	0.0	5.31	0.0	7.33	0.09	4.06	0.03	0.0	0.0	0.0	216.48	3.64	202.55	0.0	0.0	0.05	0.0	3.33	2.91	0.06	0.0	0.04	0.0	0.0	0.0	0.0	0.0	379.6	16.81	3.5	251.43	0.0	0.0	0.0	0.0	29.2	24.73	0.0	5.14	3.17	6.32	3.24	2.85	2.69	3.79	0.29	6.96	4.48	3.03	0.46	17.77	17.06	17.29
Antxr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	252.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07	0.0	0.75	1.3	5.84	0.0	0.0	0.37	0.28	0.97	2.09	0.0	9.98	8.77	8.59
Arih1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	225.81	0.0	69.31	0.0	136.83	0.0	0.0	146.91	0.4	191.5	3.87	26.65	0.0	0.0	61.03	0.0	0.0	0.0	8.56	0.0	67.12	0.0	0.0	0.0	53.2	0.09	0.1	0.0	0.0	0.0	0.0	0.09	0.21	13.86	45.34	15.58	0.0	18.68	0.04	17.21	0.0	0.0	0.0	0.0	0.0	0.22	2.25	0.39	3.21	0.62	0.0	0.13	0.33	0.0	0.0	0.0	141.52	24.96	0.0	394.14	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	24.22	1.87	12.04	10.11	7.6	3.88	4.41	5.11	4.66	8.16	15.11	11.15	6.66	20.77	45.7	44.14	45.02
Arl10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	23.1	23.85	23.95
B3gnt5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	21.58	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	94.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.63	0.51
BC065397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84	0.0	0.11	0.07	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	31.74	0.0	0.0	0.0	335.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	0.0	0.21	7.82	0.0	0.0	0.0	0.0	0.0	2.98	0.86	0.0	2.91	2.03	3.13
Bcs1l	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.37	0.48	192.12	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.75	32.12	16.39	20.17	0.0	0.0	0.0	0.0	0.0	0.0	841.51	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	9.13	0.31	0.0	0.0	1030.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	47.29	32.85	20.53	42.44	16.99	50.57	51.99	69.48	29.19	40.89	26.1	53.21	18.75	20.93	22.71
Bmper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	53.2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	956.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	2.39	0.0	2.42	0.0	1.91	0.0	7.15	7.15	7.41
Bsn	0.0	0.0	0.0	0.08	0.03	0.01	0.04	0.09	17.5	0.0	0.0	0.0	0.02	0.03	0.0	0.18	0.1	0.05	0.06	11.07	1.32	0.0	0.07	0.0	0.0	0.21	0.07	0.1	0.06	0.01	0.01	0.0	0.09	0.02	0.17	0.11	0.19	0.0	0.02	0.0	0.08	0.06	7.62	24.88	18.84	0.0	0.13	0.06	3.29	0.11	0.02	0.5	0.08	0.03	0.39	0.09	0.15	0.05	0.45	0.25	0.13	0.1	0.15	0.06	0.0	0.0	0.0	0.0	6.84	0.0	0.07	0.0	0.1	0.0	0.0	0.2	0.0	0.0	16.69	15.08	12.7	18.36	18.51	15.42	13.3	11.86	16.08	12.76	17.76	16.94	2.39	89.93	87.69	106.31
Cachd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.66	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.88	0.0	0.0	0.0	0.0	22.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.06	0.48	0.21	0.0	8.1	8.24	7.81
Cacna1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	13.0	4.01	0.0	0.0	0.0	18.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	2.65	1.82	2.71	1.75	1.67	2.24	0.41	0.98	2.16	1.31	1.53	0.27	73.0	70.76	78.42
Cacna1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	95.98	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.12	0.05	16.72	0.0	0.0	0.0	0.0	0.05	0.11	25.95	13.18	35.89	0.0	0.0	0.0	0.54	0.03	0.0	0.0	0.0	0.0	0.0	0.13	0.2	104.72	0.12	0.0	51.68	26.15	0.04	0.0	0.06	0.0	0.0	0.0	29.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	3.45	48.33	30.05	68.5	29.34	45.14	43.8	35.97	13.43	63.72	28.16	27.94	30.5	78.28	66.78	84.4
Ccdc43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.28	0.0	0.0	179.06	0.0	0.36	0.43	0.76	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	385.16	422.24	0.0	0.0	0.0	0.59	32.01	0.09	12.17	0.3	0.14	72.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.29	0.0	0.0	45.08	0.0	0.0	0.0	0.0	0.0	618.65	331.6	0.0	0.0	0.0	49.86	0.0	0.0	2.2	0.0	2.5	33.68	65.91	64.82	97.49	22.35	26.24	19.23	44.13	52.98	49.57	52.44	0.29	19.59	20.96	19.25
