	TCGA.EM.A4FV.01A.11R.A250.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.EL.A3ZP.01A.11R.A23N.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.FY.A40K.01A.11R.A23N.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.EL.A3CO.01A.11R.A19O.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.H2.A3RH.01A.11R.A220.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A4UQ.01A.11R.A250.07	TCGA.FE.A237.01A.11R.A16R.07	TCGA.BJ.A0Z3.01A.11R.A13Y.07	TCGA.MK.A4N9.01A.11R.A250.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.ET.A39R.01A.11R.A19O.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.CE.A13K.01A.11R.A10U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.DJ.A4V5.01A.11R.A250.07	TCGA.DO.A1JZ.11A.11R.A13Y.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.1192X.1126.SM.5EGGU	GTEX.1399T.0126.SM.5KM15	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.WHPG.0226.SM.3NMB9	GTEX.1313W.0726.SM.5EGK1	GTEX.11EQ9.0626.SM.5A5K1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZZ64.0126.SM.5GZXA	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.WL46.0126.SM.3TW8I	GTEX.XLM4.0726.SM.4AT64	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.SJXC.0726.SM.2XCFJ	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.PX3G.2626.SM.2I3EG	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.XGQ4.0426.SM.4AT4I	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.12WSJ.0326.SM.5GCMT	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.X8HC.0726.SM.46MWG	GTEX.VUSG.0426.SM.3GIKD	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1
MAT2B	1936.53	1359.57	1407.55	1359.57	1508.65	1662.49	1340.84	1757.34	1639.59	1896.65	1277.29	1397.83	1397.83	1143.1	1073.91	1721.16	1721.16	1697.45	1870.53	1617.0	1583.71	2032.85	1781.89	1870.53	1781.89	1331.57	1233.75	1437.15	1277.29	1950.0	1467.37	1388.16	1781.89	1819.35	2701.35	1417.35	1674.06	2163.77	2319.15	2104.58	1745.2	1639.59	2193.99	2271.4	1909.85	1605.83	2434.5	3349.13	1991.0	3515.68	1529.73	1896.65	1662.49	1437.15	1457.23	1477.58	2090.03	1359.57	1651.0	1498.22	1950.0	1757.34	1733.13	1806.78	1977.24	1508.65	1896.65	1721.16	2047.0	1628.26	2271.4	1685.71	1757.34	1769.57	3303.0	2591.27	1651.0	1259.69	1963.57	1594.73	1950.0	2224.63	1583.71	1685.71	1721.16	2796.65	2133.97	1745.2	1870.53	1594.73	2032.85	1870.53	1529.73	2119.22	2047.0	1417.35	1844.76	1936.53	1268.46	2075.59	1991.0	1617.0	2271.4	1781.89	1936.53	1923.14	1844.76	2018.8	1697.45	2119.22	1844.76	1832.01
MEI4	7.69	0.0	0.97	5.06	5.11	9.93	5.02	7.17	3.99	12.74	17.38	5.45	10.55	3.86	0.0	6.89	15.45	4.17	8.78	6.01	10.63	5.5	9.63	12.93	7.75	2.78	1.85	8.99	5.11	5.63	5.19	57.08	67.59	80.01	163.28	10.24	38.95	105.15	42.71	75.64	72.01	27.84	64.8	74.06	114.36	23.76	58.3	218.79	98.04	161.02	43.94	50.27	29.91	29.91	11.82	46.5	53.95	35.0	28.04	42.71	59.55	52.82	10.0	44.57	31.0	28.65	8.13	15.68	29.27	32.82	132.44	23.59	28.65	71.5	289.02	24.46	32.59	34.02	85.82	28.24	53.95	43.63	105.15	10.71	13.62	120.94	28.65	72.52	92.05	37.59	33.54	51.35	12.0	81.14	52.82	24.81	48.52	53.95	65.26	25.54	54.33	5.19	66.65	63.0	66.65	49.56	36.27	11.13	63.0	62.56	29.7	58.71
METTL20	79.45	43.94	33.78	49.21	32.82	38.67	24.99	40.93	40.07	43.94	71.0	37.05	56.68	44.89	45.85	36.79	49.21	34.51	43.02	53.95	32.36	41.52	52.08	38.67	57.08	57.89	69.52	33.78	51.35	40.36	42.41	104.42	112.77	90.77	102.25	29.48	125.24	115.16	128.79	116.78	93.35	112.77	77.25	96.01	120.1	106.63	96.68	152.28	74.06	163.28	111.99	182.55	87.65	71.5	86.43	94.01	120.94	74.58	96.01	112.77	87.65	154.42	83.45	111.21	86.43	74.58	33.3	64.34	132.44	100.13	82.87	77.79	100.83	107.38	106.63	165.57	111.21	108.9	88.26	73.54	91.41	77.25	105.89	55.49	115.16	123.5	95.34	102.97	84.04	77.25	71.5	57.49	65.72	88.26	77.79	73.03	78.34	117.6	115.16	61.25	113.56	99.43	83.45	92.05	205.5	112.77	41.81	46.5	127.0	68.55	107.38	111.99
MLLT3	224.97	151.22	293.07	256.78	271.48	204.07	221.86	361.04	309.83	206.94	341.51	297.17	249.73	211.31	212.78	232.94	314.17	348.71	309.83	316.37	209.84	279.14	189.02	265.87	291.04	220.32	262.2	256.78	218.79	289.02	201.25	679.29	934.76	866.07	1008.9	884.29	612.11	981.29	693.58	753.83	521.76	587.13	591.22	836.53	842.36	547.75	860.08	1388.16	551.56	1628.26	400.71	507.46	759.08	397.93	429.54	497.0	669.92	466.88	476.71	432.53	748.61	525.39	447.82	647.07	376.41	679.29	503.95	567.1	808.0	995.0	703.28	607.87	660.68	599.49	934.76	854.13	529.06	500.46	723.08	551.56	642.59	1225.22	444.72	571.05	612.11	1119.56	748.61	638.15	567.1	457.25	555.41	629.35	476.71	480.04	954.43	384.34	954.43	728.11	483.38	759.08	941.27	376.41	890.44	583.07	802.41	563.18	753.83	493.56	629.35	633.73	764.36	921.88
MTPN	785.88	500.46	525.39	447.82	684.02	713.11	351.14	738.29	921.88	1008.9	1081.39	780.44	633.73	470.14	507.46	921.88	866.07	947.83	688.78	860.08	961.07	988.12	713.11	988.12	791.35	583.07	567.1	457.25	1008.9	612.11	836.53	1709.26	2004.85	2319.15	3039.3	896.64	1015.93	1561.89	1407.55	1508.65	1151.06	1359.57	2351.53	1167.14	1467.37	1135.2	3395.89	1745.2	1745.2	1950.0	1242.34	1447.15	1936.53	1119.56	808.0	1208.34	1540.37	909.17	1175.27	909.17	2351.53	1286.18	1388.16	1044.52	1467.37	1417.35	1216.75	1651.0	2468.49	1407.55	1896.65	1151.06	1529.73	1583.71	2758.13	2075.59	1167.14	854.13	1572.76	1135.2	1359.57	2451.44	1628.26	1216.75	1259.69	2319.15	1175.27	1104.13	1096.5	1397.83	1088.92	1437.15	974.5	1605.83	1605.83	708.18	981.29	1135.2	860.08	1037.29	1340.84	902.89	1709.26	1331.57	759.08	1066.48	1331.57	1519.15	1378.57	2209.26	1277.29	2537.92
NAP1L5	186.4	183.82	101.54	143.01	197.09	119.26	153.34	234.57	159.9	241.19	223.41	165.57	232.94	204.07	172.65	136.19	246.28	182.55	221.86	180.02	128.79	139.07	151.22	142.01	208.38	211.31	153.34	217.27	205.5	138.1	133.36	316.37	361.04	389.72	438.59	185.11	189.02	291.04	191.67	591.22	420.68	206.94	395.18	346.29	236.21	277.2	414.87	607.87	420.68	351.14	277.2	450.94	281.09	190.34	163.28	320.8	320.8	201.25	307.69	239.52	414.87	363.56	289.02	246.28	262.2	329.84	299.25	218.79	289.02	346.29	376.41	305.55	438.59	379.04	529.06	381.68	237.86	249.73	361.04	223.41	277.2	361.04	244.57	258.57	190.34	698.41	366.09	318.57	287.01	264.03	271.48	336.79	206.94	381.68	301.33	182.55	460.44	295.11	209.84	231.32	307.69	112.77	303.44	346.29	255.0	265.87	320.8	295.11	231.32	400.71	258.57	384.34
NDUFA5	1991.0	1857.6	1529.73	1369.04	1651.0	1832.01	1304.15	1651.0	1277.29	1721.16	1950.0	1674.06	2255.7	2047.0	1322.37	1794.29	2682.69	1745.2	1477.58	1832.01	1340.84	1991.0	2119.22	1199.98	1733.13	1896.65	1605.83	1477.58	1572.76	1963.57	1397.83	2303.12	3018.3	4239.45	5292.48	2434.5	1936.53	3901.01	2701.35	3212.66	3018.3	3124.78	4543.8	3491.39	3280.18	2417.67	5995.9	5672.41	3901.01	5219.6	2758.13	2555.58	3690.52	2119.22	2591.27	2133.97	3589.58	2976.74	2240.11	2573.36	4095.0	2720.15	3081.75	2855.44	2835.7	2163.77	2875.3	3168.41	2367.9	3212.66	3491.39	2915.45	3257.52	3928.15	7230.1	5006.93	2573.36	2997.45	3349.13	2875.3	3212.66	4450.27	2701.35	1936.53	2664.15	5403.7	3716.2	4038.61	2720.15	2682.69	3060.45	2875.3	1806.78	2796.65	3794.3	3168.41	3349.13	4010.71	2796.65	2468.49	3280.18	2104.58	3257.52	3515.68	3018.3	3146.52	3982.99	2664.15	3212.66	4268.94	3081.75	4419.52
NEK11	152.28	156.59	140.04	291.04	144.01	189.02	165.57	224.97	185.11	128.79	232.94	199.85	180.02	125.24	194.36	177.53	146.03	137.14	223.41	151.22	137.14	181.28	221.86	171.45	138.1	127.0	166.73	145.02	118.43	180.02	155.5	358.54	381.68	540.19	397.93	320.8	358.54	395.18	312.0	403.5	273.37	273.37	438.59	444.72	414.87	208.38	441.64	497.0	438.59	450.94	287.01	384.34	381.68	186.4	332.14	309.83	301.33	312.0	336.79	287.01	336.79	441.64	348.71	366.09	297.17	336.79	323.03	285.03	232.94	267.73	379.04	190.34	277.2	373.81	547.75	423.61	314.17	329.84	463.65	361.04	373.81	441.64	269.6	249.73	348.71	389.72	358.54	260.38	435.55	289.02	336.79	693.58	162.14	264.03	358.54	185.11	269.6	237.86	194.36	297.17	444.72	236.21	447.82	368.65	490.14	387.02	165.57	208.38	366.09	409.15	303.44	514.56
NUBPL	130.6	82.29	67.12	108.14	104.42	102.97	79.45	103.69	105.15	95.34	119.26	94.67	91.41	83.45	60.39	111.21	109.66	100.83	102.25	108.9	100.13	114.36	88.26	93.35	110.43	78.34	79.45	105.89	71.5	98.04	59.97	167.9	183.82	211.31	226.54	102.97	165.57	226.54	143.01	194.36	147.06	163.28	186.4	173.85	206.94	138.1	195.72	289.02	260.38	229.72	206.94	198.47	127.89	154.42	154.42	150.17	165.57	141.02	158.79	140.04	199.85	209.84	149.12	173.85	176.29	133.36	128.79	166.73	163.28	169.07	191.67	172.65	191.67	195.72	325.29	295.11	162.14	140.04	191.67	185.11	209.84	113.56	209.84	129.69	148.09	256.78	155.5	206.94	189.02	176.29	158.79	169.07	138.1	173.85	164.42	120.94	158.79	163.28	136.19	177.53	202.66	108.14	193.01	151.22	137.14	190.34	164.42	123.5	181.28	183.82	123.5	211.31
OSBPL1A	309.83	181.28	202.66	169.07	215.77	403.5	146.03	273.37	195.72	297.17	490.14	228.13	173.85	275.28	289.02	287.01	287.01	376.41	169.07	341.51	244.57	236.21	220.32	312.0	195.72	241.19	143.01	229.72	232.94	177.53	275.28	599.49	518.15	684.02	1151.06	248.0	567.1	878.17	759.08	878.17	693.58	728.11	1044.52	460.44	693.58	366.09	1104.13	1340.84	432.53	1111.82	583.07	624.99	909.17	688.78	486.75	435.55	830.75	551.56	728.11	412.0	878.17	723.08	521.76	629.35	536.45	703.28	457.25	397.93	486.75	633.73	723.08	511.0	748.61	438.59	1059.11	738.29	836.53	563.18	426.57	928.3	629.35	1208.34	547.75	336.79	854.13	791.35	406.31	543.96	536.45	748.61	603.67	607.87	493.56	493.56	412.0	389.72	447.82	713.11	392.44	642.59	420.68	239.52	902.89	842.36	497.0	733.19	571.05	397.93	808.0	775.05	603.67	629.35
PCLO	79.45	22.1	52.45	35.5	40.07	47.17	20.86	39.22	29.06	22.43	55.1	54.33	42.41	24.11	27.25	28.45	120.1	43.32	43.32	66.65	29.7	28.24	60.82	59.55	45.53	70.51	39.79	25.17	58.71	60.39	59.55	186.4	152.28	173.85	175.07	71.5	153.34	127.0	125.24	289.02	127.89	178.77	303.44	231.32	281.09	134.3	202.66	316.37	194.36	208.38	212.78	201.25	178.77	153.34	191.67	202.66	187.71	120.1	231.32	157.68	223.41	177.53	158.79	206.94	158.79	143.01	102.97	151.22	149.12	154.42	262.2	108.9	212.78	199.85	299.25	256.78	208.38	141.02	258.57	186.4	205.5	190.34	228.13	97.36	217.27	149.12	111.21	133.36	214.27	191.67	139.07	199.85	101.54	170.25	149.12	108.14	111.21	154.42	215.77	78.34	253.23	70.01	113.56	271.48	267.73	145.02	84.04	96.68	218.79	226.54	106.63	289.02
PGGT1B	170.25	98.73	130.6	102.25	131.51	137.14	62.56	151.22	165.57	163.28	246.28	124.37	105.89	120.1	74.58	156.59	106.63	156.59	132.44	143.01	165.57	150.17	125.24	167.9	122.64	94.01	100.83	92.05	97.36	112.77	139.07	224.97	208.38	251.48	271.48	110.43	152.28	218.79	164.42	341.51	228.13	215.77	206.94	237.86	191.67	271.48	289.02	395.18	224.97	295.11	221.86	258.57	246.28	198.47	175.07	175.07	239.52	173.85	224.97	181.28	265.87	177.53	267.73	231.32	267.73	199.85	141.02	120.1	281.09	246.28	209.84	211.31	208.38	231.32	420.68	412.0	166.73	172.65	262.2	172.65	236.21	253.23	307.69	246.28	211.31	343.89	161.02	183.82	248.0	264.03	239.52	209.84	215.77	325.29	156.59	173.85	141.02	205.5	224.97	177.53	223.41	146.03	202.66	223.41	193.01	234.57	143.01	121.79	144.01	249.73	211.31	208.38
PHKB	607.87	463.65	599.49	728.11	450.94	521.76	500.46	547.75	616.37	540.19	819.3	656.11	733.19	718.08	567.1	624.99	819.3	642.59	521.76	616.37	521.76	518.15	403.5	483.38	579.04	595.34	743.43	536.45	688.78	532.74	785.88	1225.22	1685.71	1151.06	1259.69	665.29	1233.75	1508.65	902.89	819.3	1350.18	1498.22	1151.06	1030.12	1119.56	1059.11	1447.15	1651.0	961.07	1909.85	1605.83	1378.57	1233.75	1561.89	1397.83	915.51	1477.58	1268.46	1350.18	1806.78	1250.98	1225.22	1268.46	1447.15	1519.15	995.0	878.17	1331.57	1407.55	1143.1	1015.93	1225.22	1369.04	1119.56	1605.83	1857.6	1242.34	1551.09	1030.12	1151.06	1745.2	1159.07	1268.46	1104.13	1242.34	1175.27	1709.26	1721.16	1135.2	1191.69	1111.82	1051.79	902.89	1268.46	2133.97	1183.45	1721.16	1529.73	1437.15	1119.56	1709.26	713.11	1340.84	1909.85	1540.37	1096.5	1081.39	713.11	1119.56	1359.57	1427.22	1417.35
PLA2G7	135.24	45.21	124.37	201.25	30.56	503.95	52.82	223.41	132.44	145.02	368.65	114.36	85.22	242.88	92.05	187.71	119.26	122.64	112.77	124.37	78.34	242.88	159.9	65.26	223.41	32.82	60.39	79.45	37.05	285.03	149.12	638.15	616.37	878.17	921.88	303.44	293.07	529.06	679.29	1001.93	327.56	293.07	1119.56	567.1	753.83	397.93	1286.18	884.29	587.13	1104.13	309.83	234.57	329.84	155.5	163.28	197.09	295.11	260.38	429.54	571.05	1832.01	395.18	665.29	769.69	102.97	246.28	896.64	231.32	934.76	854.13	769.69	186.4	483.38	642.59	1322.37	1322.37	470.14	293.07	441.64	842.36	1111.82	1250.98	1259.69	267.73	137.14	1081.39	723.08	236.21	371.22	432.53	909.17	1721.16	283.05	679.29	423.61	221.86	373.81	199.85	679.29	536.45	381.68	412.0	1369.04	638.15	603.67	251.48	521.76	164.42	647.07	1350.18	269.6	518.15
PRIM2	57.49	23.59	56.68	53.19	51.71	43.32	29.27	48.87	49.91	52.82	53.95	61.25	29.48	27.64	28.04	72.01	43.02	67.59	45.21	54.72	65.26	55.49	32.82	40.07	63.45	31.67	39.22	52.45	31.22	51.35	76.71	53.19	60.39	64.8	76.71	46.18	77.79	73.03	85.22	84.04	36.27	57.08	76.71	87.65	59.97	48.18	88.26	99.43	44.89	122.64	57.89	91.41	67.12	67.59	41.22	67.59	77.79	44.25	84.63	49.91	68.55	81.71	53.57	47.17	68.07	45.21	70.01	43.32	62.12	68.55	82.29	57.08	65.72	64.8	87.03	107.38	51.71	38.4	69.03	47.5	64.34	41.81	59.55	57.08	63.45	97.36	48.18	75.64	49.56	64.8	43.94	82.29	57.08	72.52	57.89	73.54	61.25	49.56	70.01	81.14	77.25	50.98	90.77	66.18	113.56	45.53	37.85	49.56	42.11	82.87	84.63	53.19
PRMT3	193.01	118.43	152.28	143.01	151.22	147.06	99.43	163.28	146.03	149.12	229.72	181.28	172.65	177.53	98.73	189.02	221.86	204.07	145.02	186.4	154.42	144.01	161.02	142.01	159.9	181.28	163.28	133.36	169.07	162.14	155.5	295.11	384.34	371.22	514.56	217.27	312.0	669.92	258.57	483.38	688.78	616.37	387.02	356.05	454.09	371.22	540.19	733.19	457.25	559.28	529.06	392.44	417.77	460.44	500.46	297.17	447.82	547.75	536.45	785.88	329.84	361.04	525.39	525.39	480.04	229.72	231.32	366.09	295.11	486.75	327.56	438.59	563.18	463.65	656.11	563.18	376.41	529.06	473.41	384.34	579.04	389.72	559.28	346.29	403.5	423.61	599.49	660.68	341.51	426.57	409.15	392.44	371.22	480.04	629.35	616.37	426.57	521.76	603.67	432.53	470.14	289.02	454.09	599.49	373.81	371.22	366.09	142.01	432.53	341.51	447.82	563.18
PRUNE	514.56	400.71	387.02	536.45	521.76	426.57	353.59	674.59	480.04	423.61	612.11	426.57	463.65	447.82	540.19	361.04	525.39	595.34	638.15	616.37	400.71	466.88	356.05	514.56	567.1	595.34	463.65	384.34	493.56	447.82	414.87	1183.45	1832.01	1605.83	1369.04	435.55	1359.57	1519.15	1378.57	1037.29	1135.2	1073.91	1304.15	1388.16	1447.15	808.0	1359.57	1709.26	1119.56	1745.2	1286.18	934.76	1073.91	1044.52	890.44	1104.13	1151.06	961.07	1529.73	988.12	1066.48	1143.1	1059.11	1175.27	915.51	780.44	656.11	825.0	1819.35	1651.0	954.43	1268.46	1498.22	1037.29	1628.26	1909.85	1159.07	802.41	1397.83	981.29	1437.15	1088.92	967.76	1233.75	1066.48	961.07	1519.15	1023.0	1023.0	1104.13	1167.14	1191.69	796.86	988.12	1594.73	934.76	1037.29	1250.98	836.53	1199.98	1208.34	915.51	1313.23	1331.57	954.43	1008.9	928.3	583.07	1199.98	1259.69	1331.57	1313.23
PSMD10	665.29	718.08	785.88	713.11	896.64	708.18	684.02	848.22	796.86	825.0	703.28	854.13	981.29	791.35	738.29	825.0	921.88	848.22	878.17	813.63	819.3	860.08	785.88	733.19	988.12	866.07	665.29	759.08	848.22	813.63	738.29	928.3	1015.93	961.07	1143.1	669.92	848.22	1030.12	872.1	995.0	909.17	878.17	1096.5	909.17	819.3	775.05	1127.35	1044.52	1081.39	1313.23	854.13	988.12	947.83	796.86	802.41	813.63	1066.48	802.41	866.07	941.27	961.07	941.27	941.27	902.89	1001.93	728.11	808.0	836.53	1066.48	1008.9	928.3	866.07	1015.93	961.07	1417.35	1111.82	813.63	813.63	1001.93	830.75	934.76	1037.29	1135.2	1008.9	825.0	1081.39	1051.79	1023.0	830.75	934.76	896.64	878.17	819.3	988.12	995.0	934.76	723.08	890.44	909.17	1015.93	921.88	669.92	1183.45	878.17	753.83	848.22	842.36	902.89	995.0	1096.5	896.64	1175.27
PUM2	825.0	698.41	612.11	603.67	764.36	830.75	555.41	896.64	728.11	896.64	921.88	728.11	660.68	595.34	483.38	902.89	785.88	928.3	738.29	915.51	866.07	915.51	808.0	819.3	753.83	785.88	633.73	624.99	703.28	693.58	764.36	1044.52	1304.15	1088.92	1561.89	884.29	1081.39	1508.65	1340.84	995.0	748.61	896.64	1183.45	1359.57	1135.2	1073.91	1340.84	1963.57	1081.39	2047.0	713.11	1135.2	1159.07	872.1	796.86	1015.93	1088.92	909.17	1023.0	665.29	1286.18	988.12	775.05	813.63	836.53	1096.5	934.76	928.3	1529.73	1023.0	1233.75	902.89	775.05	1037.29	1977.24	1745.2	967.76	684.02	1001.93	1066.48	961.07	1388.16	1242.34	995.0	1277.29	1378.57	909.17	860.08	1104.13	988.12	896.64	1119.56	961.07	1088.92	1467.37	995.0	728.11	947.83	896.64	808.0	1104.13	1023.0	1437.15	947.83	1119.56	1216.75	813.63	896.64	1183.45	1369.04	1051.79	1331.57
RASSF6	10.39	4.31	12.0	6.46	7.4	2.58	2.61	1.14	17.0	5.02	26.28	3.32	3.11	3.14	7.57	5.5	15.8	9.41	3.44	15.11	4.39	14.78	3.26	9.27	11.64	1.71	8.0	5.28	0.87	6.06	7.17	287.01	131.51	170.25	85.82	102.97	65.72	182.55	84.04	152.28	212.78	150.17	95.34	178.77	81.14	142.01	204.07	358.54	50.98	642.59	100.13	29.91	82.87	47.84	50.27	72.01	88.26	176.29	176.29	211.31	73.54	46.5	105.15	73.03	40.36	37.05	214.27	98.04	77.79	209.84	71.0	64.34	80.01	97.36	81.71	122.64	32.59	134.3	131.51	170.25	102.97	329.84	94.01	87.03	81.71	256.78	68.55	191.67	67.12	68.55	105.15	521.76	115.16	38.12	229.72	26.1	123.5	211.31	217.27	80.01	63.45	28.86	146.03	145.02	361.04	36.27	66.65	48.18	19.39	141.02	172.65	115.16
REEP5	3372.43	3742.05	2502.97	2976.74	4358.66	2956.17	3955.48	3665.02	4010.71	3081.75	2739.08	2351.53	3257.52	3257.52	3349.13	3901.01	3190.46	3515.68	3716.2	2875.3	3395.89	3212.66	2976.74	3168.41	2875.3	4123.49	3491.39	3589.58	2777.33	2875.3	2287.2	4512.4	5441.3	6471.02	8658.09	3146.52	3614.55	4419.52	4152.18	4937.99	4836.35	4704.07	7230.1	4543.8	4328.55	3564.78	7081.29	5366.37	5183.54	6607.01	4607.24	4123.49	4937.99	3901.01	3716.2	3395.89	5006.93	4328.55	4543.8	5329.3	6516.03	5403.7	4210.15	4268.94	4481.23	4607.24	4123.49	3794.3	5147.73	4869.99	5517.27	3235.01	5751.61	5479.15	8247.98	7280.4	3874.05	5479.15	5831.91	3614.55	5147.73	6935.54	4543.8	4543.8	4066.71	6250.56	7130.55	6426.31	3716.2	3794.3	4358.66	4972.34	3349.13	5255.91	4903.87	4066.71	5292.48	6516.03	4152.18	4607.24	3955.48	2796.65	4903.87	4671.57	4450.27	4239.45	5292.48	3665.02	5872.48	6840.04	4419.52	6652.97
RHOT1	435.55	447.82	389.72	483.38	612.11	454.09	473.41	579.04	476.71	503.95	500.46	454.09	497.0	417.77	429.54	518.15	532.74	620.67	525.39	612.11	540.19	483.38	447.82	490.14	571.05	518.15	417.77	514.56	532.74	417.77	356.05	457.25	567.1	463.65	718.08	281.09	591.22	743.43	543.96	616.37	432.53	480.04	579.04	583.07	503.95	571.05	848.22	669.92	616.37	878.17	435.55	612.11	555.41	429.54	397.93	551.56	638.15	454.09	483.38	466.88	563.18	575.03	473.41	518.15	454.09	665.29	376.41	454.09	579.04	620.67	738.29	480.04	483.38	529.06	860.08	825.0	412.0	473.41	665.29	493.56	518.15	571.05	612.11	532.74	511.0	842.36	563.18	486.75	507.46	466.88	536.45	583.07	409.15	638.15	669.92	536.45	555.41	547.75	470.14	616.37	543.96	490.14	748.61	567.1	463.65	587.13	624.99	470.14	599.49	693.58	616.37	629.35
RRAGD	195.72	167.9	90.14	197.09	624.99	197.09	435.55	193.01	567.1	164.42	470.14	140.04	80.57	113.56	256.78	532.74	114.36	759.08	158.79	265.87	514.56	141.02	173.85	256.78	256.78	195.72	228.13	500.46	115.16	137.14	118.43	392.44	785.88	620.67	1477.58	397.93	909.17	698.41	872.1	563.18	237.86	599.49	656.11	376.41	633.73	896.64	1340.84	684.02	470.14	967.76	283.05	447.82	866.07	299.25	297.17	426.57	713.11	241.19	616.37	490.14	995.0	896.64	435.55	343.89	397.93	1250.98	1151.06	921.88	860.08	163.28	1561.89	305.55	423.61	327.56	1508.65	1191.69	409.15	376.41	884.29	346.29	483.38	842.36	231.32	575.03	559.28	1059.11	764.36	656.11	551.56	412.0	791.35	603.67	151.22	599.49	665.29	281.09	688.78	1498.22	591.22	426.57	698.41	273.37	896.64	629.35	417.77	435.55	1685.71	2133.97	836.53	1023.0	503.95	1127.35
