	TCGA.BC.A110.01A.11R.A131.07	TCGA.K7.A6G5.01A.11R.A311.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.CH.5764.01A.21R.1580.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5518.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.EJ.7794.01A.11R.2118.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.7797.01A.11R.2263.07	TCGA.EJ.7784.01A.11R.2118.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.CH.5752.01A.11R.1580.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.8469.01A.11R.2403.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.J9.A52C.01A.11R.A26U.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.KK.A59X.01A.11R.A29R.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.J4.A83K.01A.11R.A352.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.EJ.5502.01A.01R.1580.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.EJ.7797.11A.01R.2263.07	TCGA.EJ.7125.11A.01R.1965.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
SMCR8	17.13	20.41	23.76	293.07	199.85	5.06	49.91	353.59	163.28	55.89	206.94	66.65	283.05	264.03	18.56	98.04	86.43	281.09	39.79	80.57	318.57	28.04	151.22	135.24	283.05	19.68	87.03	269.6	244.57	114.36	67.12	53.95	94.01	175.07	118.43	82.87	38.67	52.45	145.02	38.12	63.0	121.79	68.55	185.11	151.22	35.0	255.0	98.04	151.22	46.84	20.11	82.29	111.21	9.27	14.35	325.29	163.28	14.35	91.41	195.72	44.57	23.93	128.79	91.41	11.64	43.94	22.26	82.29	37.05	197.09	135.24	162.14	191.67	144.01	84.63	215.77	189.02	103.69	95.34	103.69	281.09	102.25	55.49	43.02	90.77	43.32	226.54	23.25	68.55	381.68	134.3	249.73	22.92	115.16	223.41	109.66	113.56	47.5	167.9	312.0	17.13	76.17	189.02	110.43	181.28	96.01	25.91	218.79	40.07	41.81	57.49	77.25	36.27	52.45	46.5	150.17	73.54	45.85	63.0	68.07	29.7
SPECC1L	141.02	242.88	134.3	1044.52	842.36	426.57	417.77	872.1	896.64	651.58	718.08	529.06	708.18	825.0	540.19	529.06	603.67	769.69	463.65	674.59	890.44	698.41	954.43	674.59	884.29	521.76	698.41	802.41	854.13	703.28	521.76	540.19	647.07	718.08	633.73	579.04	507.46	559.28	775.05	738.29	753.83	688.78	575.03	780.44	703.28	466.88	941.27	642.59	728.11	764.36	397.93	381.68	483.38	441.64	547.75	1023.0	591.22	429.54	551.56	813.63	551.56	543.96	483.38	743.43	444.72	571.05	490.14	753.83	547.75	638.15	866.07	748.61	743.43	688.78	616.37	813.63	1183.45	866.07	830.75	796.86	743.43	708.18	587.13	480.04	848.22	480.04	753.83	473.41	490.14	909.17	703.28	981.29	587.13	684.02	854.13	854.13	563.18	638.15	656.11	1008.9	435.55	616.37	995.0	769.69	808.0	583.07	497.0	728.11	559.28	703.28	551.56	624.99	753.83	708.18	612.11	579.04	540.19	323.03	575.03	733.19	497.0
SRCAP	150.17	138.1	163.28	1008.9	796.86	339.14	438.59	1208.34	866.07	497.0	802.41	607.87	723.08	934.76	384.34	384.34	713.11	1233.75	371.22	563.18	1023.0	500.46	642.59	665.29	915.51	392.44	738.29	1037.29	825.0	591.22	466.88	555.41	339.14	854.13	723.08	518.15	486.75	507.46	743.43	412.0	536.45	674.59	432.53	909.17	551.56	414.87	995.0	591.22	723.08	563.18	417.77	599.49	693.58	291.04	400.71	1030.12	974.5	289.02	579.04	723.08	435.55	432.53	738.29	518.15	299.25	429.54	480.04	547.75	447.82	764.36	872.1	830.75	728.11	819.3	660.68	708.18	743.43	483.38	595.34	733.19	1096.5	633.73	624.99	476.71	551.56	293.07	764.36	368.65	624.99	1111.82	825.0	1023.0	414.87	607.87	759.08	629.35	555.41	486.75	748.61	934.76	435.55	638.15	769.69	684.02	785.88	599.49	336.79	1044.52	454.09	423.61	420.68	669.92	460.44	466.88	514.56	587.13	341.51	229.72	607.87	423.61	420.68
STK35	45.21	70.01	72.01	327.56	249.73	171.45	177.53	417.77	361.04	177.53	217.27	234.57	316.37	301.33	201.25	297.17	224.97	366.09	186.4	201.25	351.14	258.57	262.2	273.37	409.15	155.5	309.83	353.59	287.01	140.04	255.0	193.01	271.48	323.03	201.25	193.01	186.4	162.14	242.88	204.07	249.73	185.11	163.28	316.37	201.25	139.07	358.54	193.01	285.03	171.45	205.5	228.13	246.28	193.01	151.22	373.81	373.81	149.12	185.11	309.83	318.57	118.43	239.52	253.23	149.12	228.13	248.0	260.38	132.44	314.17	379.04	297.17	297.17	289.02	228.13	191.67	271.48	255.0	275.28	253.23	358.54	420.68	180.02	181.28	260.38	148.09	358.54	190.34	269.6	376.41	283.05	397.93	197.09	244.57	309.83	392.44	327.56	175.07	223.41	381.68	182.55	173.85	277.2	224.97	277.2	303.44	111.99	295.11	164.42	275.28	214.27	191.67	176.29	275.28	265.87	193.01	127.0	49.21	186.4	127.0	148.09
TADA2B	202.66	143.01	236.21	500.46	587.13	332.14	220.32	521.76	563.18	368.65	503.95	412.0	503.95	603.67	341.51	466.88	314.17	591.22	412.0	429.54	587.13	409.15	438.59	457.25	503.95	400.71	454.09	633.73	493.56	334.46	595.34	368.65	341.51	490.14	432.53	395.18	406.31	426.57	420.68	379.04	406.31	444.72	400.71	435.55	444.72	379.04	656.11	363.56	412.0	339.14	303.44	447.82	381.68	603.67	387.02	679.29	423.61	305.55	329.84	529.06	320.8	389.72	441.64	444.72	295.11	392.44	356.05	441.64	429.54	514.56	483.38	450.94	323.03	414.87	397.93	473.41	409.15	373.81	356.05	454.09	599.49	521.76	366.09	332.14	420.68	323.03	555.41	332.14	555.41	665.29	387.02	567.1	343.89	409.15	511.0	511.0	429.54	358.54	559.28	563.18	356.05	403.5	476.71	341.51	406.31	371.22	366.09	532.74	353.59	397.93	384.34	379.04	366.09	381.68	361.04	392.44	318.57	262.2	351.14	358.54	409.15
TBC1D14	147.06	339.14	193.01	759.08	679.29	457.25	389.72	1151.06	974.5	532.74	866.07	555.41	848.22	928.3	674.59	813.63	392.44	884.29	688.78	753.83	909.17	656.11	775.05	854.13	954.43	633.73	738.29	1191.69	941.27	624.99	866.07	559.28	759.08	878.17	551.56	463.65	532.74	540.19	555.41	353.59	802.41	587.13	363.56	941.27	836.53	490.14	1529.73	693.58	819.3	529.06	587.13	559.28	819.3	1487.87	490.14	1119.56	808.0	457.25	633.73	878.17	575.03	743.43	733.19	802.41	356.05	684.02	633.73	656.11	438.59	878.17	941.27	902.89	511.0	567.1	603.67	915.51	866.07	825.0	830.75	915.51	902.89	1225.22	503.95	406.31	748.61	457.25	884.29	629.35	813.63	1208.34	656.11	941.27	532.74	591.22	860.08	1350.18	884.29	521.76	733.19	961.07	511.0	638.15	825.0	825.0	624.99	753.83	379.04	860.08	423.61	521.76	708.18	599.49	547.75	698.41	703.28	928.3	728.11	409.15	518.15	563.18	629.35
TBCCD1	105.15	91.41	117.6	173.85	181.28	85.82	102.97	189.02	146.03	134.3	218.79	158.79	162.14	183.82	55.89	187.71	137.14	178.77	131.51	145.02	154.42	118.43	172.65	142.01	170.25	134.3	152.28	202.66	182.55	143.01	162.14	111.21	99.43	165.57	143.01	146.03	127.89	132.44	127.0	113.56	128.79	125.24	127.89	208.38	217.27	138.1	237.86	130.6	172.65	100.13	108.14	116.78	126.12	99.43	96.01	156.59	163.28	92.05	119.26	185.11	110.43	84.63	164.42	131.51	87.65	147.06	100.13	159.9	120.1	163.28	154.42	144.01	157.68	98.73	140.04	166.73	136.19	151.22	107.38	140.04	182.55	145.02	115.97	103.69	118.43	94.01	120.94	117.6	145.02	162.14	120.1	173.85	117.6	155.5	215.77	108.9	151.22	116.78	164.42	197.09	102.25	109.66	141.02	130.6	102.25	157.68	98.04	166.73	117.6	119.26	108.9	138.1	98.73	153.34	118.43	172.65	170.25	221.86	105.15	128.79	125.24
TCEB3	332.14	381.68	470.14	483.38	591.22	384.34	486.75	536.45	579.04	480.04	780.44	543.96	579.04	638.15	579.04	476.71	525.39	656.11	463.65	503.95	633.73	483.38	559.28	525.39	769.69	521.76	511.0	624.99	571.05	438.59	759.08	447.82	543.96	529.06	579.04	429.54	392.44	486.75	547.75	450.94	450.94	476.71	470.14	591.22	447.82	438.59	521.76	444.72	551.56	441.64	361.04	616.37	483.38	387.02	336.79	780.44	463.65	490.14	500.46	555.41	346.29	543.96	555.41	507.46	215.77	476.71	353.59	507.46	486.75	656.11	525.39	543.96	543.96	555.41	466.88	547.75	511.0	480.04	486.75	518.15	802.41	607.87	441.64	470.14	579.04	441.64	651.58	450.94	543.96	638.15	543.96	616.37	432.53	432.53	579.04	454.09	476.71	473.41	567.1	599.49	409.15	470.14	612.11	438.59	555.41	514.56	343.89	547.75	476.71	400.71	503.95	529.06	429.54	426.57	379.04	483.38	358.54	358.54	379.04	400.71	441.64
TCF20	82.87	117.6	96.01	305.55	307.69	162.14	212.78	567.1	423.61	231.32	312.0	232.94	307.69	406.31	166.73	244.57	198.47	392.44	186.4	271.48	371.22	220.32	239.52	291.04	387.02	271.48	303.44	400.71	339.14	236.21	177.53	224.97	283.05	348.71	336.79	236.21	195.72	226.54	301.33	185.11	265.87	205.5	224.97	303.44	283.05	147.06	339.14	223.41	269.6	198.47	162.14	142.01	217.27	166.73	147.06	441.64	285.03	147.06	262.2	309.83	224.97	155.5	267.73	271.48	125.24	215.77	197.09	264.03	183.82	376.41	334.46	273.37	285.03	281.09	279.14	273.37	363.56	293.07	267.73	277.2	212.78	325.29	211.31	186.4	281.09	175.07	295.11	181.28	329.84	423.61	236.21	334.46	197.09	223.41	329.84	293.07	253.23	223.41	281.09	327.56	152.28	201.25	279.14	281.09	305.55	220.32	198.47	329.84	169.07	195.72	178.77	229.72	178.77	231.32	229.72	232.94	172.65	71.5	183.82	187.71	172.65
TECPR2	52.08	63.45	48.52	249.73	273.37	111.21	156.59	262.2	167.9	185.11	193.01	156.59	242.88	287.01	152.28	197.09	185.11	246.28	121.79	249.73	249.73	136.19	251.48	147.06	185.11	134.3	195.72	183.82	244.57	189.02	191.67	178.77	175.07	173.85	204.07	191.67	193.01	206.94	232.94	118.43	156.59	220.32	189.02	167.9	221.86	134.3	220.32	151.22	185.11	165.57	138.1	154.42	165.57	98.73	120.1	277.2	224.97	110.43	175.07	202.66	175.07	173.85	246.28	246.28	100.83	178.77	142.01	237.86	140.04	237.86	167.9	239.52	149.12	153.34	195.72	221.86	208.38	169.07	217.27	202.66	299.25	193.01	197.09	154.42	156.59	97.36	189.02	145.02	214.27	301.33	211.31	267.73	118.43	176.29	224.97	100.83	155.5	209.84	256.78	256.78	137.14	212.78	177.53	244.57	223.41	224.97	163.28	327.56	130.6	181.28	172.65	241.19	145.02	180.02	134.3	283.05	198.47	85.82	193.01	156.59	175.07
TM9SF4	511.0	612.11	638.15	1175.27	1225.22	896.64	961.07	1250.98	1183.45	934.76	1487.87	1119.56	1167.14	1159.07	796.86	1167.14	1059.11	1350.18	780.44	1119.56	1286.18	1088.92	1250.98	1066.48	1313.23	1023.0	1277.29	1081.39	1167.14	934.76	872.1	1059.11	934.76	1151.06	1199.98	830.75	1008.9	1208.34	1183.45	988.12	1313.23	1175.27	1183.45	1183.45	954.43	825.0	1111.82	1073.91	1183.45	842.36	728.11	1208.34	934.76	738.29	878.17	1313.23	1127.35	1001.93	995.0	1151.06	1023.0	651.58	1159.07	1127.35	866.07	890.44	967.76	1277.29	1066.48	1167.14	1286.18	1111.82	1225.22	1340.84	1135.2	1950.0	1066.48	1066.48	1015.93	1233.75	1259.69	1183.45	1073.91	1044.52	941.27	1023.0	1119.56	934.76	1191.69	1322.37	1259.69	1388.16	921.88	1242.34	1313.23	1159.07	1104.13	1015.93	1143.1	1407.55	921.88	1051.79	1295.13	1066.48	1322.37	1088.92	1143.1	1286.18	890.44	988.12	896.64	1208.34	988.12	1081.39	988.12	1066.48	638.15	447.82	1008.9	872.1	1111.82
TMEM87A	358.54	275.28	232.94	3060.45	2645.74	2796.65	2367.9	2351.53	2796.65	2224.63	3515.68	3212.66	4802.93	2956.17	1857.6	3168.41	2664.15	3235.01	2976.74	2855.44	4210.15	1909.85	3103.19	3303.0	5441.3	2075.59	3325.99	3325.99	3212.66	2555.58	2573.36	2537.92	1806.78	2895.31	3540.14	2240.11	2018.8	2018.8	3168.41	2104.58	2855.44	3212.66	3146.52	1936.53	3235.01	2451.44	4639.29	3257.52	3564.78	2417.67	1498.22	3665.02	2148.82	3443.31	1991.0	4736.79	4038.61	1733.13	2384.37	4152.18	2609.3	3018.3	3018.3	2591.27	1340.84	2777.33	2255.7	2997.45	2855.44	2956.17	3982.99	2701.35	3665.02	3103.19	2178.83	4543.8	2178.83	3716.2	2384.37	3540.14	3564.78	3395.89	2537.92	2417.67	2178.83	3257.52	3847.29	2209.26	3690.52	3491.39	3901.01	4481.23	1977.24	3103.19	4010.71	3614.55	2434.5	2178.83	3103.19	3665.02	1651.0	2224.63	3690.52	2193.99	3039.3	2720.15	2664.15	2935.74	1662.49	2224.63	2591.27	2351.53	1733.13	2997.45	2319.15	3146.52	2209.26	2468.49	1870.53	1991.0	2384.37
TRAF3IP1	108.9	64.34	95.34	228.13	260.38	120.1	183.82	269.6	228.13	186.4	231.32	163.28	248.0	297.17	178.77	237.86	193.01	273.37	194.36	242.88	295.11	202.66	209.84	267.73	297.17	165.57	249.73	249.73	267.73	239.52	209.84	206.94	212.78	271.48	215.77	215.77	241.19	231.32	220.32	144.01	182.55	201.25	226.54	260.38	343.89	155.5	303.44	265.87	264.03	237.86	170.25	185.11	244.57	134.3	118.43	260.38	246.28	202.66	202.66	289.02	204.07	147.06	253.23	258.57	156.59	194.36	156.59	267.73	248.0	170.25	217.27	242.88	221.86	226.54	246.28	258.57	239.52	146.03	191.67	202.66	253.23	246.28	228.13	198.47	273.37	185.11	281.09	166.73	251.48	229.72	228.13	264.03	153.34	187.71	241.19	183.82	108.14	229.72	253.23	249.73	183.82	209.84	226.54	205.5	215.77	178.77	151.22	241.19	209.84	241.19	176.29	229.72	193.01	182.55	153.34	277.2	253.23	142.01	232.94	260.38	159.9
TRAF7	480.04	1081.39	466.88	2209.26	1183.45	995.0	1051.79	1628.26	1639.59	1015.93	1561.89	1119.56	1467.37	1487.87	896.64	1073.91	1059.11	1487.87	733.19	961.07	1295.13	780.44	1088.92	1277.29	1572.76	896.64	1674.06	1583.71	1199.98	902.89	941.27	934.76	1369.04	1359.57	1151.06	988.12	988.12	753.83	1081.39	836.53	1151.06	961.07	909.17	2163.77	791.35	785.88	1991.0	884.29	1378.57	866.07	743.43	738.29	981.29	981.29	988.12	1467.37	1936.53	684.02	1111.82	1286.18	1250.98	915.51	1216.75	1508.65	708.18	819.3	961.07	988.12	718.08	1883.54	1378.57	1467.37	1378.57	1233.75	1104.13	1651.0	1135.2	1388.16	1359.57	1447.15	1277.29	1477.58	1044.52	884.29	1242.34	954.43	1259.69	878.17	1023.0	1111.82	1286.18	1721.16	995.0	1059.11	1175.27	1159.07	842.36	921.88	1268.46	1832.01	764.36	941.27	1359.57	1111.82	1651.0	1183.45	759.08	1561.89	769.69	1037.29	1167.14	819.3	743.43	1037.29	1127.35	1088.92	693.58	616.37	825.0	647.07	698.41
TRAM2	143.01	73.54	136.19	389.72	201.25	143.01	221.86	289.02	237.86	242.88	186.4	190.34	244.57	403.5	102.97	177.53	143.01	265.87	154.42	161.02	376.41	187.71	279.14	167.9	403.5	120.94	185.11	209.84	256.78	122.64	118.43	145.02	327.56	157.68	353.59	173.85	163.28	78.89	198.47	152.28	181.28	155.5	273.37	490.14	215.77	150.17	258.57	136.19	260.38	128.79	99.43	400.71	232.94	88.26	97.36	309.83	181.28	114.36	176.29	287.01	132.44	140.04	265.87	132.44	120.1	164.42	121.79	151.22	143.01	318.57	271.48	204.07	237.86	246.28	136.19	267.73	171.45	102.25	212.78	232.94	229.72	251.48	127.89	229.72	177.53	123.5	202.66	78.89	141.02	483.38	145.02	269.6	100.83	156.59	303.44	246.28	108.9	131.51	283.05	351.14	110.43	80.57	285.03	152.28	242.88	229.72	171.45	320.8	183.82	269.6	221.86	127.89	76.17	246.28	120.1	102.25	81.14	31.9	75.11	122.64	80.57
TRIM44	115.16	63.89	119.26	698.41	563.18	116.78	218.79	713.11	733.19	209.84	616.37	293.07	708.18	753.83	176.29	305.55	307.69	848.22	173.85	309.83	825.0	137.14	384.34	395.18	909.17	156.59	463.65	764.36	733.19	341.51	253.23	244.57	320.8	511.0	417.77	343.89	172.65	217.27	454.09	204.07	267.73	346.29	366.09	669.92	647.07	193.01	967.76	412.0	514.56	182.55	149.12	267.73	336.79	90.77	126.12	1015.93	412.0	111.99	327.56	679.29	190.34	128.79	395.18	273.37	93.35	180.02	105.89	301.33	215.77	595.34	603.67	409.15	567.1	473.41	287.01	723.08	612.11	314.17	262.2	275.28	738.29	379.04	258.57	248.0	265.87	255.0	674.59	103.69	251.48	890.44	387.02	733.19	119.26	373.81	665.29	291.04	303.44	204.07	599.49	669.92	97.36	253.23	514.56	346.29	647.07	343.89	209.84	624.99	220.32	133.36	199.85	241.19	124.37	183.82	170.25	389.72	323.03	228.13	265.87	267.73	176.29
TRRAP	72.01	70.01	74.58	353.59	346.29	123.5	297.17	490.14	392.44	162.14	283.05	177.53	363.56	381.68	143.01	267.73	211.31	490.14	191.67	236.21	429.54	185.11	264.03	264.03	406.31	164.42	314.17	587.13	366.09	248.0	214.27	177.53	327.56	325.29	255.0	186.4	166.73	183.82	291.04	185.11	217.27	237.86	189.02	460.44	246.28	138.1	332.14	199.85	293.07	187.71	153.34	211.31	293.07	133.36	131.51	444.72	295.11	92.7	267.73	343.89	181.28	171.45	264.03	221.86	128.79	181.28	167.9	229.72	189.02	303.44	351.14	332.14	336.79	293.07	244.57	309.83	423.61	228.13	223.41	237.86	420.68	339.14	186.4	177.53	199.85	164.42	412.0	153.34	217.27	473.41	283.05	395.18	136.19	248.0	307.69	267.73	265.87	182.55	305.55	329.84	162.14	185.11	295.11	244.57	346.29	237.86	153.34	351.14	141.02	197.09	175.07	226.54	201.25	190.34	197.09	214.27	127.0	61.25	193.01	185.11	150.17
UBAP2	124.37	127.89	89.51	480.04	483.38	256.78	353.59	575.03	500.46	420.68	525.39	366.09	420.68	454.09	208.38	450.94	403.5	543.96	332.14	358.54	435.55	325.29	454.09	406.31	490.14	371.22	457.25	633.73	567.1	381.68	435.55	366.09	473.41	460.44	432.53	327.56	312.0	363.56	529.06	318.57	417.77	423.61	358.54	616.37	395.18	285.03	583.07	381.68	441.64	409.15	258.57	406.31	575.03	170.25	314.17	480.04	473.41	299.25	490.14	490.14	314.17	279.14	438.59	353.59	260.38	346.29	341.51	371.22	343.89	563.18	466.88	497.0	447.82	432.53	457.25	514.56	764.36	529.06	447.82	466.88	480.04	256.78	356.05	314.17	329.84	277.2	507.46	293.07	432.53	543.96	444.72	521.76	334.46	389.72	514.56	571.05	406.31	358.54	470.14	583.07	303.44	403.5	543.96	348.71	406.31	438.59	295.11	454.09	395.18	283.05	316.37	480.04	325.29	336.79	351.14	341.51	206.94	154.42	381.68	320.8	291.04
UBAP2L	769.69	1286.18	915.51	1832.01	1963.57	1216.75	1519.15	2739.08	2468.49	1662.49	3395.89	1331.57	2209.26	1769.57	1572.76	1628.26	1721.16	2537.92	1313.23	1605.83	2255.7	1685.71	1651.0	2133.97	2627.46	1757.34	2133.97	2178.83	2240.11	1923.14	1651.0	1551.09	1277.29	1936.53	1832.01	1508.65	1769.57	1639.59	1745.2	1340.84	1733.13	1832.01	1498.22	2664.15	1909.85	1096.5	2816.11	1498.22	1628.26	1769.57	1477.58	2193.99	1923.14	1896.65	1304.15	1832.01	2384.37	1322.37	1674.06	2148.82	1519.15	1628.26	1745.2	1923.14	1407.55	1498.22	1331.57	1651.0	1781.89	1769.57	1923.14	1963.57	1883.54	2061.24	1909.85	1857.6	2133.97	1733.13	1529.73	1628.26	2287.2	2351.53	1378.57	1529.73	1685.71	1183.45	2319.15	1268.46	1896.65	2133.97	1950.0	2335.28	1551.09	1697.45	1909.85	2591.27	1991.0	1697.45	1551.09	2133.97	1498.22	1583.71	1721.16	1498.22	1977.24	1551.09	1242.34	2018.8	1447.15	1709.26	1417.35	1857.6	1594.73	1628.26	1685.71	1745.2	1295.13	988.12	1508.65	1437.15	1369.04
UBE4B	150.17	218.79	307.69	688.78	748.61	409.15	743.43	1088.92	921.88	536.45	860.08	629.35	896.64	941.27	351.14	607.87	514.56	836.53	409.15	591.22	825.0	493.56	679.29	656.11	775.05	466.88	764.36	1015.93	819.3	612.11	518.15	587.13	748.61	902.89	674.59	629.35	543.96	624.99	890.44	507.46	587.13	679.29	551.56	819.3	555.41	547.75	665.29	587.13	693.58	500.46	420.68	493.56	583.07	363.56	371.22	1167.14	629.35	500.46	642.59	819.3	567.1	387.02	753.83	753.83	171.45	414.87	483.38	583.07	603.67	1037.29	819.3	759.08	759.08	669.92	633.73	796.86	567.1	759.08	791.35	616.37	842.36	884.29	638.15	457.25	620.67	591.22	796.86	420.68	525.39	934.76	698.41	759.08	438.59	595.34	802.41	599.49	738.29	599.49	813.63	915.51	438.59	703.28	785.88	656.11	656.11	599.49	426.57	848.22	529.06	551.56	616.37	665.29	518.15	599.49	624.99	684.02	435.55	341.51	660.68	555.41	616.37
UBFD1	236.21	226.54	273.37	819.3	669.92	483.38	493.56	791.35	521.76	521.76	791.35	579.04	647.07	624.99	525.39	490.14	529.06	791.35	514.56	559.28	665.29	480.04	591.22	743.43	769.69	698.41	651.58	651.58	753.83	571.05	575.03	532.74	463.65	708.18	587.13	500.46	551.56	555.41	651.58	432.53	759.08	559.28	603.67	1073.91	555.41	432.53	1051.79	612.11	713.11	476.71	486.75	599.49	591.22	567.1	559.28	595.34	703.28	403.5	571.05	842.36	525.39	529.06	624.99	698.41	503.95	480.04	420.68	607.87	551.56	603.67	764.36	599.49	669.92	665.29	563.18	780.44	743.43	460.44	507.46	563.18	825.0	802.41	476.71	559.28	500.46	571.05	723.08	432.53	555.41	785.88	563.18	830.75	457.25	595.34	693.58	567.1	647.07	521.76	633.73	748.61	476.71	563.18	743.43	480.04	616.37	669.92	555.41	684.02	490.14	595.34	490.14	532.74	441.64	500.46	403.5	507.46	460.44	414.87	426.57	483.38	476.71
