	TCGA.W5.AA34.11A.11R.A41I.07	TCGA.W5.AA2I.11A.11R.A41I.07	GTEX.XBEW.1926.SM.4SOJO	TCGA.CV.6939.11A.01R.1915.07	TCGA.KN.8422.01A.11R.2315.07	TCGA.KM.8439.01A.11R.2315.07	TCGA.KN.8433.01A.11R.2315.07	TCGA.KO.8403.01A.11R.2315.07	TCGA.KN.8437.01A.11R.2315.07	GTEX.Y5V6.2026.SM.5IFHO	TCGA.B0.5117.01A.01R.1420.07	TCGA.AK.3453.01A.02R.1277.07	TCGA.AK.3447.01A.01R.1766.07	TCGA.B0.4700.11A.01R.1541.07	TCGA.A4.8311.01A.11R.2404.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.HE.A5NL.01A.11R.A26U.07	TCGA.IZ.8195.01A.31R.2404.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.B9.A8YI.01A.21R.A37K.07	TCGA.A4.A5Y0.01A.11R.A31O.07	TCGA.P4.AAVM.01A.11R.A42S.07	TCGA.BQ.5880.01A.11R.1592.07	TCGA.2Z.A9JO.01A.11R.A42S.07	TCGA.2Z.A9JN.01A.21R.A42S.07	TCGA.DW.7963.01B.11R.A28H.07	TCGA.DD.A4NG.01A.11R.A27V.07	TCGA.MR.A520.01A.11R.A266.07	TCGA.NI.A4U2.01A.11R.A28V.07	TCGA.MR.A8JO.01A.12R.A36F.07	TCGA.DD.A3A2.01A.11R.A213.07	TCGA.G3.A3CI.01A.11R.A213.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.G3.A3CH.11A.11R.A22L.07	TCGA.DD.A116.11A.12R.A26B.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.BC.A216.11A.11R.A155.07	GTEX.13NYB.1026.SM.5IFH3	GTEX.11ZUS.2526.SM.59872	GTEX.11ZTS.1426.SM.5EQMM	GTEX.WZTO.0626.SM.4PQYY	GTEX.13FTZ.0726.SM.5IFFY	GTEX.Q2AG.1126.SM.48U1P	GTEX.RNOR.1426.SM.48FDJ	GTEX.ZYT6.0626.SM.5E45V	GTEX.QEG4.1826.SM.4R1JN	GTEX.SJXC.1226.SM.4DM78	GTEX.131YS.1626.SM.5HL6C	GTEX.13N2G.0926.SM.5IFGJ	GTEX.11DXY.0526.SM.5EGGQ	GTEX.13112.1426.SM.5EGH8	GTEX.13VXU.0926.SM.5IFFH	TCGA.VQ.A8PD.01A.11R.A414.31	TCGA.D7.8578.01A.21R.2343.13	TCGA.R5.A805.01A.11R.A36D.31	TCGA.HU.A4GY.01A.21R.A24K.31	TCGA.HU.A4H6.01A.11R.A251.31	TCGA.D7.A4Z0.01A.22R.A251.31	TCGA.D7.A6F2.01A.12R.A31P.31	TCGA.RD.A8N0.01A.12R.A36D.31	TCGA.HU.A4G9.01A.11R.A24K.31	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.IN.8462.01A.11R.2343.13	TCGA.HU.A4G3.01A.11R.A24K.31	TCGA.CG.4304.01A.01R.1157.13	TCGA.CD.8534.01A.11R.2343.13	TCGA.VQ.A8PM.01A.21R.A414.31	TCGA.3M.AB47.01A.22R.A414.31	TCGA.BR.A4J8.01A.11R.A251.31	TCGA.D7.8579.01A.11R.2343.13	TCGA.FP.A9TM.01A.11R.A39E.31	TCGA.HU.8244.01A.11R.2343.13	TCGA.HU.8238.01A.11R.2343.13	TCGA.CG.5721.11A.01R.1602.13	GTEX.13113.0726.SM.5LZUF	GTEX.VJYA.1026.SM.4KL21	GTEX.WFON.1126.SM.4LVMA	GTEX.RWS6.0926.SM.47JXE	GTEX.ZLV1.0826.SM.4WWEQ	GTEX.ZVP2.1626.SM.5GU5D	GTEX.ZF2S.1426.SM.57WET	GTEX.1122O.1926.SM.5EGIQ	GTEX.ZXES.1426.SM.5NQ8S	GTEX.Y5V6.1326.SM.4VDTF	GTEX.13FH7.1026.SM.5IJGF	GTEX.Y8LW.0826.SM.4WWDO	GTEX.S4UY.1626.SM.4AD55	GTEX.V1D1.1726.SM.4JBHB	TCGA.DJ.A2Q0.01A.11R.A206.07	TCGA.EM.A1YB.01A.11R.A14Y.07	TCGA.EM.A2OY.01A.11R.A206.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.BJ.A45E.01A.11R.A32Y.07	TCGA.DJ.A1QG.01A.11R.A14Y.07	TCGA.EL.A3H5.01A.11R.A206.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.EM.A3SY.01A.11R.A22U.07	TCGA.EM.A22N.01A.11R.A180.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.EM.A3O9.01A.11R.A220.07	TCGA.EM.A2CM.01A.11R.A180.07
RBM12	178.77	125.24	480.04	417.77	162.14	109.66	167.9	258.57	251.48	583.07	187.71	348.71	158.79	540.19	620.67	113.56	255.0	223.41	279.14	221.86	363.56	273.37	218.79	214.27	392.44	165.57	264.03	108.14	142.01	234.57	109.66	162.14	134.3	161.02	193.01	107.38	128.79	176.29	94.01	111.21	151.22	97.36	121.79	146.03	108.14	124.37	124.37	106.63	133.36	146.03	166.73	90.77	118.43	988.12	819.3	698.41	713.11	587.13	547.75	941.27	785.88	748.61	363.56	493.56	743.43	1081.39	769.69	633.73	429.54	441.64	753.83	842.36	684.02	651.58	507.46	633.73	543.96	376.41	236.21	392.44	591.22	633.73	476.71	540.19	343.89	612.11	438.59	616.37	450.94	267.73	291.04	232.94	312.0	232.94	277.2	348.71	412.0	249.73	351.14	303.44	242.88	169.07	281.09
RCOR1	176.29	106.63	269.6	171.45	177.53	146.03	202.66	191.67	199.85	128.79	185.11	136.19	28.65	205.5	180.02	67.12	150.17	156.59	105.15	141.02	105.89	98.73	67.12	108.14	190.34	91.41	183.82	93.35	100.83	169.07	84.04	102.97	97.36	114.36	105.89	72.52	105.89	118.43	117.6	116.78	253.23	124.37	127.0	202.66	134.3	97.36	117.6	80.01	103.69	140.04	76.71	149.12	143.01	457.25	287.01	417.77	305.55	316.37	514.56	341.51	379.04	414.87	392.44	307.69	379.04	483.38	181.28	583.07	353.59	297.17	301.33	356.05	255.0	348.71	197.09	265.87	271.48	195.72	162.14	229.72	450.94	336.79	175.07	265.87	191.67	224.97	239.52	239.52	229.72	189.02	215.77	221.86	153.34	117.6	138.1	189.02	129.69	154.42	108.14	195.72	130.6	182.55	169.07
RELA	1044.52	890.44	1143.1	1259.69	902.89	928.3	1417.35	1378.57	860.08	884.29	1242.34	902.89	417.77	981.29	1096.5	890.44	1073.91	651.58	1111.82	780.44	1216.75	780.44	981.29	684.02	988.12	669.92	1250.98	819.3	878.17	896.64	1059.11	769.69	647.07	921.88	848.22	1340.84	620.67	723.08	954.43	1233.75	934.76	1340.84	878.17	836.53	1081.39	1059.11	1639.59	1023.0	842.36	780.44	902.89	1096.5	1066.48	1685.71	1923.14	1467.37	1359.57	1081.39	1583.71	1651.0	1369.04	1191.69	954.43	2163.77	1529.73	1896.65	1529.73	1857.6	1378.57	1295.13	1457.23	1369.04	1639.59	1745.2	1304.15	1369.04	1561.89	1295.13	1225.22	1225.22	1583.71	1457.23	1397.83	1313.23	1498.22	1781.89	1561.89	1551.09	1769.57	974.5	909.17	1059.11	866.07	1295.13	1617.0	1242.34	1447.15	1304.15	1104.13	934.76	1183.45	1023.0	1233.75
RNF24	19.53	17.0	68.07	89.51	75.11	180.02	63.45	75.64	218.79	102.97	91.41	237.86	11.21	141.02	122.64	39.5	63.45	76.17	75.64	51.35	62.12	54.72	52.45	59.55	249.73	96.68	41.81	17.51	18.16	117.6	16.27	28.65	17.38	24.11	18.97	8.32	18.03	20.86	19.82	15.11	11.64	21.01	13.42	69.52	27.25	13.22	7.28	12.45	16.88	30.34	6.94	22.1	15.22	521.76	397.93	466.88	473.41	341.51	460.44	460.44	236.21	293.07	392.44	244.57	366.09	277.2	363.56	253.23	279.14	769.69	444.72	175.07	775.05	395.18	136.19	109.66	130.6	69.52	74.58	118.43	167.9	131.51	105.15	153.34	90.14	133.36	118.43	123.5	122.64	104.42	105.15	162.14	202.66	214.27	143.01	361.04	320.8	142.01	91.41	116.78	244.57	95.34	269.6
RNF4	325.29	287.01	733.19	603.67	1183.45	836.53	587.13	599.49	1015.93	733.19	708.18	587.13	273.37	796.86	698.41	490.14	708.18	591.22	708.18	836.53	708.18	674.59	591.22	836.53	848.22	780.44	587.13	414.87	291.04	571.05	273.37	412.0	262.2	368.65	271.48	289.02	289.02	318.57	231.32	379.04	307.69	387.02	249.73	368.65	299.25	246.28	376.41	353.59	329.84	447.82	287.01	258.57	283.05	1191.69	825.0	808.0	1111.82	1030.12	1081.39	1111.82	1225.22	1023.0	1008.9	575.03	854.13	1617.0	785.88	854.13	1030.12	718.08	1059.11	2018.8	915.51	660.68	1135.2	860.08	764.36	748.61	703.28	759.08	941.27	1073.91	909.17	748.61	808.0	928.3	872.1	679.29	1199.98	808.0	854.13	860.08	866.07	813.63	796.86	813.63	651.58	808.0	860.08	1096.5	769.69	624.99	769.69
SBNO2	239.52	255.0	518.15	316.37	454.09	392.44	633.73	392.44	279.14	182.55	463.65	204.07	66.18	323.03	616.37	212.78	748.61	260.38	356.05	291.04	339.14	314.17	417.77	301.33	599.49	312.0	373.81	202.66	137.14	796.86	178.77	249.73	189.02	226.54	204.07	299.25	187.71	384.34	178.77	205.5	241.19	142.01	129.69	329.84	198.47	156.59	167.9	153.34	158.79	473.41	224.97	169.07	152.28	1225.22	1225.22	2018.8	1159.07	642.59	1304.15	967.76	878.17	819.3	1583.71	1350.18	638.15	780.44	1208.34	1096.5	808.0	1111.82	1081.39	1447.15	860.08	1304.15	432.53	575.03	836.53	441.64	466.88	559.28	802.41	435.55	629.35	521.76	423.61	802.41	540.19	743.43	764.36	470.14	376.41	591.22	483.38	511.0	1551.09	323.03	417.77	473.41	603.67	647.07	454.09	476.71	583.07
SEMA4B	351.14	400.71	1233.75	429.54	764.36	540.19	1175.27	497.0	555.41	567.1	551.56	279.14	281.09	470.14	1143.1	420.68	595.34	902.89	483.38	234.57	571.05	470.14	387.02	463.65	1794.29	529.06	884.29	232.94	249.73	480.04	287.01	236.21	547.75	381.68	381.68	363.56	339.14	525.39	412.0	301.33	540.19	381.68	417.77	555.41	293.07	198.47	353.59	260.38	228.13	1008.9	518.15	343.89	262.2	1477.58	1369.04	3081.75	9740.98	854.13	2351.53	1498.22	890.44	796.86	1745.2	2555.58	1322.37	1015.93	1388.16	1225.22	954.43	1015.93	1250.98	3257.52	1015.93	3303.0	921.88	1388.16	1605.83	1159.07	1135.2	1397.83	2555.58	1015.93	902.89	1151.06	688.78	934.76	1407.55	934.76	1313.23	351.14	457.25	426.57	684.02	684.02	941.27	808.0	1111.82	571.05	373.81	547.75	718.08	217.27	1066.48
SETD1B	107.38	110.43	251.48	158.79	194.36	105.89	185.11	148.09	173.85	135.24	166.73	141.02	19.39	159.9	258.57	63.89	228.13	118.43	132.44	90.77	90.77	84.04	93.35	107.38	153.34	102.25	139.07	141.02	44.25	166.73	76.17	120.94	121.79	134.3	122.64	62.56	111.99	91.41	136.19	104.42	81.71	131.51	82.29	154.42	156.59	112.77	111.21	113.56	77.25	158.79	111.21	88.88	76.71	595.34	336.79	239.52	400.71	190.34	356.05	291.04	351.14	248.0	299.25	277.2	346.29	287.01	351.14	532.74	248.0	289.02	358.54	476.71	336.79	291.04	190.34	251.48	226.54	215.77	187.71	226.54	237.86	256.78	299.25	356.05	244.57	409.15	228.13	283.05	237.86	148.09	120.94	241.19	161.02	214.27	241.19	193.01	135.24	229.72	144.01	262.2	176.29	129.69	190.34
SH3BP1	34.02	39.79	1572.76	77.79	40.64	67.59	125.24	88.26	79.45	34.51	96.01	44.89	51.35	75.64	70.01	36.53	185.11	38.4	217.27	68.07	70.51	28.86	128.79	69.52	194.36	97.36	45.53	37.05	22.1	111.99	27.64	63.0	27.84	98.04	56.68	61.68	42.71	65.72	85.22	33.3	27.44	119.26	39.5	181.28	31.45	39.79	30.56	40.93	69.03	37.85	21.78	55.49	39.5	769.69	441.64	486.75	629.35	226.54	785.88	373.81	438.59	884.29	231.32	551.56	463.65	297.17	137.14	423.61	836.53	902.89	271.48	503.95	830.75	497.0	334.46	329.84	551.56	229.72	232.94	195.72	532.74	688.78	381.68	842.36	176.29	285.03	353.59	444.72	559.28	43.94	93.35	37.85	34.51	81.71	723.08	150.17	205.5	56.68	55.1	57.89	135.24	98.73	121.79
SLC35E1	450.94	387.02	514.56	607.87	660.68	521.76	878.17	679.29	679.29	647.07	629.35	785.88	220.32	599.49	616.37	679.29	629.35	921.88	571.05	563.18	738.29	579.04	483.38	603.67	728.11	620.67	373.81	432.53	314.17	583.07	314.17	450.94	387.02	332.14	329.84	348.71	336.79	351.14	327.56	329.84	295.11	518.15	470.14	529.06	172.65	334.46	463.65	403.5	327.56	412.0	277.2	312.0	414.87	1143.1	1322.37	1508.65	785.88	872.1	1216.75	753.83	1183.45	1250.98	503.95	1159.07	2303.12	679.29	1963.57	775.05	703.28	878.17	1119.56	902.89	1208.34	1066.48	1001.93	1143.1	1407.55	1225.22	1233.75	1001.93	961.07	1340.84	1340.84	947.83	1378.57	1259.69	1313.23	1561.89	1015.93	518.15	791.35	684.02	463.65	463.65	511.0	540.19	612.11	486.75	836.53	713.11	591.22	612.11	525.39
SLC37A1	57.49	37.85	1127.35	239.52	95.34	153.34	214.27	169.07	221.86	120.94	173.85	113.56	47.17	114.36	447.82	140.04	162.14	66.18	133.36	71.5	262.2	88.26	126.12	33.78	353.59	127.0	86.43	70.51	39.79	124.37	39.79	98.04	77.79	62.56	48.87	52.45	40.36	98.04	37.32	138.1	40.07	39.5	36.79	98.04	76.71	40.93	53.57	63.45	31.45	80.01	46.5	51.35	19.25	995.0	872.1	1023.0	387.02	555.41	1250.98	915.51	684.02	2271.4	483.38	616.37	620.67	802.41	1794.29	896.64	1896.65	559.28	1359.57	1617.0	1066.48	1015.93	928.3	647.07	1135.2	480.04	612.11	656.11	1127.35	624.99	559.28	941.27	273.37	444.72	866.07	651.58	759.08	353.59	435.55	187.71	320.8	325.29	486.75	483.38	339.14	387.02	559.28	253.23	435.55	346.29	438.59
SOX9	97.36	48.87	616.37	896.64	194.36	29.91	151.22	32.59	11.82	412.0	116.78	154.42	20.86	277.2	1359.57	547.75	1417.35	497.0	825.0	490.14	327.56	314.17	825.0	103.69	1457.23	1044.52	348.71	28.45	41.22	43.02	20.26	71.0	81.71	55.89	53.95	53.57	77.79	94.01	16.75	85.82	23.93	149.12	68.55	59.97	237.86	26.47	43.94	26.1	19.68	134.3	32.59	89.51	16.03	1066.48	2133.97	1199.98	890.44	1639.59	2018.8	3395.89	1397.83	1857.6	3325.99	2119.22	1519.15	2591.27	3768.09	1066.48	1037.29	2287.2	967.76	1651.0	1769.57	2119.22	1250.98	521.76	616.37	423.61	480.04	483.38	379.04	616.37	444.72	543.96	314.17	532.74	607.87	713.11	579.04	327.56	175.07	305.55	47.17	166.73	201.25	116.78	336.79	246.28	514.56	242.88	177.53	195.72	303.44
SPATA2	94.67	81.14	379.04	162.14	156.59	251.48	223.41	154.42	269.6	202.66	153.34	187.71	28.24	162.14	181.28	129.69	143.01	241.19	169.07	166.73	167.9	126.12	127.89	113.56	139.07	120.1	204.07	82.29	43.32	120.94	82.29	120.94	84.04	73.54	71.0	131.51	96.68	91.41	112.77	171.45	134.3	118.43	120.94	128.79	116.78	72.01	152.28	120.94	67.59	137.14	108.9	63.45	84.63	417.77	532.74	212.78	237.86	301.33	295.11	708.18	183.82	262.2	476.71	187.71	241.19	403.5	239.52	497.0	289.02	423.61	293.07	518.15	460.44	381.68	217.27	283.05	236.21	237.86	221.86	204.07	237.86	303.44	172.65	237.86	177.53	182.55	206.94	258.57	224.97	126.12	169.07	166.73	162.14	153.34	157.68	127.0	100.83	212.78	145.02	211.31	182.55	256.78	150.17
SPEN	514.56	381.68	529.06	551.56	244.57	329.84	299.25	314.17	346.29	638.15	275.28	267.73	17.0	595.34	693.58	379.04	463.65	237.86	237.86	291.04	339.14	325.29	264.03	224.97	389.72	441.64	221.86	244.57	187.71	423.61	358.54	381.68	397.93	293.07	432.53	195.72	356.05	343.89	307.69	718.08	656.11	511.0	309.83	473.41	785.88	493.56	503.95	373.81	412.0	412.0	684.02	571.05	361.04	1119.56	587.13	674.59	884.29	607.87	620.67	1081.39	738.29	607.87	1008.9	642.59	698.41	802.41	669.92	1037.29	693.58	836.53	802.41	1037.29	660.68	738.29	316.37	525.39	470.14	346.29	265.87	387.02	441.64	466.88	497.0	674.59	624.99	836.53	575.03	599.49	363.56	503.95	571.05	642.59	571.05	842.36	842.36	813.63	583.07	591.22	327.56	703.28	791.35	470.14	1111.82
SPIN4	9.85	9.78	55.49	39.79	13.93	22.26	11.3	10.39	40.64	26.47	14.45	22.26	5.77	56.28	69.52	15.45	39.22	17.0	13.03	22.43	28.24	13.22	23.25	13.83	21.63	17.25	32.36	11.3	13.03	29.7	9.56	12.64	10.96	12.64	13.12	7.22	19.97	17.64	19.82	7.17	16.88	9.2	17.64	29.7	7.94	7.57	3.23	8.92	32.36	16.75	12.0	11.47	13.62	120.94	61.68	101.54	122.64	96.01	97.36	251.48	88.26	118.43	78.89	120.94	94.67	68.55	145.02	107.38	170.25	84.63	74.06	163.28	100.83	83.45	24.28	53.95	37.59	36.01	13.22	54.72	43.94	117.6	30.78	47.5	46.84	78.89	44.89	31.45	82.29	44.57	61.25	46.5	32.36	29.91	29.06	34.51	23.25	35.0	39.22	35.0	35.25	57.08	53.19
SRCAP	239.52	156.59	674.59	507.46	813.63	327.56	603.67	575.03	583.07	532.74	503.95	511.0	91.41	540.19	872.1	392.44	669.92	432.53	500.46	301.33	341.51	420.68	346.29	285.03	595.34	358.54	323.03	229.72	101.54	420.68	208.38	277.2	163.28	164.42	190.34	145.02	131.51	162.14	106.63	91.41	169.07	236.21	102.97	224.97	297.17	165.57	120.94	153.34	269.6	201.25	182.55	232.94	94.67	1295.13	1127.35	1023.0	1001.93	536.45	836.53	1088.92	921.88	830.75	713.11	651.58	915.51	733.19	1051.79	723.08	620.67	738.29	1081.39	1208.34	961.07	961.07	679.29	748.61	813.63	723.08	473.41	723.08	1119.56	819.3	848.22	934.76	463.65	665.29	669.92	836.53	915.51	665.29	438.59	460.44	441.64	507.46	579.04	579.04	438.59	642.59	624.99	819.3	511.0	476.71	529.06
SRF	244.57	158.79	665.29	890.44	246.28	327.56	299.25	189.02	426.57	599.49	190.34	217.27	43.63	525.39	279.14	339.14	232.94	291.04	363.56	253.23	244.57	293.07	366.09	417.77	318.57	285.03	392.44	157.68	155.5	480.04	195.72	432.53	197.09	167.9	217.27	361.04	258.57	249.73	205.5	199.85	743.43	267.73	232.94	264.03	255.0	205.5	177.53	206.94	226.54	249.73	229.72	327.56	215.77	753.83	1350.18	723.08	693.58	583.07	830.75	753.83	693.58	543.96	559.28	947.83	480.04	575.03	884.29	872.1	638.15	1583.71	1977.24	612.11	457.25	748.61	389.72	830.75	848.22	497.0	575.03	796.86	684.02	753.83	769.69	769.69	791.35	1508.65	651.58	860.08	723.08	312.0	473.41	194.36	444.72	253.23	305.55	303.44	318.57	376.41	147.06	356.05	256.78	265.87	743.43
STK24	743.43	500.46	2193.99	1268.46	1127.35	1594.73	902.89	1259.69	1936.53	1662.49	2400.97	2240.11	902.89	1977.24	2271.4	1081.39	1498.22	1340.84	1498.22	1594.73	1519.15	1350.18	1662.49	1745.2	2468.49	1769.57	540.19	563.18	493.56	819.3	426.57	769.69	438.59	603.67	540.19	500.46	559.28	624.99	733.19	819.3	769.69	476.71	432.53	518.15	476.71	660.68	480.04	476.71	343.89	532.74	389.72	764.36	536.45	3349.13	2997.45	4095.0	2720.15	2163.77	5751.61	3039.3	2935.74	3690.52	2835.7	4095.0	2976.74	3212.66	2591.27	2875.3	2502.97	2720.15	2573.36	2855.44	2502.97	3146.52	2895.31	2645.74	4903.87	2664.15	3081.75	3419.52	6037.61	2682.69	2178.83	2855.44	2627.46	2935.74	3124.78	2451.44	3081.75	1477.58	1059.11	2555.58	1277.29	1277.29	1923.14	1991.0	1721.16	2287.2	1286.18	1583.71	1508.65	1350.18	1498.22
STRN4	476.71	356.05	1183.45	759.08	1001.93	947.83	753.83	836.53	1030.12	633.73	967.76	854.13	303.44	738.29	934.76	1143.1	1001.93	909.17	974.5	934.76	764.36	698.41	1111.82	775.05	854.13	764.36	674.59	470.14	381.68	1030.12	450.94	595.34	392.44	473.41	363.56	444.72	336.79	414.87	460.44	514.56	389.72	579.04	332.14	603.67	633.73	293.07	368.65	412.0	432.53	532.74	429.54	423.61	414.87	1250.98	2209.26	1104.13	1119.56	1304.15	1159.07	1023.0	941.27	1001.93	1977.24	1617.0	1127.35	1159.07	1135.2	1769.57	1151.06	1427.22	1216.75	1437.15	1769.57	1111.82	1096.5	1081.39	1250.98	830.75	909.17	988.12	1417.35	954.43	981.29	1037.29	764.36	1233.75	884.29	1175.27	1081.39	1088.92	974.5	1397.83	954.43	1119.56	1277.29	1369.04	1030.12	1191.69	941.27	1594.73	1167.14	1268.46	1397.83
STXBP5	34.75	21.78	199.85	69.03	62.56	23.08	29.91	75.11	78.34	56.28	45.21	27.05	12.74	73.03	57.08	11.04	44.89	13.62	34.51	32.36	36.53	31.0	31.45	112.77	142.01	27.84	40.64	73.54	41.52	77.25	28.45	58.71	17.38	34.26	26.1	12.09	27.05	30.12	27.64	9.63	39.22	8.58	26.67	28.45	20.56	27.25	13.93	13.42	31.22	32.82	15.45	41.81	29.91	303.44	223.41	236.21	218.79	135.24	299.25	105.89	209.84	361.04	88.26	161.02	197.09	217.27	373.81	231.32	246.28	87.65	236.21	325.29	265.87	152.28	95.34	197.09	159.9	96.01	108.14	96.68	241.19	133.36	112.77	155.5	108.9	144.01	120.1	108.14	97.36	93.35	35.25	61.68	66.18	63.0	72.52	91.41	108.9	48.87	99.43	85.82	66.65	53.57	88.26
SYNGAP1	48.87	32.36	152.28	72.52	51.35	90.14	96.01	64.34	71.5	69.52	59.97	67.12	7.17	117.6	267.73	52.82	79.45	126.12	87.03	53.57	80.01	37.59	42.41	59.55	133.36	53.19	94.67	28.04	28.45	149.12	45.53	53.57	32.13	38.95	57.49	25.54	25.35	19.68	41.22	20.56	15.22	29.91	16.03	31.22	40.36	17.77	14.45	9.56	29.91	38.95	24.99	52.45	9.63	397.93	417.77	226.54	529.06	182.55	260.38	351.14	363.56	215.77	229.72	211.31	325.29	351.14	417.77	343.89	281.09	197.09	363.56	567.1	106.63	159.9	75.11	176.29	217.27	148.09	117.6	218.79	191.67	197.09	119.26	253.23	162.14	190.34	223.41	231.32	228.13	167.9	109.66	139.07	172.65	255.0	198.47	269.6	205.5	159.9	103.69	161.02	169.07	116.78	325.29
SYNJ2	72.01	51.71	314.17	285.03	29.27	76.71	47.84	46.5	80.01	31.9	46.5	13.62	9.27	94.67	61.68	32.59	47.17	28.45	50.98	73.54	41.22	36.53	61.25	43.94	134.3	60.39	101.54	49.56	110.43	115.97	159.9	77.79	45.53	50.98	57.08	52.08	48.87	60.39	74.58	41.52	117.6	38.4	39.5	119.26	65.26	47.84	114.36	121.79	60.39	64.34	39.5	91.41	40.07	366.09	420.68	363.56	320.8	466.88	607.87	234.57	277.2	429.54	420.68	214.27	279.14	138.1	312.0	197.09	236.21	150.17	379.04	267.73	373.81	234.57	137.14	177.53	199.85	161.02	120.1	190.34	242.88	148.09	204.07	208.38	132.44	162.14	151.22	197.09	167.9	134.3	108.9	114.36	107.38	128.79	85.22	152.28	221.86	60.39	81.14	120.94	108.9	78.34	96.68
TDG	175.07	140.04	379.04	147.06	172.65	185.11	130.6	201.25	232.94	193.01	248.0	175.07	60.82	241.19	295.11	130.6	314.17	151.22	195.72	162.14	169.07	183.82	177.53	149.12	183.82	325.29	194.36	111.99	152.28	256.78	101.54	118.43	149.12	158.79	127.0	87.65	172.65	187.71	140.04	166.73	199.85	214.27	155.5	186.4	147.06	113.56	153.34	98.04	167.9	239.52	128.79	152.28	198.47	629.35	460.44	511.0	543.96	543.96	559.28	665.29	559.28	389.72	490.14	392.44	532.74	612.11	447.82	591.22	441.64	441.64	435.55	567.1	299.25	514.56	295.11	325.29	293.07	239.52	205.5	295.11	579.04	457.25	256.78	395.18	277.2	223.41	336.79	329.84	255.0	194.36	199.85	269.6	249.73	218.79	231.32	265.87	343.89	226.54	253.23	223.41	193.01	186.4	201.25
TET2	71.5	49.91	147.06	76.17	56.28	50.27	45.21	124.37	79.45	75.11	124.37	40.36	11.64	121.79	98.73	28.04	83.45	64.8	16.88	39.22	31.0	34.26	36.53	26.28	54.33	45.21	38.95	24.11	27.05	52.08	19.82	26.86	31.0	46.5	47.5	9.85	35.0	30.78	70.51	35.0	73.54	36.27	33.54	54.72	60.82	19.53	29.91	41.22	66.18	26.86	21.78	51.35	43.63	206.94	125.24	157.68	142.01	68.55	158.79	190.34	187.71	106.63	59.55	112.77	106.63	215.77	93.35	155.5	111.21	43.02	143.01	150.17	84.63	75.11	75.11	116.78	127.89	117.6	65.72	129.69	177.53	212.78	82.87	148.09	63.45	81.71	147.06	115.97	118.43	61.68	46.84	46.18	50.27	70.51	64.34	80.01	88.88	37.32	36.01	70.51	57.89	37.59	98.04
TET3	49.56	44.89	159.9	33.78	21.78	24.81	26.47	26.67	55.89	38.12	22.43	12.55	1.2	47.84	113.56	25.17	73.54	30.78	29.06	28.86	27.64	21.78	25.91	17.25	28.65	33.3	62.56	27.05	19.82	59.97	31.0	37.05	34.51	20.26	44.57	10.88	28.45	33.3	32.82	18.43	46.5	66.65	45.85	31.45	93.35	57.08	30.12	23.08	72.52	45.21	73.54	34.02	42.11	289.02	173.85	161.02	214.27	114.36	163.28	480.04	166.73	129.69	81.71	141.02	167.9	194.36	242.88	202.66	100.83	82.87	147.06	293.07	111.99	120.1	91.41	163.28	171.45	121.79	92.7	172.65	185.11	149.12	115.16	208.38	70.01	94.01	138.1	183.82	117.6	43.02	43.94	27.64	38.12	58.71	60.82	84.04	75.11	33.06	27.84	42.71	46.84	32.36	62.56
TM4SF1	381.68	251.48	1199.98	3515.68	563.18	723.08	638.15	1963.57	679.29	497.0	1331.57	490.14	454.09	2178.83	1721.16	629.35	1963.57	825.0	633.73	211.31	283.05	182.55	1104.13	669.92	473.41	1745.2	3039.3	486.75	842.36	3060.45	432.53	679.29	769.69	629.35	417.77	346.29	595.34	708.18	1498.22	234.57	212.78	334.46	287.01	1819.35	854.13	591.22	112.77	301.33	620.67	819.3	195.72	301.33	293.07	5672.41	4239.45	8479.89	2163.77	5441.3	11424.74	1183.45	4769.75	1073.91	4671.57	22535.88	8305.36	4358.66	2520.38	2537.92	1923.14	6381.92	5041.77	4575.41	1583.71	15934.98	2720.15	2555.58	1477.58	2417.67	1313.23	2148.82	2224.63	1857.6	2816.11	1529.73	2178.83	2133.97	2255.7	2956.17	3589.58	1572.76	1167.14	753.83	1096.5	2032.85	1322.37	1844.76	7695.57	1059.11	612.11	947.83	1331.57	1991.0	633.73
