	TCGA.G4.6321.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.X15G.1326.SM.4PQZJ	GTEX.11DXX.1826.SM.5H126	GTEX.XUJ4.2026.SM.4BOOW	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.145LT.0926.SM.5LU9C	GTEX.11EM3.1526.SM.5A5KN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.WHWD.1226.SM.4OOS1	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.VQ.A8E2.01A.11R.A36D.31	TCGA.FP.8631.01A.11R.2402.13	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.6852.01A.11R.1884.13	TCGA.D7.8576.01A.11R.2343.13	TCGA.D7.8578.01A.21R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.BR.8286.01A.12R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.BR.8367.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.VQ.A94U.01A.12R.A414.31	TCGA.BR.4191.01A.02R.1131.13	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.D7.8575.01A.11R.2343.13	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.VQ.A8PQ.01A.11R.A414.31	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8381.01A.11R.2402.13	TCGA.HU.8249.01A.11R.A36D.31	TCGA.VQ.A8DT.01A.11R.A36D.31	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.RD.A7BW.01A.11R.A32D.31	TCGA.BR.8296.01A.11R.2343.13	TCGA.BR.8683.01A.11R.2402.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.D7.A747.01A.22R.A33Y.31
AC096582.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	2.48	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	0.0	0.0
AC102948.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	1.1	0.0	3.06	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	1.07	0.0	1.66	0.0	0.0	2.61	0.0	0.0
AC112693.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23	1.91	7.46	2.16	0.96	0.31	0.74	2.14	0.92	6.52	1.43	1.04	7.46	2.1	15.68	0.3	3.41	2.2	1.28	1.66	1.36	2.16	1.55	1.36	2.29	0.0	1.28	1.22	4.78	7.46	0.68	2.53	3.32	4.58	0.85
AC132216.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	1.14	5.28	4.24	1.64	0.82	0.0	0.0	3.23	7.22	1.57	0.0	0.0	0.0	1.11	0.0	4.78	0.59	0.59	0.0	2.58	0.3	0.57	0.0	1.19	1.22	0.3	1.35	2.29	2.34	0.0	0.0	0.58	0.82	1.48
AC135983.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41	0.75	1.69	3.29	1.71	1.03	1.22	1.79	0.72	6.62	1.57	1.17	4.5	2.63	3.86	0.99	5.77	1.43	0.75	1.46	1.51	1.07	1.69	4.17	0.79	0.8	1.41	0.39	3.96	6.89	1.13	0.77	2.32	4.31	6.73
AC136604.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.19	12.64	3.99	4.74	0.0	0.0	1.03	0.0	8.13	1.01	1.58	12.45	0.0	1.69	1.81	5.28	0.0	0.0	1.23	1.85	0.0	5.82	7.34	1.23	0.96	2.27	0.0	5.41	14.03	1.53	3.08	4.94	11.21	3.63
AC137056.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.88	1.36	3.11	0.87	0.56	0.35	0.52	0.83	5.87	2.97	2.89	4.46	0.0	5.54	0.54	4.1	0.6	0.59	2.51	0.33	1.11	0.3	2.03	2.78	0.33	1.39	2.32	4.03	4.7	0.61	0.88	1.38	6.01	2.48
AC138655.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.93	5.28	3.59	0.0	0.0	0.38	1.77	1.95	5.36	2.58	0.36	5.73	9.63	4.28	1.36	3.63	3.92	1.22	3.23	3.32	1.75	1.73	0.35	4.58	0.67	1.77	1.95	2.12	5.59	0.96	2.07	1.19	2.94	3.35
AC140481.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54	2.05	7.57	7.88	3.29	1.66	4.28	1.99	7.46	13.52	6.11	2.48	12.74	1.35	12.93	1.6	8.0	0.66	2.03	3.44	2.16	3.26	4.17	2.16	4.74	4.06	3.32	1.43	11.04	14.14	0.37	3.11	6.94	11.04	7.94
ACCSL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.48	0.0	0.0	0.0	0.45	0.0	0.42	0.0	0.97	1.06	0.0	0.0	1.04	0.0	0.44	0.0	0.0	0.0	0.0	0.52	0.47	0.0	0.0	0.51	0.0	0.93	0.0	0.0	3.14	0.51	0.95	0.47	0.46	0.0
ACSM4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	0.33	2.01	3.11	0.92	0.0	0.38	1.3	3.76	7.69	1.99	0.0	4.24	1.03	1.73	1.87	8.38	1.79	0.33	5.68	0.99	0.32	1.73	0.35	5.68	1.6	2.86	0.6	1.81	6.46	0.0	1.81	2.01	3.47	0.83
ACTRT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.46	0.0	0.45	0.0	0.0	0.0	0.78	1.77	0.0	0.0	0.0	0.58	0.0	1.81	0.41	4.98	0.46	0.0	0.95	0.0	0.89	0.44	0.0	0.0	1.48	0.0	0.0	2.89	0.0	0.0	0.0	0.45	0.43	1.85
ADAM29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.77	0.0	0.0	0.46	0.0	1.73	4.39	0.0	0.44	0.0	0.0	3.79	1.01	8.25	0.42	0.41	2.61	9.85	2.14	0.75	1.57	0.0	0.44	2.86	0.0	9.56	4.24	1.91	0.78	1.45	2.71	6.89
ADAM30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.51	0.67	1.23	3.17	1.81	0.91	0.4	3.0	4.58	9.34	1.73	0.72	5.92	1.71	3.66	2.41	5.32	0.97	1.27	2.2	0.71	2.89	2.05	1.95	1.62	2.25	2.39	1.75	3.5	7.63	2.51	2.43	2.61	6.46	4.17
ADAM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.33	0.0	0.31	0.0	0.28	0.0	0.67	0.72	0.36	1.17	0.37	1.77	0.58	1.81	0.0	0.0	0.0	0.36	0.33	0.92	1.31	0.0	1.64	0.33	0.0	4.17	1.66	0.99	0.34	0.62	1.71	0.43
AE000662.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	0.0	2.2	0.0	0.0	0.0	0.49	0.0	0.0	1.6	0.0	1.08	0.0	0.0	0.0	0.87	0.0	0.0	0.0	1.23	1.95	0.0	0.0	0.0	0.0	0.58	0.0	0.0	2.73	0.0	2.01	0.84	1.35	0.0
AL033381.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	37.32	0.45	0.0	1.53	0.0	0.0	47.5	4.21	24.81	0.0	0.56	3.56	1.22	1.13	2.84	10.16	0.0	0.0	1.75	0.45	0.83	0.91	0.0	9.13	0.0	0.82	2.94	9.27	0.89	0.46	4.74	1.17	3.72
AL049747.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	6.62	1.87	0.0	0.51	0.62	0.0	0.79	4.86	1.23	2.63	0.69	1.81	2.86	0.0	6.31	0.55	0.55	2.25	0.0	1.6	1.33	7.46	0.87	2.58	1.1	1.81	1.66	2.34	0.0	1.93	0.0	1.79	3.82
AL050303.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	5.23	1.93	0.6	0.32	0.0	1.01	0.0	0.0	0.93	0.36	0.35	0.39	0.36	0.31	0.29	3.26	0.0	0.32	0.0	0.34	0.6	0.31	0.0	0.0	0.34	0.0	0.0	2.05	2.16	0.0	0.0	5.32	0.85	2.58
AL079342.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	2.32	3.44	3.79	4.1	1.87	0.8	0.61	1.91	7.4	3.63	2.84	11.73	0.78	4.94	1.81	2.92	1.36	1.04	2.71	2.46	2.86	3.44	4.1	4.98	2.14	3.53	0.99	0.44	10.24	2.07	1.69	3.76	3.92	4.24
AL121901.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	0.0	0.0	0.0	0.0	6.78	0.0	0.0	0.0	0.0	8.06
AL158091.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	0.0	0.0	2.73	0.0	1.11	3.99	1.01	0.0	7.17	4.21	0.0	9.34	0.0	0.0	2.05	4.78	2.78	0.0	0.0	0.0	0.0	0.0	2.12	4.74	0.0	0.0	0.0	0.0	3.29	0.0	0.0	2.71	2.39	4.24
AL365202.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	24.28	0.0	2.76	0.0	2.86	0.0	3.17	0.0	0.0	3.29	32.59	0.0	2.97	0.0	6.46	0.0	3.82	5.23	0.0	0.0	0.0	0.0	0.0	0.0	2.53	0.0	0.0	3.59	0.0	0.0	2.73	0.0	0.0
AL390778.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	1.39	0.0	2.36	0.0	0.55	0.0	0.49	0.82	2.48	2.39	0.0	3.86	0.0	7.94	0.53	1.13	0.0	0.0	0.0	0.0	0.0	0.83	0.0	7.82	0.62	1.38	0.82	0.0	2.05	0.0	0.87	0.84	3.82	0.0
AL645730.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	1.93	3.03	3.53	0.31	0.56	1.28	0.75	2.29	3.72	3.2	1.79	4.39	2.36	4.82	0.54	3.11	0.6	1.66	1.19	0.93	0.85	2.34	1.48	1.46	1.77	2.16	0.3	0.0	9.78	1.73	4.1	3.72	4.24	3.11
ANHX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	0.0	2.18	43.94	0.6	0.0	0.0	1.01	0.85	6.31	1.31	0.35	3.38	0.36	0.88	1.79	3.23	0.32	0.61	0.33	0.0	0.32	0.59	1.81	1.22	0.66	0.32	0.31	0.73	5.82	0.64	1.46	1.93	3.29	0.41
ANKRD34C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	1.13	0.27	0.56	0.27	0.26	0.65	1.2	0.26	1.17	2.76	0.0	1.75	0.3	1.64	0.0	5.73	0.27	0.27	0.28	0.91	0.55	1.89	0.6	0.0	0.0	0.27	0.0	3.26	3.26	0.0	0.0	0.0	1.83	3.89
AP000708.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.62	0.31	4.74	0.31	0.29	1.04	0.54	0.88	8.45	1.36	1.0	4.62	0.69	3.11	1.36	3.2	0.93	0.32	1.27	0.34	1.19	0.89	1.6	1.27	0.0	1.22	0.3	0.75	4.94	2.16	1.53	3.38	4.03	2.34
AP000867.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	1.01	1.28	2.76	1.3	0.96	1.83	0.61	3.23	8.58	0.78	1.75	2.01	0.41	4.39	0.64	3.66	1.93	0.71	0.73	0.74	1.3	3.0	1.07	2.32	1.08	1.31	1.55	0.44	2.41	0.73	3.44	1.89	2.92	0.91
AP001024.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	7.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	0.0
AP001024.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	2.34	0.0	2.53	2.53	0.0	0.0	0.0	9.56	7.94	0.0	7.82	3.47	0.0	7.28	0.0	3.03	0.0	0.0	0.0	2.23	0.0	0.0	0.0	8.19	0.0	0.0	2.46	0.0	8.51	0.0	4.66	2.29	2.2	7.22
