	TCGA.BJ.A45C.01A.11R.A23W.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EL.A3TA.01A.12R.A22L.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.BJ.A45K.01A.11R.A23W.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3MW.11A.11R.A20F.07	TCGA.EL.A3GZ.11A.11R.A20F.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3N3.11A.11R.A20F.07	TCGA.EM.A1CW.11A.12R.A13Y.07	GTEX.Y111.1926.SM.4SOIS	GTEX.RM2N.0526.SM.2TF4N	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.13NZA.1026.SM.5MR48	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11EI6.0726.SM.59866	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.13113.0126.SM.5LZVX	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.R55C.0626.SM.2TF4Q	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.V955.0426.SM.3GAEL	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.WFG8.0426.SM.3GILD	GTEX.UJMC.0326.SM.3GAE2	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.111FC.1026.SM.5GZX1
MTDH	441.64	473.41	595.34	612.11	392.44	490.14	748.61	447.82	470.14	460.44	514.56	480.04	447.82	493.56	423.61	395.18	583.07	363.56	463.65	384.34	435.55	563.18	529.06	1295.13	473.41	525.39	314.17	1135.2	1044.52	743.43	1225.22	1096.5	791.35	1088.92	1143.1	890.44	1233.75	1477.58	713.11	733.19	1059.11	825.0	1088.92	1037.29	703.28	1119.56	1594.73	665.29	1044.52	764.36	1437.15	1225.22	884.29	1073.91	1697.45	1225.22	703.28	595.34	748.61	1051.79	555.41	813.63	819.3	1111.82	813.63	872.1	599.49	723.08	1059.11	780.44	733.19	698.41	934.76	713.11	1250.98	884.29	813.63	934.76	500.46	1044.52	718.08	974.5	2255.7	1617.0	633.73	1286.18	748.61	460.44	836.53	733.19	1066.48	1023.0	961.07	947.83	1242.34	967.76	728.11	1259.69	688.78	872.1	698.41	1104.13	1001.93	743.43	633.73	1322.37	1135.2	532.74	723.08	738.29	896.64	1088.92	1088.92	954.43	587.13	836.53	688.78	1096.5	928.3	878.17	1697.45	1015.93	780.44	909.17
MTMR6	87.03	137.14	167.9	169.07	128.79	159.9	186.4	163.28	113.56	95.34	135.24	129.69	139.07	183.82	120.94	156.59	189.02	137.14	126.12	157.68	148.09	204.07	150.17	262.2	119.26	149.12	102.97	265.87	271.48	205.5	312.0	320.8	180.02	358.54	271.48	312.0	208.38	297.17	187.71	211.31	295.11	236.21	291.04	232.94	159.9	283.05	269.6	221.86	237.86	239.52	283.05	426.57	165.57	251.48	420.68	281.09	190.34	218.79	217.27	312.0	206.94	172.65	232.94	231.32	224.97	320.8	241.19	283.05	187.71	151.22	182.55	162.14	224.97	182.55	224.97	180.02	253.23	232.94	151.22	327.56	228.13	275.28	299.25	435.55	159.9	444.72	228.13	183.82	194.36	189.02	320.8	220.32	246.28	246.28	273.37	204.07	234.57	318.57	226.54	279.14	236.21	215.77	256.78	212.78	221.86	307.69	271.48	251.48	224.97	221.86	246.28	414.87	387.02	249.73	221.86	249.73	206.94	264.03	152.28	217.27	242.88	246.28	221.86	217.27
NAA50	460.44	435.55	599.49	665.29	406.31	426.57	713.11	381.68	343.89	454.09	417.77	368.65	366.09	480.04	346.29	320.8	587.13	397.93	392.44	329.84	299.25	511.0	532.74	684.02	358.54	417.77	305.55	1088.92	981.29	759.08	1268.46	967.76	748.61	1268.46	1167.14	988.12	884.29	1286.18	532.74	753.83	878.17	890.44	860.08	791.35	791.35	1322.37	1175.27	791.35	890.44	708.18	1037.29	1151.06	698.41	896.64	1369.04	1073.91	759.08	748.61	638.15	1015.93	607.87	728.11	836.53	890.44	896.64	866.07	723.08	728.11	884.29	567.1	587.13	684.02	954.43	934.76	1143.1	769.69	909.17	796.86	395.18	1127.35	591.22	884.29	1407.55	1498.22	660.68	1183.45	642.59	518.15	660.68	713.11	1233.75	860.08	928.3	836.53	1073.91	1044.52	819.3	1498.22	575.03	802.41	713.11	995.0	974.5	830.75	796.86	1350.18	928.3	624.99	890.44	656.11	902.89	1359.57	1313.23	1135.2	540.19	728.11	872.1	1250.98	1233.75	483.38	1259.69	775.05	718.08	909.17
NCOA4	884.29	934.76	1119.56	1191.69	854.13	1331.57	1242.34	1081.39	1030.12	1135.2	941.27	1044.52	967.76	1340.84	954.43	988.12	1250.98	1059.11	1081.39	909.17	1467.37	1268.46	1167.14	1806.78	1044.52	947.83	988.12	1857.6	1794.29	1529.73	1794.29	2224.63	1388.16	2537.92	2367.9	1923.14	1551.09	1991.0	1268.46	1628.26	2104.58	1963.57	2018.8	1322.37	1397.83	2627.46	1628.26	1225.22	1977.24	1950.0	1733.13	2468.49	1183.45	1369.04	3103.19	1977.24	1286.18	1477.58	1529.73	2224.63	1781.89	2018.8	2163.77	1572.76	2047.0	2075.59	1225.22	1769.57	1388.16	1340.84	1233.75	1268.46	1286.18	1295.13	2032.85	1540.37	1674.06	1709.26	1350.18	2335.28	1313.23	2224.63	2682.69	2367.9	1467.37	2997.45	1605.83	1721.16	1561.89	1104.13	2434.5	1519.15	1857.6	1857.6	2591.27	1950.0	1745.2	1709.26	1745.2	2133.97	1088.92	1709.26	2004.85	1304.15	1963.57	2777.33	2148.82	1977.24	1806.78	2240.11	1883.54	2573.36	2018.8	2193.99	1551.09	1467.37	1304.15	1519.15	1407.55	1369.04	1733.13	2018.8	1883.54	1340.84
NDUFS1	309.83	327.56	457.25	429.54	314.17	669.92	620.67	529.06	381.68	525.39	395.18	414.87	466.88	414.87	400.71	371.22	480.04	327.56	470.14	299.25	285.03	532.74	454.09	759.08	473.41	457.25	587.13	708.18	769.69	567.1	785.88	808.0	420.68	890.44	819.3	738.29	642.59	738.29	583.07	620.67	854.13	884.29	866.07	660.68	583.07	791.35	723.08	612.11	884.29	830.75	660.68	1250.98	775.05	638.15	1233.75	941.27	470.14	961.07	738.29	796.86	599.49	947.83	1175.27	587.13	743.43	1066.48	493.56	1037.29	457.25	414.87	473.41	497.0	514.56	656.11	665.29	595.34	769.69	595.34	555.41	1008.9	669.92	848.22	866.07	1030.12	473.41	1015.93	703.28	890.44	466.88	591.22	954.43	551.56	961.07	463.65	921.88	698.41	629.35	703.28	753.83	921.88	521.76	848.22	860.08	571.05	723.08	1037.29	802.41	808.0	909.17	679.29	995.0	1183.45	902.89	1135.2	866.07	733.19	738.29	647.07	406.31	486.75	620.67	974.5	902.89	567.1
NEDD1	107.38	90.77	113.56	141.02	71.0	105.89	124.37	114.36	61.25	81.14	90.14	83.45	97.36	105.15	63.0	120.94	125.24	93.35	127.89	89.51	99.43	104.42	105.89	173.85	96.01	102.97	70.51	220.32	183.82	134.3	226.54	220.32	129.69	281.09	159.9	224.97	176.29	281.09	109.66	162.14	201.25	135.24	146.03	136.19	171.45	162.14	182.55	187.71	164.42	149.12	214.27	339.14	91.41	178.77	426.57	150.17	146.03	115.97	126.12	205.5	159.9	208.38	141.02	190.34	182.55	190.34	133.36	201.25	153.34	129.69	136.19	108.14	173.85	142.01	183.82	166.73	166.73	197.09	121.79	135.24	145.02	171.45	265.87	318.57	134.3	332.14	143.01	96.01	105.89	146.03	256.78	152.28	155.5	172.65	295.11	132.44	170.25	275.28	145.02	193.01	144.01	148.09	180.02	191.67	162.14	218.79	147.06	126.12	126.12	146.03	189.02	239.52	220.32	164.42	169.07	163.28	144.01	170.25	158.79	135.24	231.32	186.4	182.55	137.14
NF1	332.14	229.72	320.8	423.61	226.54	281.09	376.41	297.17	211.31	211.31	339.14	231.32	248.0	258.57	199.85	297.17	373.81	242.88	329.84	327.56	341.51	348.71	255.0	591.22	236.21	251.48	146.03	532.74	454.09	384.34	497.0	555.41	361.04	543.96	348.71	660.68	316.37	480.04	277.2	320.8	547.75	325.29	376.41	301.33	334.46	381.68	406.31	529.06	532.74	373.81	435.55	733.19	769.69	441.64	612.11	392.44	307.69	432.53	490.14	332.14	297.17	438.59	309.83	307.69	346.29	368.65	297.17	400.71	334.46	291.04	269.6	320.8	343.89	587.13	414.87	384.34	409.15	400.71	454.09	381.68	457.25	457.25	490.14	603.67	320.8	647.07	373.81	281.09	336.79	384.34	460.44	318.57	426.57	363.56	356.05	273.37	395.18	575.03	242.88	323.03	366.09	454.09	432.53	444.72	293.07	420.68	575.03	293.07	353.59	279.14	432.53	476.71	476.71	438.59	470.14	435.55	262.2	358.54	249.73	295.11	457.25	346.29	316.37	429.54
NXPE3	89.51	104.42	85.82	130.6	43.02	89.51	96.01	120.94	55.1	64.34	86.43	72.52	94.01	95.34	111.99	97.36	102.97	82.87	57.49	77.79	53.95	123.5	89.51	223.41	86.43	78.89	25.91	145.02	198.47	120.94	229.72	143.01	134.3	275.28	135.24	158.79	142.01	204.07	90.14	82.87	134.3	163.28	131.51	97.36	141.02	191.67	69.52	146.03	129.69	143.01	173.85	177.53	46.5	155.5	267.73	134.3	90.14	77.25	169.07	228.13	134.3	138.1	173.85	121.79	143.01	161.02	145.02	175.07	90.14	126.12	112.77	139.07	217.27	47.17	149.12	139.07	143.01	166.73	75.11	197.09	130.6	242.88	194.36	212.78	97.36	190.34	118.43	133.36	112.77	103.69	262.2	153.34	177.53	108.14	208.38	193.01	157.68	175.07	146.03	119.26	111.21	166.73	122.64	101.54	144.01	295.11	189.02	115.97	138.1	111.21	189.02	115.16	191.67	173.85	104.42	79.45	149.12	120.94	66.65	86.43	155.5	209.84	166.73	146.03
PAFAH1B2	620.67	629.35	616.37	633.73	738.29	616.37	819.3	780.44	575.03	764.36	529.06	669.92	708.18	775.05	698.41	620.67	796.86	713.11	599.49	571.05	748.61	759.08	587.13	890.44	567.1	642.59	629.35	860.08	1001.93	836.53	921.88	1044.52	688.78	1250.98	1143.1	813.63	808.0	1044.52	620.67	785.88	934.76	890.44	884.29	848.22	555.41	854.13	688.78	748.61	785.88	1051.79	890.44	1111.82	674.59	808.0	1295.13	878.17	629.35	718.08	775.05	1030.12	819.3	848.22	819.3	813.63	988.12	808.0	743.43	759.08	813.63	547.75	507.46	525.39	669.92	769.69	1119.56	759.08	921.88	902.89	607.87	896.64	693.58	896.64	947.83	1135.2	723.08	1388.16	660.68	775.05	559.28	688.78	1199.98	728.11	884.29	878.17	1001.93	1015.93	825.0	974.5	947.83	819.3	713.11	743.43	896.64	802.41	909.17	1233.75	947.83	896.64	909.17	713.11	802.41	1088.92	1295.13	825.0	785.88	728.11	825.0	813.63	607.87	698.41	819.3	909.17	866.07	764.36
PBRM1	232.94	182.55	249.73	291.04	183.82	214.27	309.83	236.21	142.01	172.65	223.41	217.27	183.82	242.88	173.85	215.77	279.14	215.77	197.09	217.27	231.32	249.73	256.78	438.59	171.45	209.84	132.44	551.56	536.45	314.17	563.18	454.09	271.48	563.18	559.28	409.15	400.71	490.14	186.4	339.14	395.18	353.59	532.74	423.61	312.0	518.15	309.83	457.25	463.65	420.68	409.15	540.19	293.07	463.65	587.13	441.64	307.69	341.51	314.17	497.0	323.03	500.46	307.69	356.05	500.46	356.05	371.22	395.18	258.57	264.03	323.03	277.2	309.83	204.07	438.59	351.14	555.41	420.68	305.55	483.38	320.8	450.94	642.59	571.05	248.0	1008.9	358.54	397.93	320.8	309.83	536.45	368.65	454.09	351.14	381.68	414.87	444.72	490.14	253.23	435.55	307.69	486.75	400.71	441.64	403.5	624.99	674.59	271.48	384.34	260.38	529.06	486.75	684.02	490.14	363.56	395.18	253.23	346.29	224.97	368.65	518.15	463.65	351.14	379.04
PCYOX1	1340.84	688.78	713.11	981.29	420.68	656.11	836.53	616.37	583.07	1277.29	733.19	543.96	518.15	796.86	483.38	915.51	981.29	480.04	753.83	493.56	808.0	854.13	764.36	1250.98	540.19	587.13	521.76	1447.15	1427.22	947.83	1242.34	1467.37	1322.37	1340.84	1639.59	941.27	1857.6	2209.26	995.0	1051.79	1268.46	974.5	974.5	1259.69	1037.29	1487.87	1674.06	884.29	1096.5	819.3	2193.99	1350.18	1304.15	802.41	1709.26	1051.79	1073.91	723.08	981.29	1199.98	796.86	1350.18	764.36	1745.2	1233.75	1313.23	1023.0	1111.82	1551.09	1498.22	1127.35	988.12	1583.71	995.0	1427.22	1628.26	915.51	1757.34	651.58	1066.48	934.76	1540.37	1733.13	1950.0	854.13	1594.73	830.75	759.08	1417.35	785.88	1159.07	1617.0	1191.69	1605.83	1407.55	780.44	854.13	1794.29	1167.14	1008.9	961.07	1088.92	1096.5	954.43	718.08	1059.11	1447.15	1183.45	1073.91	1073.91	1467.37	1313.23	995.0	1143.1	866.07	1001.93	1044.52	753.83	708.18	1350.18	2178.83	1225.22	1183.45	854.13
PDZD8	91.41	105.15	135.24	131.51	92.7	115.16	146.03	114.36	87.65	108.14	92.7	87.65	108.14	98.04	112.77	103.69	163.28	94.67	107.38	102.97	87.03	156.59	120.94	185.11	95.34	105.15	80.01	234.57	228.13	150.17	211.31	228.13	159.9	273.37	231.32	206.94	217.27	279.14	119.26	137.14	183.82	176.29	120.1	206.94	136.19	275.28	180.02	139.07	208.38	134.3	281.09	232.94	102.25	194.36	251.48	182.55	149.12	122.64	171.45	195.72	144.01	167.9	121.79	214.27	141.02	198.47	177.53	132.44	205.5	148.09	127.0	115.16	187.71	113.56	226.54	175.07	165.57	161.02	68.55	202.66	154.42	190.34	277.2	281.09	125.24	191.67	94.67	94.01	146.03	150.17	189.02	127.0	215.77	142.01	224.97	224.97	170.25	212.78	108.14	151.22	143.01	197.09	208.38	178.77	205.5	325.29	165.57	109.66	129.69	158.79	138.1	249.73	262.2	162.14	123.5	130.6	138.1	312.0	135.24	123.5	231.32	241.19	165.57	176.29
PJA2	836.53	780.44	1051.79	1242.34	796.86	961.07	1143.1	988.12	607.87	669.92	708.18	780.44	802.41	934.76	669.92	967.76	1175.27	656.11	1175.27	738.29	854.13	1277.29	902.89	1832.01	733.19	890.44	854.13	1757.34	1674.06	1001.93	1639.59	1745.2	1073.91	1870.53	1950.0	1639.59	1417.35	2335.28	1001.93	1104.13	1519.15	1350.18	1572.76	1359.57	1397.83	1674.06	1733.13	1572.76	1498.22	1304.15	1819.35	2627.46	1023.0	1794.29	2335.28	1561.89	1051.79	1096.5	1242.34	2148.82	1143.1	1350.18	1225.22	1487.87	1498.22	1561.89	1313.23	1427.22	1369.04	915.51	860.08	836.53	1304.15	1397.83	2032.85	1457.23	1322.37	1447.15	723.08	1467.37	1540.37	1487.87	1977.24	2915.45	1059.11	2875.3	1135.2	1059.11	1216.75	1250.98	2104.58	1313.23	1397.83	1551.09	1991.0	1844.76	1359.57	2335.28	1295.13	1832.01	1359.57	1437.15	1594.73	1359.57	1259.69	2148.82	1950.0	1313.23	1397.83	1427.22	1467.37	2271.4	2451.44	1378.57	1304.15	1519.15	1233.75	1561.89	947.83	1044.52	2061.24	2075.59	1378.57	1674.06
PLS1	67.59	67.59	55.1	35.0	94.01	92.05	68.07	56.28	80.01	81.71	58.3	53.19	44.57	92.7	22.1	52.45	63.0	46.84	34.75	75.11	39.79	59.13	62.12	93.35	73.54	54.33	22.26	171.45	146.03	119.26	120.94	139.07	90.77	166.73	127.0	59.55	99.43	208.38	105.89	108.9	141.02	83.45	159.9	132.44	97.36	130.6	139.07	94.67	98.04	55.49	147.06	128.79	50.63	99.43	387.02	133.36	78.89	90.77	64.8	277.2	122.64	218.79	140.04	124.37	164.42	171.45	62.12	158.79	89.51	60.82	75.11	68.55	67.59	142.01	117.6	124.37	84.63	100.83	48.52	195.72	96.01	140.04	242.88	186.4	94.01	132.44	132.44	108.14	127.89	73.54	182.55	119.26	162.14	201.25	271.48	129.69	101.54	136.19	162.14	154.42	109.66	115.97	199.85	94.67	42.71	206.94	309.83	212.78	211.31	110.43	139.07	83.45	84.04	135.24	165.57	89.51	159.9	143.01	103.69	82.29	107.38	134.3	107.38	92.05
PPP6C	733.19	633.73	896.64	753.83	599.49	808.0	921.88	878.17	647.07	759.08	656.11	656.11	708.18	825.0	723.08	723.08	830.75	759.08	753.83	620.67	703.28	896.64	688.78	1135.2	808.0	954.43	669.92	1030.12	974.5	1059.11	1208.34	1331.57	748.61	1250.98	1151.06	1023.0	967.76	1313.23	759.08	947.83	1051.79	1104.13	909.17	961.07	866.07	1216.75	1030.12	988.12	1183.45	1199.98	1359.57	1378.57	854.13	909.17	1322.37	1051.79	791.35	921.88	813.63	1073.91	928.3	947.83	1066.48	1051.79	1088.92	1151.06	1001.93	928.3	1015.93	796.86	769.69	947.83	896.64	728.11	1331.57	1015.93	995.0	825.0	878.17	1096.5	967.76	915.51	1216.75	1259.69	1008.9	1199.98	785.88	915.51	830.75	802.41	1437.15	941.27	1096.5	890.44	1529.73	1001.93	1059.11	1167.14	1175.27	1175.27	842.36	1073.91	1044.52	967.76	902.89	1551.09	954.43	941.27	1216.75	1104.13	896.64	1447.15	1088.92	1104.13	813.63	854.13	981.29	1119.56	1023.0	854.13	1015.93	1037.29	947.83	830.75
PRKAR2A	201.25	159.9	237.86	289.02	153.34	234.57	287.01	224.97	157.68	237.86	186.4	141.02	229.72	237.86	199.85	202.66	291.04	166.73	191.67	147.06	231.32	249.73	271.48	543.96	156.59	218.79	198.47	409.15	426.57	309.83	423.61	400.71	244.57	521.76	503.95	293.07	305.55	417.77	208.38	287.01	414.87	309.83	332.14	271.48	226.54	438.59	325.29	226.54	289.02	307.69	423.61	343.89	161.02	279.14	483.38	397.93	239.52	301.33	318.57	460.44	309.83	361.04	384.34	314.17	406.31	435.55	246.28	384.34	316.37	234.57	275.28	223.41	232.94	237.86	450.94	414.87	291.04	277.2	218.79	403.5	237.86	406.31	460.44	575.03	206.94	480.04	224.97	279.14	279.14	205.5	575.03	256.78	395.18	260.38	493.56	387.02	265.87	392.44	368.65	339.14	289.02	371.22	332.14	281.09	353.59	529.06	376.41	320.8	371.22	358.54	341.51	480.04	470.14	417.77	220.32	287.01	295.11	244.57	236.21	309.83	414.87	412.0	318.57	332.14
PSEN1	332.14	651.58	656.11	791.35	607.87	583.07	669.92	684.02	679.29	728.11	733.19	629.35	603.67	660.68	713.11	616.37	693.58	629.35	651.58	656.11	651.58	599.49	665.29	954.43	703.28	595.34	412.0	733.19	708.18	708.18	813.63	860.08	693.58	947.83	738.29	854.13	759.08	769.69	599.49	825.0	813.63	808.0	934.76	866.07	656.11	802.41	703.28	728.11	884.29	915.51	718.08	1225.22	733.19	507.46	961.07	819.3	612.11	693.58	651.58	866.07	884.29	733.19	603.67	679.29	769.69	753.83	660.68	669.92	595.34	633.73	563.18	660.68	559.28	607.87	848.22	698.41	981.29	830.75	674.59	693.58	638.15	796.86	909.17	890.44	559.28	1001.93	688.78	748.61	612.11	575.03	1073.91	718.08	866.07	878.17	928.3	679.29	915.51	813.63	775.05	808.0	612.11	688.78	819.3	656.11	802.41	1037.29	825.0	775.05	890.44	764.36	791.35	1015.93	878.17	638.15	813.63	698.41	612.11	748.61	780.44	688.78	723.08	698.41	684.02	579.04
PTPN11	406.31	417.77	532.74	529.06	341.51	525.39	521.76	532.74	343.89	450.94	406.31	409.15	387.02	483.38	373.81	540.19	638.15	403.5	497.0	532.74	529.06	629.35	575.03	819.3	392.44	426.57	397.93	872.1	791.35	629.35	866.07	825.0	647.07	1015.93	780.44	669.92	713.11	1088.92	514.56	629.35	896.64	813.63	733.19	748.61	579.04	967.76	902.89	444.72	753.83	688.78	1015.93	1023.0	579.04	819.3	1119.56	915.51	476.71	624.99	633.73	848.22	669.92	679.29	665.29	896.64	660.68	866.07	599.49	693.58	808.0	583.07	447.82	540.19	728.11	723.08	708.18	759.08	679.29	813.63	336.79	728.11	591.22	878.17	1037.29	1001.93	808.0	872.1	587.13	688.78	518.15	660.68	848.22	728.11	830.75	775.05	769.69	665.29	642.59	921.88	521.76	728.11	624.99	796.86	981.29	567.1	642.59	909.17	854.13	563.18	684.02	599.49	713.11	1001.93	836.53	813.63	529.06	579.04	813.63	848.22	669.92	583.07	813.63	836.53	693.58	915.51
PUM1	802.41	571.05	884.29	947.83	540.19	624.99	775.05	764.36	417.77	559.28	769.69	525.39	603.67	656.11	547.75	981.29	860.08	591.22	718.08	718.08	555.41	808.0	830.75	825.0	543.96	633.73	384.34	1015.93	961.07	769.69	954.43	1216.75	612.11	1331.57	890.44	928.3	647.07	961.07	633.73	884.29	1143.1	866.07	848.22	866.07	769.69	1143.1	1127.35	1167.14	1127.35	708.18	753.83	1378.57	954.43	830.75	1639.59	1037.29	620.67	813.63	915.51	1015.93	780.44	1233.75	848.22	723.08	961.07	1008.9	656.11	1037.29	620.67	591.22	595.34	708.18	753.83	796.86	860.08	723.08	842.36	753.83	796.86	1015.93	796.86	1051.79	1151.06	1191.69	708.18	1167.14	860.08	775.05	693.58	866.07	1008.9	563.18	1119.56	728.11	1225.22	941.27	928.3	928.3	802.41	825.0	860.08	974.5	1104.13	813.63	928.3	1183.45	1331.57	743.43	1059.11	830.75	1151.06	1135.2	974.5	981.29	954.43	890.44	616.37	890.44	518.15	733.19	791.35	1001.93	974.5	775.05
PVRL3	387.02	201.25	532.74	575.03	123.5	183.82	336.79	426.57	108.14	164.42	595.34	316.37	165.57	271.48	291.04	361.04	387.02	128.79	167.9	327.56	291.04	339.14	209.84	753.83	98.04	277.2	110.43	620.67	647.07	438.59	612.11	684.02	373.81	1073.91	656.11	1023.0	447.82	753.83	318.57	633.73	902.89	660.68	669.92	723.08	291.04	842.36	679.29	483.38	819.3	169.07	915.51	915.51	417.77	341.51	2351.53	551.56	182.55	269.6	403.5	854.13	387.02	674.59	336.79	297.17	656.11	872.1	251.48	579.04	366.09	260.38	229.72	123.5	305.55	202.66	651.58	480.04	454.09	507.46	283.05	915.51	373.81	854.13	1088.92	1037.29	228.13	1073.91	387.02	314.17	543.96	195.72	693.58	221.86	1051.79	466.88	866.07	629.35	426.57	928.3	698.41	915.51	283.05	483.38	842.36	332.14	297.17	796.86	1417.35	718.08	595.34	470.14	764.36	616.37	674.59	693.58	595.34	232.94	279.14	387.02	262.2	353.59	503.95	759.08	426.57	309.83
RAB14	775.05	825.0	890.44	974.5	909.17	928.3	1119.56	974.5	902.89	848.22	830.75	866.07	954.43	941.27	928.3	890.44	1073.91	854.13	748.61	941.27	579.04	1044.52	934.76	1277.29	909.17	819.3	698.41	1159.07	1081.39	860.08	1151.06	1295.13	769.69	1407.55	1119.56	1199.98	1159.07	1295.13	961.07	974.5	1037.29	1104.13	1023.0	1081.39	1030.12	1096.5	1183.45	947.83	961.07	1350.18	1199.98	1628.26	848.22	1233.75	1617.0	981.29	995.0	866.07	947.83	1304.15	1023.0	813.63	988.12	1096.5	1051.79	1008.9	1001.93	1111.82	934.76	738.29	866.07	884.29	890.44	1030.12	1250.98	1073.91	1023.0	1051.79	738.29	1119.56	954.43	1304.15	1407.55	1806.78	775.05	1651.0	860.08	896.64	974.5	947.83	1540.37	1135.2	988.12	1104.13	1388.16	1111.82	934.76	1378.57	1096.5	1073.91	830.75	928.3	988.12	1044.52	941.27	1388.16	1250.98	921.88	1059.11	1183.45	947.83	1605.83	1268.46	961.07	961.07	1111.82	1096.5	1216.75	775.05	928.3	1233.75	1143.1	995.0	988.12
