	TCGA.BJ.A45C.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.EM.A2CJ.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.ET.A2MX.11C.11R.A23N.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ABY.0926.SM.5Q5DY	GTEX.ZV6S.0226.SM.59HJT	GTEX.SUCS.0226.SM.32PLQ	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.ZVP2.0426.SM.57WC2	GTEX.ZTX8.0626.SM.59HKC	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.OHPM.2626.SM.33HC5	GTEX.WHPG.0226.SM.3NMB9	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.Q2AI.0326.SM.2I3EK	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.13113.0126.SM.5LZVX	GTEX.ZLWG.0526.SM.4WWFB	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.139T6.0326.SM.5J2LY	GTEX.V955.0426.SM.3GAEL	GTEX.X5EB.0726.SM.46MVR	GTEX.PX3G.2626.SM.2I3EG	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.QXCU.0326.SM.2TC63	GTEX.11VI4.0226.SM.5GU6C	GTEX.1211K.0726.SM.5FQUW	GTEX.WFG8.0426.SM.3GILD	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13RTK.0326.SM.5RQHS	GTEX.ZYT6.0426.SM.5GID3	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13FTW.0626.SM.5IFEX
HSPE1-MOB4	70.51	43.02	92.05	105.89	206.94	111.99	88.88	116.78	104.42	35.25	59.13	113.56	152.28	190.34	256.78	251.48	171.45	232.94	186.4	208.38	277.2	215.77	103.69	164.42	191.67	125.24	178.77	117.6	264.03	172.65	269.6	239.52	248.0	285.03	267.73	178.77	176.29	130.6	241.19	89.51	156.59	151.22	275.28	177.53	307.69	121.79	236.21	158.79	116.78	190.34	281.09	164.42	149.12	176.29	158.79	237.86	191.67	183.82	182.55	118.43	189.02	320.8	171.45	198.47	99.43	218.79	209.84	231.32	228.13	120.94	133.36	130.6	159.9	208.38	228.13
IARS2	595.34	454.09	718.08	599.49	571.05	620.67	555.41	733.19	525.39	441.64	693.58	521.76	587.13	896.64	1073.91	915.51	878.17	753.83	967.76	961.07	941.27	1127.35	547.75	1540.37	934.76	769.69	915.51	785.88	941.27	974.5	1066.48	915.51	1030.12	1066.48	954.43	825.0	698.41	536.45	830.75	896.64	995.0	607.87	981.29	1143.1	1250.98	1304.15	1096.5	723.08	813.63	836.53	1167.14	796.86	819.3	769.69	780.44	1008.9	728.11	921.88	1088.92	708.18	796.86	1015.93	780.44	896.64	476.71	866.07	753.83	1277.29	902.89	819.3	796.86	753.83	775.05	1008.9	1135.2
KIFAP3	403.5	348.71	318.57	426.57	414.87	384.34	316.37	351.14	400.71	356.05	447.82	371.22	497.0	503.95	543.96	490.14	454.09	454.09	460.44	432.53	429.54	624.99	195.72	748.61	599.49	547.75	441.64	507.46	591.22	417.77	503.95	651.58	490.14	525.39	503.95	493.56	395.18	395.18	500.46	563.18	713.11	339.14	497.0	518.15	633.73	629.35	684.02	423.61	387.02	420.68	638.15	490.14	493.56	447.82	514.56	473.41	444.72	420.68	571.05	473.41	470.14	603.67	381.68	480.04	376.41	412.0	417.77	603.67	400.71	490.14	450.94	423.61	497.0	514.56	543.96
LAMP2	1127.35	1733.13	2271.4	2367.9	1909.85	2090.03	2032.85	2434.5	1487.87	1685.71	1457.23	1662.49	1508.65	2468.49	2855.44	2224.63	2303.12	2434.5	2739.08	2664.15	2895.31	3039.3	1857.6	4152.18	2193.99	1844.76	1832.01	1685.71	2796.65	2537.92	2417.67	2047.0	1909.85	3443.31	2384.37	2047.0	1628.26	1769.57	2133.97	2224.63	3081.75	1844.76	2367.9	2895.31	3515.68	3280.18	3349.13	2319.15	1572.76	2240.11	3325.99	2163.77	1651.0	2400.97	3372.43	2287.2	1977.24	2319.15	2573.36	1757.34	1313.23	2591.27	2451.44	3212.66	1674.06	2417.67	2004.85	2855.44	2367.9	1819.35	1977.24	1651.0	1896.65	2520.38	2682.69
LZIC	320.8	273.37	346.29	368.65	325.29	329.84	305.55	426.57	271.48	348.71	332.14	320.8	295.11	571.05	620.67	406.31	423.61	432.53	412.0	466.88	547.75	486.75	269.6	629.35	521.76	518.15	361.04	366.09	457.25	351.14	409.15	518.15	368.65	476.71	587.13	441.64	438.59	368.65	518.15	463.65	616.37	275.28	511.0	457.25	624.99	567.1	633.73	325.29	454.09	384.34	656.11	409.15	500.46	470.14	392.44	480.04	447.82	353.59	432.53	450.94	353.59	486.75	320.8	423.61	232.94	406.31	432.53	536.45	409.15	457.25	423.61	368.65	395.18	540.19	457.25
MAGEH1	616.37	480.04	460.44	507.46	693.58	387.02	665.29	674.59	555.41	361.04	878.17	624.99	1111.82	1674.06	1397.83	902.89	733.19	1051.79	854.13	1277.29	693.58	995.0	836.53	1242.34	1127.35	988.12	656.11	884.29	1183.45	1268.46	1519.15	1088.92	1081.39	1059.11	1208.34	808.0	909.17	738.29	1135.2	860.08	1369.04	567.1	1331.57	921.88	1167.14	1059.11	1583.71	872.1	688.78	1167.14	1023.0	791.35	1233.75	583.07	1457.23	1350.18	872.1	1044.52	1388.16	825.0	974.5	1073.91	1167.14	896.64	591.22	1015.93	723.08	967.76	1295.13	860.08	769.69	947.83	854.13	1119.56	1572.76
MAN1A2	136.19	186.4	267.73	246.28	258.57	273.37	224.97	289.02	258.57	204.07	201.25	239.52	223.41	525.39	529.06	457.25	267.73	329.84	403.5	483.38	366.09	514.56	205.5	688.78	363.56	307.69	329.84	255.0	543.96	329.84	293.07	312.0	389.72	400.71	457.25	244.57	353.59	224.97	466.88	363.56	444.72	208.38	480.04	348.71	444.72	642.59	532.74	314.17	249.73	406.31	579.04	309.83	420.68	312.0	358.54	525.39	327.56	277.2	403.5	339.14	246.28	457.25	403.5	454.09	269.6	503.95	299.25	447.82	397.93	293.07	329.84	293.07	305.55	423.61	412.0
MAPRE1	1023.0	967.76	1175.27	1417.35	1350.18	1369.04	1199.98	1407.55	1304.15	1295.13	1457.23	1340.84	1369.04	2119.22	2224.63	1832.01	1417.35	2004.85	1923.14	2004.85	1844.76	2004.85	1397.83	2148.82	1819.35	1519.15	1639.59	1359.57	2148.82	1628.26	1936.53	1950.0	1844.76	2287.2	2018.8	1242.34	1350.18	1572.76	2032.85	1757.34	1819.35	1127.35	1977.24	1745.2	2119.22	2287.2	2627.46	1508.65	2004.85	1832.01	2075.59	1583.71	2178.83	1583.71	1844.76	2119.22	1769.57	1883.54	2075.59	1870.53	1685.71	2271.4	1628.26	1909.85	1561.89	1639.59	1721.16	2335.28	2104.58	1697.45	1685.71	1467.37	1427.22	1991.0	2417.67
MCFD2	1167.14	713.11	1340.84	1135.2	1096.5	1119.56	1051.79	1639.59	1216.75	796.86	1628.26	1397.83	1359.57	3103.19	3146.52	2240.11	1651.0	1662.49	2047.0	2701.35	1977.24	2664.15	1883.54	2591.27	2047.0	1594.73	1605.83	1857.6	2468.49	2004.85	2287.2	2090.03	2485.67	1936.53	2384.37	1870.53	1745.2	1733.13	2502.97	2451.44	2915.45	1208.34	2319.15	2303.12	2555.58	3018.3	3325.99	1350.18	1662.49	2384.37	3212.66	1508.65	2255.7	1639.59	2573.36	2555.58	1733.13	2163.77	2351.53	2133.97	1745.2	2720.15	2609.3	1896.65	1745.2	2451.44	2271.4	2855.44	2609.3	1721.16	1963.57	1340.84	1709.26	2520.38	2240.11
MRPL35	249.73	366.09	460.44	412.0	607.87	525.39	441.64	603.67	583.07	529.06	392.44	387.02	476.71	713.11	616.37	583.07	612.11	599.49	563.18	547.75	629.35	503.95	201.25	819.3	629.35	476.71	571.05	543.96	651.58	583.07	759.08	571.05	651.58	728.11	813.63	379.04	447.82	409.15	674.59	466.88	769.69	454.09	718.08	551.56	660.68	674.59	909.17	543.96	819.3	547.75	785.88	473.41	674.59	583.07	713.11	830.75	497.0	571.05	665.29	299.25	503.95	647.07	483.38	616.37	299.25	466.88	579.04	954.43	718.08	414.87	555.41	518.15	521.76	595.34	718.08
MRPL44	373.81	309.83	412.0	339.14	381.68	316.37	366.09	389.72	320.8	229.72	420.68	320.8	412.0	507.46	483.38	466.88	463.65	454.09	384.34	463.65	450.94	381.68	341.51	688.78	460.44	406.31	400.71	384.34	543.96	435.55	507.46	500.46	521.76	511.0	457.25	387.02	392.44	351.14	486.75	361.04	543.96	351.14	503.95	514.56	540.19	511.0	525.39	403.5	392.44	441.64	591.22	444.72	435.55	379.04	507.46	497.0	420.68	466.88	571.05	336.79	376.41	454.09	420.68	480.04	356.05	412.0	438.59	583.07	525.39	366.09	376.41	414.87	432.53	463.65	521.76
MRPL50	172.65	176.29	185.11	218.79	211.31	204.07	139.07	202.66	195.72	202.66	182.55	209.84	283.05	258.57	295.11	253.23	220.32	287.01	206.94	309.83	249.73	249.73	177.53	271.48	244.57	163.28	190.34	197.09	289.02	214.27	285.03	232.94	234.57	332.14	291.04	172.65	217.27	172.65	260.38	198.47	283.05	166.73	336.79	206.94	327.56	323.03	316.37	214.27	232.94	223.41	275.28	232.94	277.2	228.13	255.0	258.57	228.13	239.52	265.87	244.57	199.85	309.83	241.19	307.69	172.65	218.79	239.52	256.78	264.03	194.36	199.85	172.65	228.13	232.94	262.2
MRPS17	223.41	273.37	253.23	260.38	218.79	190.34	223.41	211.31	241.19	202.66	215.77	253.23	289.02	299.25	275.28	265.87	248.0	281.09	264.03	299.25	260.38	244.57	141.02	334.46	285.03	164.42	249.73	223.41	301.33	241.19	351.14	244.57	314.17	307.69	325.29	185.11	195.72	204.07	273.37	208.38	297.17	218.79	343.89	275.28	297.17	279.14	320.8	221.86	299.25	223.41	320.8	253.23	249.73	206.94	412.0	320.8	255.0	246.28	343.89	173.85	265.87	281.09	285.03	221.86	157.68	246.28	251.48	339.14	285.03	190.34	229.72	244.57	241.19	258.57	318.57
MRPS30	384.34	366.09	432.53	381.68	395.18	409.15	358.54	432.53	379.04	334.46	373.81	403.5	500.46	660.68	665.29	579.04	591.22	435.55	525.39	511.0	633.73	543.96	414.87	753.83	595.34	514.56	473.41	457.25	559.28	483.38	507.46	599.49	642.59	665.29	571.05	454.09	397.93	490.14	579.04	507.46	733.19	387.02	651.58	660.68	708.18	738.29	708.18	473.41	500.46	540.19	836.53	466.88	693.58	543.96	612.11	607.87	476.71	587.13	563.18	438.59	507.46	669.92	665.29	587.13	511.0	503.95	457.25	743.43	688.78	493.56	476.71	493.56	473.41	620.67	638.15
MRPS35	587.13	651.58	723.08	651.58	651.58	733.19	543.96	802.41	571.05	447.82	780.44	647.07	860.08	1250.98	1044.52	915.51	808.0	1051.79	915.51	1023.0	921.88	941.27	571.05	1733.13	1008.9	748.61	780.44	723.08	1127.35	848.22	1096.5	921.88	995.0	1175.27	954.43	708.18	713.11	684.02	1044.52	921.88	1111.82	633.73	1081.39	974.5	1143.1	1572.76	1397.83	743.43	896.64	921.88	1119.56	780.44	947.83	896.64	1111.82	1073.91	848.22	884.29	1001.93	733.19	728.11	941.27	1023.0	1044.52	748.61	995.0	848.22	1277.29	1037.29	842.36	769.69	738.29	796.86	941.27	1359.57
NANP	46.5	22.59	48.52	48.18	38.12	40.36	39.5	43.02	45.21	35.0	45.85	41.22	59.97	73.03	46.18	76.71	73.54	68.07	81.71	86.43	65.72	43.32	42.41	103.69	75.64	56.68	69.52	44.25	74.58	68.55	77.79	55.49	77.25	81.14	86.43	38.95	55.1	51.35	81.71	33.78	69.52	58.71	87.03	67.12	72.52	53.57	69.52	63.89	53.19	69.03	80.01	61.25	90.14	54.33	84.04	69.52	57.08	77.25	87.65	55.49	61.25	80.57	78.89	71.0	42.11	63.45	58.71	82.29	81.14	43.32	50.98	62.12	54.33	65.72	84.63
NAT1	14.03	56.68	17.13	78.89	57.89	79.45	33.3	53.19	71.0	65.72	24.81	57.08	70.51	141.02	84.63	86.43	111.21	109.66	77.25	78.34	102.25	45.53	15.11	144.01	83.45	48.87	44.89	117.6	145.02	45.21	119.26	73.03	73.54	100.83	93.35	52.45	58.71	30.12	120.94	19.82	129.69	71.0	96.01	88.88	104.42	111.21	139.07	46.84	80.57	47.84	122.64	80.01	104.42	62.56	148.09	123.5	67.12	89.51	98.73	40.64	70.01	110.43	58.3	77.79	49.56	90.77	80.01	143.01	89.51	76.17	44.25	93.35	48.52	58.3	98.04
NBR1	1059.11	974.5	1397.83	1250.98	1286.18	1322.37	1369.04	1437.15	1250.98	1037.29	1242.34	1151.06	1051.79	1583.71	1685.71	1519.15	1529.73	1757.34	1529.73	1498.22	1709.26	1551.09	1277.29	2018.8	1447.15	1088.92	1286.18	1437.15	1745.2	1709.26	1313.23	1350.18	1662.49	1832.01	1662.49	1167.14	1175.27	1015.93	1617.0	1417.35	1628.26	1111.82	1508.65	1733.13	1883.54	2032.85	2061.24	1378.57	1191.69	1674.06	1963.57	1519.15	1417.35	1651.0	1059.11	1437.15	1594.73	1757.34	1561.89	1340.84	1359.57	1896.65	1277.29	1781.89	995.0	1757.34	1769.57	1745.2	1467.37	1286.18	1388.16	1233.75	1111.82	1844.76	1639.59
NCKAP1	1159.07	981.29	1427.22	1268.46	1322.37	1551.09	1119.56	1359.57	1369.04	1225.22	1208.34	1088.92	1191.69	1583.71	1709.26	1819.35	1477.58	1769.57	1697.45	1794.29	1628.26	1697.45	2061.24	4038.61	1447.15	1037.29	1498.22	1242.34	1909.85	1806.78	1508.65	1397.83	1340.84	1950.0	1639.59	1023.0	1096.5	1447.15	1437.15	1378.57	1628.26	1066.48	1498.22	1594.73	1832.01	2367.9	2193.99	1572.76	1378.57	1572.76	1896.65	1617.0	1286.18	1359.57	1397.83	1350.18	1350.18	1685.71	1769.57	1268.46	1096.5	1806.78	1151.06	1685.71	1191.69	1605.83	1225.22	1883.54	1477.58	1295.13	1407.55	1268.46	1030.12	1745.2	1844.76
NCOA4	884.29	854.13	1331.57	1081.39	1104.13	1277.29	941.27	1359.57	988.12	909.17	890.44	947.83	1104.13	2367.9	1991.0	1883.54	1628.26	1963.57	2018.8	2627.46	1977.24	1733.13	1183.45	3103.19	1963.57	1286.18	1477.58	1529.73	2224.63	2018.8	2163.77	2047.0	1769.57	2591.27	2351.53	1340.84	1233.75	1268.46	2032.85	1540.37	2555.58	1350.18	2335.28	2224.63	2682.69	2367.9	2997.45	1605.83	1721.16	1857.6	2591.27	1721.16	2148.82	1745.2	1745.2	2133.97	1709.26	2004.85	2240.11	1304.15	1963.57	2777.33	1977.24	1806.78	1388.16	1883.54	1781.89	2573.36	2193.99	1467.37	1304.15	1685.71	1369.04	2018.8	2627.46
NDUFAF1	379.04	414.87	353.59	417.77	429.54	466.88	316.37	483.38	397.93	339.14	525.39	500.46	490.14	607.87	514.56	493.56	497.0	532.74	466.88	463.65	389.72	444.72	249.73	587.13	540.19	409.15	483.38	483.38	620.67	466.88	633.73	543.96	547.75	583.07	511.0	417.77	406.31	279.14	480.04	490.14	540.19	353.59	503.95	470.14	473.41	764.36	854.13	466.88	624.99	470.14	642.59	412.0	612.11	432.53	587.13	579.04	500.46	507.46	591.22	379.04	500.46	483.38	473.41	571.05	299.25	514.56	540.19	708.18	473.41	500.46	376.41	435.55	389.72	532.74	514.56
NFKB1	339.14	387.02	307.69	348.71	400.71	348.71	368.65	595.34	363.56	368.65	329.84	327.56	358.54	536.45	612.11	540.19	447.82	579.04	511.0	708.18	579.04	723.08	297.17	612.11	647.07	441.64	426.57	483.38	493.56	543.96	555.41	511.0	525.39	808.0	638.15	497.0	480.04	486.75	669.92	447.82	738.29	373.81	656.11	642.59	961.07	532.74	612.11	540.19	392.44	551.56	525.39	483.38	616.37	441.64	406.31	587.13	476.71	500.46	607.87	460.44	571.05	679.29	435.55	463.65	432.53	473.41	423.61	525.39	612.11	457.25	389.72	450.94	503.95	521.76	769.69
NSF	242.88	201.25	470.14	339.14	269.6	417.77	371.22	432.53	289.02	237.86	327.56	316.37	269.6	684.02	536.45	511.0	409.15	414.87	432.53	543.96	503.95	536.45	223.41	587.13	567.1	351.14	480.04	414.87	493.56	486.75	656.11	423.61	547.75	629.35	698.41	334.46	334.46	242.88	514.56	429.54	503.95	343.89	591.22	559.28	575.03	620.67	665.29	341.51	483.38	403.5	500.46	414.87	547.75	373.81	379.04	540.19	493.56	371.22	486.75	403.5	543.96	591.22	435.55	379.04	295.11	483.38	444.72	713.11	575.03	406.31	353.59	423.61	373.81	500.46	567.1
NUP37	392.44	271.48	205.5	246.28	320.8	231.32	255.0	264.03	293.07	291.04	384.34	281.09	486.75	412.0	397.93	329.84	366.09	332.14	351.14	346.29	384.34	339.14	246.28	684.02	412.0	325.29	343.89	397.93	384.34	432.53	384.34	414.87	389.72	336.79	454.09	343.89	353.59	251.48	389.72	358.54	518.15	316.37	429.54	450.94	414.87	551.56	669.92	373.81	373.81	366.09	529.06	343.89	420.68	420.68	387.02	426.57	395.18	327.56	460.44	312.0	343.89	429.54	348.71	403.5	221.86	376.41	366.09	432.53	346.29	403.5	258.57	376.41	368.65	389.72	432.53
OAT	1277.29	813.63	1066.48	1183.45	1088.92	1242.34	860.08	1378.57	1066.48	961.07	1304.15	1096.5	1819.35	1709.26	2555.58	1388.16	1340.84	1685.71	1769.57	2061.24	1437.15	2240.11	961.07	2875.3	2335.28	1498.22	1487.87	1304.15	1757.34	1427.22	1977.24	1936.53	1857.6	2119.22	1745.2	1594.73	1304.15	1304.15	1628.26	1896.65	2209.26	830.75	1991.0	1857.6	2367.9	2976.74	2537.92	1277.29	1059.11	1870.53	2119.22	1467.37	2287.2	1167.14	2209.26	2047.0	1388.16	1709.26	2119.22	1769.57	1427.22	2004.85	1605.83	1487.87	1044.52	1733.13	1322.37	2520.38	1572.76	1936.53	2148.82	1540.37	1529.73	1870.53	2303.12
PCNA	738.29	934.76	1135.2	1250.98	1127.35	1896.65	947.83	866.07	825.0	733.19	1208.34	1477.58	1286.18	1397.83	1519.15	1216.75	1183.45	934.76	1143.1	1447.15	1119.56	1081.39	269.6	1832.01	1498.22	1088.92	909.17	1051.79	1529.73	1250.98	1417.35	1340.84	1350.18	1313.23	1498.22	878.17	1066.48	620.67	1277.29	1208.34	1572.76	836.53	1487.87	1304.15	1977.24	1551.09	1857.6	878.17	1268.46	1250.98	1857.6	1183.45	1225.22	1175.27	1397.83	1487.87	1225.22	981.29	1617.0	1096.5	1096.5	1127.35	1167.14	1304.15	358.54	1268.46	995.0	1594.73	1286.18	1066.48	921.88	1008.9	1159.07	1447.15	1662.49
PGAM1	1870.53	2133.97	2855.44	2240.11	1950.0	2645.74	2163.77	2777.33	1651.0	1529.73	3103.19	2400.97	2400.97	3874.05	3168.41	3257.52	3124.78	3325.99	3146.52	4038.61	2627.46	2956.17	2255.7	3665.02	3235.01	2451.44	3081.75	3081.75	3768.09	3614.55	4972.34	3303.0	3443.31	3665.02	4358.66	2319.15	2224.63	2303.12	3124.78	2895.31	3325.99	2061.24	3690.52	3081.75	3540.14	2997.45	3901.01	2468.49	3540.14	3190.46	3467.27	2895.31	3372.43	2384.37	4038.61	3540.14	2645.74	2935.74	3874.05	2400.97	3395.89	3443.31	4239.45	3212.66	2004.85	2739.08	2573.36	3874.05	4239.45	2645.74	2701.35	2915.45	2351.53	3467.27	4010.71
PIGK	307.69	260.38	295.11	400.71	318.57	289.02	361.04	316.37	285.03	273.37	353.59	336.79	460.44	642.59	791.35	497.0	426.57	514.56	435.55	684.02	587.13	769.69	429.54	915.51	587.13	507.46	435.55	466.88	547.75	518.15	486.75	480.04	457.25	500.46	551.56	423.61	409.15	363.56	559.28	567.1	713.11	332.14	497.0	599.49	753.83	723.08	669.92	454.09	351.14	486.75	738.29	480.04	490.14	460.44	571.05	532.74	511.0	441.64	595.34	497.0	351.14	536.45	507.46	507.46	409.15	500.46	470.14	693.58	493.56	466.88	435.55	409.15	463.65	547.75	567.1
PJA1	486.75	819.3	483.38	500.46	555.41	438.59	500.46	603.67	447.82	389.72	571.05	579.04	928.3	974.5	1594.73	995.0	503.95	1304.15	1175.27	909.17	759.08	1340.84	693.58	1340.84	1001.93	1066.48	921.88	612.11	1350.18	1088.92	1540.37	941.27	854.13	1175.27	842.36	808.0	954.43	848.22	1437.15	934.76	1259.69	470.14	1259.69	947.83	1477.58	1340.84	1304.15	1081.39	884.29	890.44	974.5	769.69	1733.13	540.19	1605.83	1359.57	941.27	738.29	1175.27	1313.23	872.1	1175.27	1175.27	802.41	368.65	808.0	624.99	1191.69	1340.84	1059.11	1388.16	791.35	909.17	1268.46	1572.76
PJA2	836.53	796.86	961.07	988.12	1044.52	1001.93	708.18	1216.75	967.76	738.29	1073.91	890.44	981.29	1950.0	2335.28	1295.13	1104.13	1350.18	1572.76	1674.06	1498.22	1819.35	1023.0	2335.28	1781.89	1051.79	1096.5	1242.34	2148.82	1350.18	1225.22	1498.22	1427.22	1447.15	1561.89	915.51	860.08	836.53	2032.85	1457.23	1896.65	723.08	1467.37	1487.87	1977.24	2915.45	2875.3	1135.2	1059.11	1397.83	1991.0	1250.98	1870.53	1359.57	1295.13	1832.01	1437.15	1594.73	1388.16	1359.57	1259.69	2148.82	1313.23	1397.83	1151.06	1467.37	1437.15	2271.4	1378.57	1519.15	1233.75	1111.82	1044.52	2075.59	1583.71
PRPF18	269.6	312.0	356.05	395.18	423.61	429.54	277.2	412.0	309.83	441.64	341.51	339.14	406.31	412.0	728.11	490.14	368.65	379.04	412.0	447.82	511.0	633.73	267.73	624.99	457.25	514.56	320.8	366.09	500.46	420.68	444.72	493.56	438.59	511.0	473.41	381.68	358.54	409.15	460.44	486.75	559.28	289.02	540.19	540.19	612.11	708.18	679.29	356.05	373.81	403.5	503.95	371.22	490.14	457.25	376.41	583.07	463.65	470.14	460.44	543.96	320.8	473.41	379.04	441.64	289.02	435.55	466.88	629.35	493.56	476.71	435.55	368.65	334.46	435.55	466.88
PSMD10	743.43	679.29	802.41	813.63	915.51	808.0	679.29	915.51	819.3	633.73	1037.29	909.17	974.5	1015.93	1143.1	866.07	848.22	909.17	878.17	928.3	819.3	1127.35	802.41	1313.23	988.12	947.83	802.41	813.63	1066.48	866.07	941.27	941.27	902.89	1001.93	974.5	728.11	785.88	808.0	1066.48	928.3	1119.56	684.02	1015.93	836.53	1111.82	1417.35	1111.82	813.63	813.63	934.76	1015.93	802.41	1135.2	825.0	1051.79	1023.0	934.76	896.64	967.76	878.17	819.3	988.12	723.08	890.44	753.83	921.88	866.07	1159.07	878.17	848.22	842.36	830.75	995.0	896.64	1001.93
PTP4A2	2451.44	2835.7	2537.92	3060.45	2739.08	2485.67	1745.2	3768.09	3349.13	2367.9	2816.11	3103.19	3212.66	4419.52	6381.92	3768.09	3280.18	4152.18	3794.3	4010.71	3146.52	5954.47	3690.52	4575.41	4607.24	4123.49	3349.13	3280.18	4419.52	3395.89	4358.66	3847.29	2997.45	4066.71	4575.41	3614.55	2997.45	3928.15	5555.65	4481.23	4937.99	2240.11	3491.39	3690.52	4575.41	5751.61	5711.87	2573.36	3820.7	3515.68	4869.99	2835.7	5441.3	3212.66	4210.15	4450.27	3372.43	3874.05	3467.27	4450.27	3395.89	5255.91	4066.71	3665.02	3103.19	2956.17	4298.64	4639.29	4298.64	3639.7	4607.24	3081.75	3690.52	3614.55	3589.58
RAB14	775.05	909.17	928.3	974.5	1037.29	967.76	830.75	1001.93	890.44	941.27	1051.79	819.3	915.51	1119.56	1295.13	1143.1	974.5	1104.13	1023.0	1096.5	961.07	1199.98	848.22	1617.0	1151.06	995.0	866.07	947.83	1304.15	813.63	988.12	1051.79	1111.82	1175.27	1081.39	738.29	866.07	884.29	1250.98	1073.91	1359.57	738.29	1119.56	1304.15	1407.55	1806.78	1651.0	860.08	896.64	988.12	1388.16	967.76	1015.93	934.76	1096.5	1073.91	928.3	988.12	1191.69	1044.52	941.27	1388.16	921.88	1059.11	813.63	947.83	981.29	1605.83	961.07	1111.82	1096.5	878.17	928.3	1143.1	1143.1
RAB2A	1583.71	1250.98	1540.37	2004.85	1909.85	1883.54	1639.59	2075.59	1977.24	1508.65	1991.0	2004.85	2133.97	2502.97	3419.52	2502.97	2163.77	2520.38	2664.15	2895.31	2485.67	3235.01	2047.0	3212.66	2400.97	2133.97	2061.24	1991.0	2935.74	2224.63	2682.69	2400.97	2335.28	2701.35	2400.97	1936.53	1832.01	1923.14	2664.15	2485.67	2645.74	1662.49	2895.31	2148.82	3081.75	2997.45	3325.99	2104.58	2271.4	2758.13	3419.52	2075.59	2255.7	2133.97	2645.74	2796.65	2209.26	2720.15	2485.67	2537.92	2119.22	2855.44	2645.74	2956.17	1963.57	2555.58	2485.67	2701.35	2520.38	2400.97	2367.9	2104.58	2193.99	2682.69	2796.65
RAP1A	1073.91	1167.14	1457.23	1709.26	1709.26	1745.2	1225.22	1572.76	1709.26	1628.26	1487.87	1378.57	1583.71	1561.89	2319.15	1794.29	1628.26	1819.35	1819.35	1806.78	1583.71	2384.37	1529.73	2400.97	1806.78	1561.89	1407.55	1350.18	2061.24	1662.49	1359.57	1651.0	1605.83	2163.77	1745.2	1487.87	1143.1	1628.26	1819.35	1572.76	1781.89	1081.39	1769.57	1709.26	2367.9	2061.24	2224.63	1487.87	1733.13	1572.76	2434.5	1487.87	1388.16	1617.0	2133.97	2018.8	1447.15	1896.65	1896.65	1322.37	1350.18	1757.34	1857.6	2032.85	1225.22	1508.65	1477.58	2090.03	1651.0	1745.2	2004.85	1250.98	1594.73	1685.71	1977.24
