	TCGA.G4.6321.01A.11R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.131XE.0826.SM.5HL9W	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.ZP4G.1726.SM.4WWCM	GTEX.ZPU1.1926.SM.57WDT	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.146FQ.1926.SM.5NQBY	GTEX.WQUQ.2526.SM.4MVNO	GTEX.ZY6K.1226.SM.5GZYL	GTEX.RU1J.1326.SM.46MUL	GTEX.R55G.1226.SM.48FDC	GTEX.XYKS.2226.SM.4E3IU	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.X15G.1326.SM.4PQZJ	GTEX.X3Y1.1726.SM.4PQZL	GTEX.S3XE.1126.SM.4AD4N	GTEX.11DXX.1826.SM.5H126	GTEX.XGQ4.1226.SM.4AT67	GTEX.XUJ4.2026.SM.4BOOW	GTEX.13S86.1626.SM.5Q5C5	GTEX.QDVJ.1326.SM.48U1X	GTEX.PLZ6.0926.SM.3P5ZQ	GTEX.145MN.1726.SM.5SIA6	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.SE5C.1526.SM.4BRWU	GTEX.1399S.1926.SM.5J2M5	GTEX.ZPCL.1826.SM.57WF1	GTEX.13D11.0826.SM.5KLZJ	GTEX.SNMC.1126.SM.4DM5M	GTEX.WH7G.1326.SM.4LVMS	GTEX.XBEW.1926.SM.4SOJO	GTEX.UPIC.1726.SM.4IHKG	GTEX.QV31.0826.SM.4R1KR	GTEX.XQ8I.2126.SM.4BOOM	GTEX.OIZH.1426.SM.3NB1O	GTEX.NFK9.2026.SM.3LK5K	GTEX.145LT.0926.SM.5LU9C	GTEX.P4PP.1426.SM.3NM9L	GTEX.11EM3.1526.SM.5A5KN	GTEX.12BJ1.2126.SM.5BC5O	GTEX.UJHI.1126.SM.4IHLN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.R55C.1126.SM.48FCJ	GTEX.WHWD.1226.SM.4OOS1	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.139YR.2126.SM.5KM11	GTEX.OXRK.1726.SM.3NB16	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.OHPM.1426.SM.3TW8Y	GTEX.Y8E4.2426.SM.4WWDN	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.S4UY.0826.SM.4AD4Z	GTEX.ZZ64.0726.SM.5GZX4	GTEX.131XG.1826.SM.5LZV4	GTEX.XMK1.1726.SM.4B64Z	GTEX.XPVG.1826.SM.4B64X	GTEX.VJYA.2026.SM.4KL1K	GTEX.XUZC.1326.SM.4BRV2	GTEX.11DXZ.1726.SM.5H12M	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.WOFM.2026.SM.4OOSQ	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.11NSD.1626.SM.5986U	GTEX.ZGAY.2126.SM.4YCFB	GTEX.14DAR.1526.SM.5RQIX	GTEX.U3ZM.1126.SM.4DXUB	GTEX.YF7O.1726.SM.5IFJ9	GTEX.ZTSS.1126.SM.5985O	GTEX.ZV7C.1526.SM.5NQ72	GTEX.Y3IK.1826.SM.4WWDS	GTEX.PX3G.1426.SM.48U1J	GTEX.P78B.1726.SM.3P5ZV	GTEX.S4Q7.0826.SM.4AD5E	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.XUW1.1926.SM.4BOP1	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX
SNN	88.26	128.79	102.25	169.07	150.17	92.7	54.72	71.5	121.79	132.44	127.89	143.01	159.9	162.14	118.43	83.45	122.64	72.52	105.89	81.71	113.56	94.01	273.37	218.79	242.88	95.34	244.57	46.5	83.45	143.01	255.0	265.87	93.35	260.38	47.17	221.86	185.11	146.03	66.65	83.45	140.04	64.34	86.43	113.56	197.09	81.71	206.94	115.16	314.17	211.31	164.42	142.01	81.71	135.24	189.02	299.25	113.56	151.22	142.01	81.14	77.25	64.8	41.22	177.53	108.14	69.03	158.79	118.43	94.67	68.55	106.63	86.43	190.34	314.17	88.88	132.44	137.14	246.28	70.51	135.24	67.59	199.85	70.01	57.49	85.22	173.85	100.13	94.67	161.02	69.52	295.11	241.19	74.58	148.09	84.04	185.11	90.14	135.24	260.38	251.48	107.38	251.48	164.42	267.73	112.77	111.21	63.0
SNRPN	56.28	193.01	78.89	127.89	42.11	52.08	32.59	88.26	231.32	125.24	136.19	74.58	191.67	166.73	94.01	65.72	99.43	44.57	64.8	72.52	72.52	87.65	688.78	76.71	480.04	43.63	162.14	14.14	45.85	181.28	273.37	189.02	62.56	180.02	38.95	185.11	149.12	121.79	57.89	30.12	122.64	37.59	53.19	57.89	251.48	54.33	265.87	40.07	297.17	190.34	100.13	113.56	54.33	127.0	205.5	253.23	44.25	167.9	63.0	28.86	63.89	19.68	33.54	144.01	53.57	65.26	73.03	62.12	113.56	14.45	63.45	73.54	181.28	348.71	52.08	114.36	62.56	242.88	18.29	42.71	23.08	275.28	50.63	65.72	43.63	131.51	103.69	94.01	61.68	69.52	301.33	281.09	61.68	158.79	25.54	193.01	42.71	132.44	299.25	212.78	105.89	301.33	127.0	199.85	63.89	42.71	65.72
SNTA1	119.26	183.82	144.01	107.38	147.06	118.43	90.77	92.05	146.03	191.67	152.28	151.22	249.73	176.29	161.02	102.25	143.01	90.14	156.59	119.26	139.07	156.59	361.04	156.59	373.81	118.43	287.01	80.57	97.36	195.72	287.01	275.28	130.6	212.78	127.0	145.02	175.07	177.53	80.57	81.14	205.5	73.03	80.57	96.01	287.01	111.21	214.27	108.9	343.89	226.54	206.94	130.6	68.55	157.68	234.57	325.29	145.02	208.38	88.26	102.25	121.79	132.44	68.55	273.37	82.87	101.54	152.28	146.03	117.6	87.03	105.89	140.04	226.54	224.97	108.9	112.77	134.3	246.28	129.69	82.29	114.36	249.73	133.36	60.82	93.35	169.07	130.6	120.94	119.26	114.36	255.0	285.03	128.79	205.5	91.41	209.84	98.73	137.14	209.84	249.73	110.43	236.21	208.38	277.2	59.13	126.12	97.36
SOBP	55.89	19.25	27.25	60.82	48.52	10.39	11.13	10.31	41.52	40.93	50.63	73.03	82.29	54.72	40.36	9.85	59.97	12.45	12.36	21.78	29.06	31.9	129.69	66.65	155.5	29.48	70.51	7.57	14.56	47.5	101.54	140.04	13.52	135.24	8.06	98.04	94.67	42.71	10.47	9.63	45.21	8.85	22.43	18.43	73.54	10.39	85.82	17.0	132.44	76.71	48.87	38.95	17.0	67.12	74.58	112.77	18.7	50.27	16.39	12.93	13.72	12.93	7.75	62.12	13.93	18.03	48.18	19.39	24.11	7.75	9.48	24.46	73.54	85.82	14.89	33.54	58.71	121.79	18.84	16.63	11.13	81.71	12.0	17.25	22.1	57.89	20.11	9.7	13.42	12.27	90.14	105.15	9.27	49.91	17.25	68.55	13.42	31.67	91.41	109.66	21.01	108.9	46.5	121.79	12.74	16.63	8.85
SOGA1	33.06	55.49	45.53	78.34	56.68	34.75	35.5	43.32	61.68	66.18	74.58	73.54	80.57	80.57	61.25	20.86	86.43	42.41	35.76	55.1	59.55	60.82	163.28	111.21	176.29	54.33	140.04	18.97	40.36	76.17	159.9	159.9	48.87	137.14	30.56	115.16	126.12	71.5	36.27	38.95	63.0	26.47	35.5	53.57	94.01	43.94	85.82	44.25	165.57	118.43	81.14	61.25	35.25	96.68	94.01	205.5	46.18	72.52	34.26	25.54	42.71	32.13	30.78	87.03	49.56	44.57	78.89	55.49	46.18	32.36	45.21	42.71	100.83	157.68	41.22	50.27	71.5	133.36	35.0	40.64	38.4	113.56	32.82	39.22	41.81	91.41	41.52	35.76	46.18	32.36	165.57	127.0	37.05	84.63	37.59	108.14	35.0	50.63	114.36	154.42	50.98	85.82	93.35	142.01	34.75	52.82	27.05
SPEG	44.89	155.5	275.28	473.41	454.09	92.05	55.1	82.29	473.41	708.18	583.07	866.07	1208.34	532.74	490.14	56.68	579.04	56.28	108.9	441.64	358.54	476.71	1794.29	1073.91	1628.26	395.18	1594.73	105.15	92.7	693.58	1529.73	1651.0	83.45	1457.23	124.37	529.06	1151.06	733.19	66.65	78.89	511.0	87.03	172.65	137.14	1073.91	76.17	723.08	116.78	1745.2	1104.13	633.73	358.54	82.29	547.75	624.99	1369.04	173.85	743.43	72.01	80.01	87.03	105.89	41.81	607.87	66.65	248.0	563.18	123.5	273.37	66.65	78.89	229.72	819.3	961.07	120.1	353.59	629.35	1242.34	236.21	76.17	127.89	981.29	112.77	123.5	231.32	738.29	82.87	63.89	121.79	45.21	1073.91	1151.06	91.41	785.88	110.43	878.17	94.01	325.29	1304.15	1477.58	221.86	669.92	941.27	1304.15	46.18	120.94	69.52
ST3GAL3	34.26	128.79	92.7	127.89	110.43	72.52	71.0	63.45	138.1	126.12	143.01	149.12	175.07	132.44	138.1	100.13	110.43	52.82	100.13	81.71	90.14	102.25	262.2	141.02	256.78	88.26	215.77	47.5	61.25	165.57	248.0	253.23	81.71	244.57	52.08	150.17	239.52	152.28	53.57	72.01	122.64	75.11	75.11	80.01	158.79	120.1	169.07	71.5	258.57	172.65	127.0	127.0	80.57	140.04	162.14	234.57	85.22	148.09	91.41	64.8	81.71	60.39	74.58	164.42	72.52	66.65	151.22	78.34	76.71	63.0	77.25	89.51	165.57	229.72	58.71	148.09	121.79	236.21	65.72	85.82	63.45	165.57	73.03	80.57	78.89	161.02	84.04	76.17	87.03	70.51	212.78	209.84	78.89	141.02	80.01	170.25	59.13	108.14	211.31	229.72	77.79	169.07	159.9	223.41	76.17	68.55	63.0
STON1	19.53	21.32	61.68	127.0	139.07	41.81	11.13	43.63	72.52	87.65	120.94	172.65	187.71	114.36	89.51	39.79	60.39	28.65	42.41	42.41	74.06	59.55	301.33	110.43	417.77	80.57	258.57	21.32	49.91	72.52	353.59	381.68	48.87	237.86	47.17	65.72	172.65	165.57	37.85	26.47	94.67	29.7	58.3	33.54	159.9	36.01	208.38	42.41	332.14	358.54	155.5	95.34	40.64	145.02	166.73	392.44	56.28	205.5	46.84	45.21	29.06	40.07	35.5	186.4	26.67	58.3	153.34	48.18	75.64	32.36	52.82	56.68	297.17	209.84	28.65	101.54	149.12	371.22	45.85	35.5	38.4	123.5	36.01	30.34	53.95	109.66	41.22	23.42	52.08	31.67	255.0	329.84	34.51	190.34	34.26	158.79	25.54	78.89	212.78	269.6	72.52	111.21	171.45	339.14	31.45	58.3	24.99
SV2A	11.47	26.1	26.67	33.78	38.67	24.99	11.82	11.64	25.91	32.59	34.02	29.06	72.52	48.87	37.85	17.13	32.13	16.03	27.64	28.45	20.71	39.22	64.8	42.41	84.04	15.11	94.01	4.66	16.03	47.84	59.97	108.14	21.16	90.14	13.83	35.76	82.29	37.59	9.34	12.93	40.64	17.38	34.51	18.84	71.0	18.7	37.32	22.26	139.07	50.63	43.94	38.67	15.8	36.79	40.64	52.45	21.63	35.5	16.51	16.51	15.8	16.15	6.31	47.5	18.29	18.84	35.5	33.3	9.78	10.88	18.84	11.64	36.27	63.0	13.83	31.45	24.99	117.6	27.64	24.81	15.22	38.4	13.12	13.83	19.82	48.52	22.75	12.64	29.27	13.22	52.45	101.54	13.72	33.06	21.78	49.91	17.77	21.16	76.17	71.5	29.91	28.04	42.41	51.71	14.24	16.27	13.93
TCEAL2	10.39	27.44	68.07	194.36	191.67	6.16	11.64	20.71	159.9	141.02	173.85	131.51	309.83	242.88	88.26	13.72	177.53	12.55	14.24	49.91	62.12	74.58	371.22	258.57	297.17	60.82	314.17	3.76	12.74	221.86	420.68	381.68	15.8	221.86	15.45	205.5	264.03	149.12	6.57	16.88	142.01	8.51	48.87	25.91	258.57	5.77	271.48	18.84	454.09	409.15	169.07	61.68	14.67	154.42	237.86	361.04	25.72	180.02	5.32	19.25	14.24	6.36	1.5	178.77	9.41	33.06	141.02	19.82	62.56	6.62	11.13	53.57	242.88	441.64	5.96	68.07	96.01	334.46	31.0	7.94	6.46	289.02	7.51	13.12	55.89	154.42	11.3	3.99	3.11	9.2	441.64	262.2	8.85	187.71	26.86	211.31	7.4	135.24	262.2	291.04	50.27	258.57	104.42	376.41	6.26	12.74	8.99
TCF7L1	54.72	104.42	88.26	190.34	116.78	88.26	55.49	60.82	186.4	137.14	153.34	155.5	214.27	163.28	114.36	76.17	194.36	45.85	85.22	90.14	100.83	162.14	353.59	122.64	323.03	88.88	156.59	30.56	75.64	139.07	279.14	332.14	66.18	301.33	61.68	314.17	157.68	148.09	60.39	54.72	156.59	51.35	99.43	96.01	217.27	71.0	279.14	87.65	314.17	253.23	148.09	139.07	68.55	175.07	220.32	277.2	84.04	177.53	72.01	55.49	80.57	66.65	53.19	202.66	88.26	73.03	140.04	141.02	87.65	61.68	71.0	83.45	205.5	267.73	81.14	108.14	129.69	339.14	82.29	92.05	77.25	199.85	64.34	77.25	94.67	191.67	92.7	67.12	74.06	77.25	275.28	291.04	63.0	169.07	64.34	189.02	67.12	85.82	279.14	279.14	94.01	269.6	226.54	318.57	72.01	91.41	56.68
TEAD2	56.28	224.97	211.31	348.71	244.57	167.9	155.5	156.59	301.33	332.14	334.46	466.88	551.56	336.79	262.2	141.02	368.65	95.34	186.4	318.57	281.09	273.37	723.08	320.8	802.41	232.94	551.56	62.56	111.99	371.22	607.87	974.5	127.89	540.19	223.41	457.25	616.37	301.33	164.42	155.5	346.29	154.42	144.01	205.5	555.41	155.5	470.14	153.34	660.68	612.11	395.18	187.71	159.9	279.14	412.0	616.37	285.03	299.25	148.09	143.01	169.07	167.9	106.63	403.5	189.02	248.0	301.33	204.07	242.88	94.01	130.6	202.66	409.15	454.09	166.73	248.0	323.03	708.18	186.4	208.38	199.85	441.64	155.5	140.04	228.13	323.03	234.57	177.53	149.12	208.38	438.59	579.04	132.44	376.41	218.79	417.77	120.1	228.13	529.06	497.0	244.57	612.11	353.59	647.07	145.02	163.28	127.0
THOC5	165.57	414.87	327.56	470.14	444.72	267.73	264.03	232.94	412.0	447.82	444.72	543.96	444.72	417.77	417.77	271.48	341.51	229.72	283.05	356.05	358.54	392.44	934.76	536.45	703.28	301.33	368.65	295.11	248.0	420.68	511.0	785.88	262.2	447.82	376.41	507.46	669.92	507.46	264.03	260.38	303.44	277.2	358.54	275.28	603.67	244.57	450.94	309.83	563.18	454.09	395.18	329.84	281.09	395.18	536.45	525.39	314.17	376.41	334.46	325.29	256.78	356.05	262.2	389.72	249.73	366.09	476.71	236.21	323.03	264.03	314.17	299.25	642.59	679.29	273.37	397.93	361.04	571.05	368.65	277.2	297.17	620.67	221.86	234.57	271.48	444.72	269.6	358.54	316.37	271.48	571.05	460.44	314.17	579.04	320.8	587.13	320.8	343.89	529.06	713.11	339.14	483.38	480.04	764.36	299.25	366.09	253.23
TSHZ3	8.13	36.01	39.22	86.43	62.12	26.28	15.11	26.1	72.01	51.35	68.07	73.03	102.25	88.88	54.72	20.56	97.36	23.25	29.91	40.64	37.05	63.45	161.02	124.37	199.85	38.12	134.3	9.63	29.27	84.63	111.21	171.45	23.59	173.85	21.16	115.97	99.43	63.45	24.11	17.0	55.1	24.99	33.06	29.27	103.69	25.35	120.1	30.56	158.79	97.36	76.17	51.35	31.45	92.7	85.22	141.02	32.13	98.04	29.7	20.56	27.05	22.75	14.03	74.58	38.67	36.01	51.35	56.68	35.0	18.03	29.27	33.06	92.7	88.26	32.13	38.95	73.03	151.22	28.45	39.22	21.32	108.14	22.1	32.13	31.0	96.68	34.51	19.39	27.25	28.65	108.9	139.07	24.11	71.5	34.26	88.88	28.45	49.91	130.6	154.42	37.05	105.89	98.73	148.09	24.81	40.64	19.11
TUBG2	148.09	119.26	138.1	218.79	125.24	119.26	82.87	130.6	215.77	239.52	239.52	206.94	269.6	195.72	191.67	111.99	167.9	73.54	115.16	119.26	130.6	209.84	389.72	194.36	392.44	113.56	265.87	54.72	103.69	223.41	309.83	327.56	103.69	262.2	133.36	148.09	220.32	183.82	90.14	87.65	191.67	75.11	133.36	124.37	267.73	100.13	189.02	139.07	323.03	249.73	228.13	185.11	84.63	231.32	205.5	297.17	148.09	244.57	83.45	67.12	146.03	109.66	74.06	202.66	120.1	139.07	173.85	165.57	113.56	81.14	127.89	116.78	218.79	267.73	119.26	151.22	167.9	269.6	142.01	170.25	101.54	275.28	110.43	109.66	111.99	224.97	166.73	97.36	148.09	102.97	301.33	277.2	102.97	198.47	108.14	217.27	114.36	163.28	341.51	389.72	117.6	190.34	277.2	348.71	109.66	115.97	92.05
UFSP2	256.78	444.72	444.72	376.41	409.15	334.46	316.37	281.09	397.93	447.82	432.53	438.59	571.05	490.14	363.56	301.33	412.0	341.51	341.51	392.44	297.17	460.44	497.0	423.61	587.13	387.02	460.44	209.84	329.84	490.14	518.15	559.28	323.03	536.45	343.89	341.51	511.0	503.95	460.44	363.56	426.57	368.65	346.29	327.56	571.05	256.78	547.75	334.46	642.59	633.73	420.68	423.61	305.55	423.61	507.46	551.56	346.29	547.75	339.14	358.54	373.81	299.25	363.56	490.14	368.65	305.55	336.79	371.22	420.68	275.28	275.28	373.81	457.25	591.22	346.29	395.18	417.77	559.28	293.07	392.44	329.84	454.09	332.14	332.14	329.84	420.68	368.65	325.29	287.01	389.72	463.65	540.19	363.56	536.45	379.04	432.53	327.56	403.5	591.22	490.14	414.87	503.95	447.82	540.19	441.64	356.05	264.03
VEZF1	420.68	518.15	397.93	595.34	607.87	406.31	279.14	460.44	476.71	429.54	543.96	607.87	688.78	638.15	483.38	341.51	532.74	460.44	447.82	423.61	503.95	397.93	860.08	733.19	928.3	514.56	769.69	309.83	470.14	521.76	796.86	1030.12	381.68	825.0	327.56	624.99	633.73	518.15	457.25	395.18	420.68	358.54	473.41	463.65	595.34	406.31	733.19	454.09	860.08	738.29	480.04	503.95	381.68	656.11	723.08	808.0	507.46	698.41	500.46	460.44	358.54	444.72	387.02	591.22	567.1	435.55	444.72	620.67	575.03	432.53	423.61	450.94	684.02	674.59	406.31	447.82	521.76	934.76	423.61	441.64	376.41	684.02	387.02	497.0	486.75	607.87	384.34	426.57	503.95	339.14	860.08	836.53	432.53	521.76	435.55	651.58	450.94	444.72	808.0	780.44	490.14	563.18	733.19	830.75	381.68	486.75	341.51
WBSCR17	9.41	20.41	19.39	23.25	52.08	10.96	11.55	11.82	28.45	12.36	24.46	62.12	74.58	33.54	55.1	9.27	39.5	7.57	14.67	16.88	50.63	26.1	87.03	73.54	141.02	21.63	90.14	10.16	8.99	35.25	143.01	94.01	15.91	104.42	21.78	59.55	71.0	45.53	8.06	6.41	45.85	7.22	12.74	14.67	44.57	8.78	113.56	16.27	115.97	112.77	50.63	28.24	8.13	44.25	73.54	44.89	19.53	51.35	16.63	15.45	1.19	7.69	6.67	76.71	5.5	16.51	59.97	13.72	25.72	10.08	8.38	25.17	114.36	106.63	10.16	41.22	59.97	142.01	17.64	10.55	13.03	51.35	10.31	13.03	38.4	41.22	14.03	8.32	19.25	9.2	79.45	123.5	7.75	52.08	15.56	89.51	11.73	34.75	63.45	81.14	22.59	53.19	45.53	127.89	14.89	23.08	7.46
WDR47	64.34	73.03	57.89	86.43	94.67	57.08	36.01	61.25	68.07	55.49	87.65	72.01	102.97	86.43	73.54	50.27	70.01	70.01	64.8	57.89	85.22	69.52	120.1	86.43	145.02	70.01	105.89	49.91	63.89	80.57	114.36	136.19	59.97	127.0	55.89	92.7	85.82	86.43	60.39	63.0	72.01	57.89	76.17	77.79	97.36	67.59	126.12	72.01	147.06	90.14	82.29	70.01	66.18	100.83	118.43	129.69	72.52	108.9	67.59	70.51	54.33	63.89	39.5	105.89	71.0	54.72	76.17	95.34	81.71	69.03	75.11	70.01	87.65	120.1	56.28	72.01	78.34	148.09	65.72	60.39	52.08	90.77	64.34	64.34	79.45	91.41	65.72	52.08	74.58	63.0	127.0	128.79	56.68	82.87	69.52	94.01	68.55	71.0	120.1	123.5	71.0	82.29	111.99	126.12	64.8	83.45	49.91
WWTR1	232.94	181.28	161.02	351.14	329.84	95.34	53.19	118.43	223.41	255.0	293.07	447.82	521.76	438.59	251.48	82.87	264.03	140.04	137.14	159.9	186.4	231.32	866.07	656.11	780.44	205.5	514.56	63.45	132.44	269.6	642.59	1159.07	103.69	884.29	88.26	438.59	1167.14	305.55	90.14	79.45	244.57	118.43	201.25	120.1	540.19	74.58	579.04	131.51	769.69	860.08	384.34	205.5	130.6	397.93	507.46	819.3	172.65	457.25	166.73	130.6	80.01	106.63	72.52	412.0	145.02	134.3	438.59	212.78	146.03	88.88	120.1	148.09	500.46	575.03	88.26	256.78	426.57	1208.34	164.42	145.02	100.13	460.44	84.63	105.89	167.9	343.89	132.44	57.08	142.01	80.57	656.11	684.02	106.63	341.51	148.09	497.0	96.68	180.02	567.1	620.67	246.28	444.72	348.71	713.11	95.34	113.56	63.89
YAP1	447.82	470.14	368.65	587.13	612.11	351.14	241.19	389.72	435.55	395.18	599.49	603.67	713.11	642.59	444.72	285.03	503.95	373.81	397.93	353.59	518.15	392.44	866.07	708.18	1313.23	466.88	674.59	281.09	400.71	532.74	791.35	1044.52	341.51	688.78	291.04	647.07	775.05	490.14	389.72	325.29	379.04	264.03	514.56	426.57	599.49	332.14	884.29	426.57	947.83	718.08	518.15	473.41	381.68	607.87	909.17	1023.0	447.82	802.41	438.59	420.68	269.6	417.77	444.72	647.07	395.18	334.46	529.06	603.67	450.94	406.31	368.65	351.14	679.29	769.69	387.02	403.5	536.45	1104.13	327.56	381.68	329.84	728.11	329.84	366.09	432.53	571.05	392.44	316.37	414.87	303.44	866.07	947.83	423.61	559.28	435.55	595.34	351.14	381.68	764.36	698.41	406.31	591.22	591.22	733.19	343.89	454.09	273.37
ZCCHC24	38.12	180.02	148.09	273.37	215.77	82.87	63.0	69.03	206.94	154.42	221.86	387.02	420.68	239.52	186.4	70.01	316.37	79.45	78.34	202.66	156.59	161.02	647.07	563.18	748.61	158.79	486.75	38.67	96.01	356.05	450.94	693.58	86.43	624.99	73.03	591.22	500.46	211.31	68.55	77.79	277.2	77.79	143.01	95.34	450.94	76.71	400.71	115.97	674.59	376.41	248.0	145.02	102.97	236.21	381.68	769.69	121.79	299.25	112.77	85.82	85.82	91.41	49.21	373.81	105.15	115.16	220.32	167.9	140.04	68.55	96.01	131.51	339.14	441.64	79.45	156.59	251.48	532.74	109.66	121.79	64.8	332.14	78.34	78.34	120.94	301.33	150.17	58.3	121.79	75.11	429.54	521.76	67.12	256.78	115.97	358.54	95.34	136.19	395.18	493.56	155.5	518.15	309.83	575.03	70.01	111.21	50.98
ZDHHC15	1.83	3.56	6.26	9.78	12.27	2.34	2.01	8.13	13.83	5.23	15.68	15.34	15.34	5.23	3.66	6.31	16.27	3.29	9.63	8.78	4.28	9.41	32.36	7.57	20.11	6.36	21.01	0.16	1.85	17.25	34.75	22.92	2.56	17.64	2.89	10.96	15.34	17.77	3.0	3.76	7.63	3.82	5.96	7.11	10.24	1.91	11.91	5.23	29.7	11.82	9.48	10.79	2.48	14.35	8.13	25.91	8.65	10.88	6.67	2.12	2.25	3.86	3.5	5.5	6.16	2.97	7.28	10.47	9.7	2.71	2.76	5.36	10.63	24.99	15.0	7.94	10.71	20.86	3.89	2.41	7.51	12.0	1.19	6.26	3.23	8.71	4.7	4.43	7.34	2.36	17.25	23.25	2.73	12.09	2.36	7.11	7.57	12.64	17.0	40.64	3.69	16.15	16.51	18.56	3.26	5.87	1.07
ZEB1	41.52	101.54	97.36	242.88	214.27	66.18	25.91	71.0	157.68	133.36	212.78	236.21	318.57	253.23	159.9	61.25	212.78	75.64	74.58	95.34	127.89	157.68	334.46	218.79	532.74	115.97	406.31	35.76	78.34	248.0	400.71	651.58	48.52	555.41	46.5	221.86	412.0	186.4	62.12	45.53	144.01	56.68	97.36	105.89	381.68	55.89	332.14	91.41	547.75	417.77	183.82	146.03	78.34	267.73	299.25	583.07	102.25	327.56	80.01	68.07	52.82	74.06	39.79	248.0	92.05	88.88	208.38	107.38	109.66	61.68	75.11	93.35	255.0	417.77	56.28	125.24	231.32	612.11	70.01	79.45	72.01	295.11	57.08	69.03	81.71	237.86	63.0	52.08	81.71	47.5	403.5	603.67	63.0	234.57	78.34	234.57	63.89	157.68	435.55	460.44	107.38	297.17	199.85	406.31	58.71	76.17	37.05
ZFHX4	5.82	1.27	4.39	9.34	8.25	0.03	0.14	0.01	5.23	6.11	10.63	9.85	16.27	10.96	5.45	0.22	8.38	0.45	1.3	2.56	3.89	5.68	22.75	8.78	28.65	3.96	20.11	0.0	0.42	12.64	19.68	29.7	0.02	29.7	0.0	10.55	21.94	9.27	0.01	0.21	5.5	0.87	3.11	1.66	12.64	0.0	14.89	0.43	26.86	24.28	8.51	7.17	2.84	11.04	11.04	28.65	1.38	10.55	0.79	0.23	0.01	0.0	0.04	9.06	0.37	3.92	7.4	2.01	3.32	0.19	0.45	2.01	11.64	19.11	0.16	4.98	10.24	21.47	2.2	0.87	0.4	15.8	0.54	2.71	2.43	13.62	1.5	1.91	0.89	1.17	17.9	24.99	0.25	7.82	1.35	12.83	0.0	4.78	28.24	35.76	3.92	6.01	11.04	19.82	0.92	0.22	0.0
ZNF32	406.31	620.67	409.15	612.11	438.59	346.29	395.18	409.15	583.07	483.38	587.13	579.04	738.29	559.28	525.39	309.83	620.67	323.03	441.64	309.83	414.87	435.55	1216.75	633.73	961.07	423.61	753.83	224.97	325.29	514.56	796.86	896.64	409.15	583.07	412.0	902.89	551.56	521.76	376.41	397.93	633.73	241.19	356.05	346.29	728.11	314.17	825.0	409.15	872.1	785.88	651.58	395.18	351.14	529.06	842.36	791.35	457.25	543.96	312.0	480.04	379.04	289.02	267.73	656.11	463.65	417.77	518.15	409.15	603.67	267.73	387.02	406.31	713.11	808.0	363.56	438.59	429.54	791.35	249.73	438.59	444.72	808.0	301.33	341.51	447.82	563.18	493.56	358.54	403.5	325.29	775.05	693.58	379.04	728.11	395.18	629.35	358.54	620.67	708.18	796.86	438.59	743.43	638.15	854.13	376.41	438.59	336.79
